type_id	ref_term
449	Turkish
449	Vogul/Mansi
449	Yakut
450	Algerian
450	Armenian
450	Bulgarian
450	Byelorussian
450	Catalan
450	Chilean
450	Czech
450	Dominican
450	East African
450	Egyptian
450	Estonian
450	Finnish
450	French
450	Georgian
450	German
450	Ghanaian
450	Greek
450	Hungarian
450	Indian
450	Iranian
450	Irish
450	Italian
450	Japanese
450	Jewish
450	Jordanian
450	Karelian
450	Kuwaiti
450	Latvian
450	Libyan
450	Lithuanian
450	Livonian
450	Mexican
450	Mordvinian
450	Moroccan
450	Nepalese
450	Norwegian
450	Oman
450	Ossetian
450	Palestinian
450	Polish
450	Portuguese
450	Qatar
450	Rumanian
450	Russian
450	Slovakian
450	Sudanese
450	Swedish
450	Syrian
450	Syrjanian
450	Tunisian
450	Turkish
450	Turkmen
450	Ukrainian
450	West Indies
450	Yemenite
451	Algerian
451	Argentine
451	Armenian
451	Austrian
451	Bulgarian
451	Burmese
451	Byelorussian
451	Catalan
451	Cheremis/Mari
451	Czech
451	Danish
451	Dominican
451	Egyptian
451	Estonian
451	Faeroese
451	Finnish
451	Flemish
451	French
451	Frisian
451	Georgian
451	German
451	Greek
451	Guatemalan
451	Hungarian
451	Icelandic
451	Indian
451	Iranian
451	Iraqi
451	Irish
451	Italian
451	Japanese
451	Jewish
451	Jordanian
451	Karelian
451	Korean
451	Ladinian
451	Lappish
451	Latvian
451	Libyan
451	Lithuanian
451	Livonian
451	Maltese
451	Mexican
451	Moroccan
451	Norwegian
451	Palestinian
451	Polish
451	Portuguese
451	Puerto Rican
451	Qatar
451	Rumanian
451	Russian
451	Sardinian
451	Scottish
451	Serbian
451	Slovakian
451	Slovene
451	Sorbian
451	Spanish
451	Sri Lankan
451	Sudanese
451	Swedish
451	Swiss
451	Syrian
451	Tunisian
451	Turkish
451	US-American
451	Ukrainian
451	West Indies
452B*	Egyptian
452B*	Jewish
452B*	Mexican
452B*	Portuguese
452B*	Puerto Rican
452B*	Spanish
459	Indian
459	Iranian
459	Palestinian
460A	Adygea
460A	Afghan
460A	Albanian
460A	Algerian
460A	Argentine
460A	Armenian
460A	Austrian
460A	Bosnian
460A	Bulgarian
460A	Central African
460A	Chinese
460A	Chuvash
460A	Dagestan
460A	East African
460A	Egyptian
460A	Estonian
460A	Flemish
460A	Georgian
460A	German
460A	Greek
460A	Hungarian
460A	Icelandic
460A	Indian
460A	Indonesian
460A	Iranian
460A	Iraqi
460A	Italian
460A	Japanese
460A	Jewish
460A	Korean
460A	Kurdish
460A	Ladinian
460A	Lappish
460A	Lithuanian
460A	Livonian
460A	Macedonian
460A	Malagasy
460A	Mingril
460A	Moroccan
460A	Nepalese
460A	Nicaraguan
460A	Pakistani
460A	Portuguese
460A	Rumanian
460A	Sardinian
460A	Saudi Arabian
460A	Serbian
460A	Slovakian
460A	Spanish
460A	Sudanese
460A	Swedish
460A	Syrian
460A	Tadzhik
460A	Turkish
460A	Turkmen
460A	Ukrainian
460A	Vietnamese
460A	Votyak
460A	Yakut
460B	Adygea
460B	Afghan
460B	Albanian
460B	Argentine
460B	Armenian
460B	Azerbaijan
460B	Croatian
460B	Egyptian
460B	Estonian
460B	Finnish
460B	French
460B	Georgian
460B	Greek
460B	Indian
460B	Iraqi
460B	Irish
460B	Italian
460B	Jewish
460B	Kurdish
460B	Ladinian
460B	Lappish
460B	Latvian
460B	Lebanese
460B	Lithuanian
460B	Macedonian
460B	Mongolian
460B	Ossetian
460B	Pakistani
460B	Polish
460B	Rumanian
460B	Russian
460B	Serbian
460B	Swedish
460B	Syrian
460B	Tunisian
460B	Turkish
460B	Ukrainian
460B	Vietnamese
461	Adygea
461	Austrian
461	Burmese
461	Byelorussian
461	Cape Verdian
461	Catalan
461	Cheremis/Mari
461	Chinese
461	Chuvash
461	Czech
461	Danish
461	Dominican
461	Ecuadorian
461	Egyptian
461	Estonian
461	Faeroese
461	Finnish
461	Flemish
461	French
461	Frisian
461	Georgian
461	German
461	Greek
461	Gypsy
461	Hungarian
461	Icelandic
461	Indian
461	Indonesian
461	Iraqi
461	Irish
461	Italian
461	Jewish
461	Karelian
461	Korean
461	Lappish
461	Latvian
461	Lithuanian
461	Livonian
461	Mexican
461	Moroccan
461	Norwegian
461	Palestinian
461	Polish
461	Portuguese
461	Puerto Rican
461	Russian
461	Slovakian
461	Slovene
461	Sorbian
461	Spanish
461	Swedish
461	Swiss
461	Syrian
461	Syrjanian
461	Turkish
461	Ukrainian
461	Wepsian
461	West Indies
461	Yakut
462	Algerian
462	Catalan
462	Chilean
462	Chinese
462	Egyptian
462	French
462	Gypsy
462	Icelandic
462	Indian
462	Iranian
462	Laotian
462	Nepalese
462	Pakistani
462	Palestinian
462	Spanish
462	Sri Lankan
462	Sudanese
462	Syrian
462	Tunisian
465	Adygea
465	Algerian
465	Armenian
465	Bulgarian
465	Burmese
465	Buryat
465	Byelorussian
465	Cheremis/Mari
465	Chinese
465	Chuvash
465	Egyptian
465	Eritrean
465	Estonian
465	Finnish
465	French
465	Georgian
465	Greek
465	Gypsy
465	Hungarian
465	Indian
465	Iranian
465	Iraqi
465	Irish
465	Japanese
465	Jewish
465	Jordanian
465	Kalmyk
465	Karelian
465	Korean
465	Laotian
465	Lappish
465	Latvian
465	Lebanese
465	Livonian
465	Mayan
465	Mongolian
465	Mordvinian
465	Moroccan
465	Ossetian
465	Pakistani
465	Palestinian
465	Panamanian
465	Polish
465	Portuguese
465	Rumanian
465	Russian
465	Slovakian
465	Spanish
465	Sri Lankan
465	Sudanese
465	Syrian
465	Syrjanian
465	Tatar
465	Turkish
465	Ukrainian
465	Wepsian
465	West Indies
465	Yakut
467	Algerian
467	Armenian
467	Chinese
467	Egyptian
467	Gypsy
467	Indian
467	Iranian
467	Pakistani
467	Portuguese
467	Spanish
470	Austrian
470	Bolivian
470	Brazilian
470	Bulgarian
470	Byelorussian
470	Chinese
470	Croatian
470	Czech
470	Danish
470	Dutch
470	Egyptian
470	English
470	Estonian
470	Finnish
470	Flemish
470	French
470	Frisian
470	German
470	Gypsy
470	Icelandic
470	Iranian
470	Irish
470	Italian
470	Japanese
470	Jewish
470	Korean
470	Ladinian
470	Lappish
470	Latvian
470	Lithuanian
470	Macedonian
470	Mayan
470	Moroccan
470	Nicaraguan
470	Norwegian
470	Polish
470	Portuguese
470	Rumanian
470	Russian
470	Sardinian
470	Serbian
470	Slovakian
470	Slovene
470	Sorbian
470	Spanish
470	Swedish
470	Swiss
470	Turkish
470	Ukrainian
470	Venezuelan
470	Votyak
470	Welsh
470A	Austrian
470A	Basque
470A	Brazilian
470A	Chilean
470A	Danish
470A	Dominican
470A	Dutch
470A	Estonian
470A	Finnish
470A	Flemish
470A	French
470A	Frisian
470A	German
470A	Gypsy
470A	Hungarian
470A	Icelandic
470A	Italian
470A	Latvian
470A	Lithuanian
470A	Macedonian
470A	Peruvian
470A	Polish
470A	Rumanian
470A	Scottish
470A	Spanish
470A	Swiss
470B	Armenian
470B	Eskimo
470B	Estonian
470B	Finnish
470B	Flemish
470B	French
470B	Georgian
470B	Gypsy
470B	Hungarian
470B	Irish
470B	Italian
470B	Japanese
470B	Jewish
470B	Lappish
470B	Moroccan
470B	North American Indian
470B	Polish
470B	Portuguese
470B	Rumanian
470B	Sardinian
470B	Swedish
470B	Thai
471	Adygea
471	Argentine
471	Bolivian
471	Bulgarian
471	Catalan
471	Cheremis/Mari
471	Chilean
471	Chinese
471	Costa Rican
471	Egyptian
471	Filipino
471	Finnish
471	French
471	Greek
471	Gypsy
471	Icelandic
471	Indian
471	Irish
471	Italian
471	Japanese
471	Karelian
471	Latvian
471	Lithuanian
471	Maltese
471	Mexican
471	Norwegian
471	Palestinian
471	Peruvian
471	Polish
471	Russian
471	Siberian
471	Slovene
471	South American
471	Spanish
471	Swedish
471	Ukrainian
471	West Indies
471A	Albanian
471A	Armenian
471A	Basque
471A	Byelorussian
471A	Catalan
471A	Chinese
471A	Czech
471A	Danish
471A	Dutch
471A	English
471A	Estonian
471A	Flemish
471A	French
471A	Frisian
471A	German
471A	Greek
471A	Gypsy
471A	Hungarian
471A	Icelandic
471A	Irish
471A	Ladinian
471A	Lappish
471A	Latvian
471A	Lithuanian
471A	Mexican
471A	Norwegian
471A	Polish
471A	Portuguese
471A	Russian
471A	Slovakian
471A	Spanish
471A	Swiss
471A	Ukrainian
471A	Welsh
475	Byelorussian
475	Catalan
475	Croatian
475	Czech
475	Danish
475	Estonian
475	Finnish
475	French
475	German
475	Gypsy
475	Hungarian
475	Irish
475	Ladinian
475	Lappish
475	Latvian
475	Lithuanian
475	Norwegian
475	Polish
475	Russian
475	Serbian
475	Slovakian
475	Swedish
475	Swiss
475	Turkish
475	Ukrainian
475	Walloon
476	Austrian
476	Croatian
476	Danish
476	English
476	Finnish
476	French
476	German
476	Indian
476	Lithuanian
476	Mexican
476	Portuguese
476	Swedish
476	Swiss
476*	Algerian
476*	Bulgarian
476*	Czech
476*	Egyptian
476*	Hungarian
476*	Irish
476*	Jewish
476*	Libyan
476*	Palestinian
476*	Persian Gulf
476*	Polish
476*	Slovakian
476*	Slovene
476*	Sudanese
476*	Turkish
476**	Austrian
476**	Danish
476**	Dutch
476**	English
476**	French
476**	Frisian
476**	German
476**	Ladinian
476**	Lappish
476**	Palestinian
476**	Swedish
480	Adygea
480	Algerian
480	Aramaic
480	Argentine
480	Armenian
480	Basque
480	Benin
480	Bolivian
480	Brazilian
480	Bulgarian
480	Burmese
480	Byelorussian
480	Cameroon
480	Catalan
480	Chinese
480	Chuvash
480	Congolese
480	Croatian
480	Czech
480	Danish
480	Dominican
480	East African
480	Egyptian
480	English
480	Estonian
480	Faeroese
480	Finnish
480	Flemish
480	French
480	Frisian
480	Georgian
480	German
480	Greek
480	Guinea Bissau
480	Gypsy
480	Hungarian
480	Icelandic
480	Indian
480	Indonesian
480	Iranian
480	Iraqi
480	Irish
480	Italian
480	Japanese
480	Jewish
480	Jordanian
480	Karelian
480	Korean
480	Lappish
480	Latvian
480	Lebanese
480	Lithuanian
480	Livonian
480	Lydian
480	Macedonian
480	Malagasy
480	Maltese
480	Mayan
480	Mexican
480	Mordvinian
480	Moroccan
480	Nepalese
480	Norwegian
480	Palestinian
480	Polish
480	Portuguese
480	Puerto Rican
480	Rumanian
480	Russian
480	Sardinian
480	Slovakian
480	Sorbian
480	Spanish
480	Sudanese
480	Swedish
480	Swiss
480	Syrian
480	Syrjanian
480	Tunisian
480	Turkish
480	Turkmen
480	US-American
480	Ukrainian
480	Vogul/Mansi
480	Votyak
480	Wepsian
480	West Indies
480	Wotian
480	Yemenite
480A	Bulgarian
480A	Byelorussian
480A	Estonian
480A	French
480A	Georgian
480A	Latvian
480A	Lithuanian
480A	Polish
480A	Portuguese
480A	Russian
480A*	Byelorussian
480A*	Latvian
480A*	Lithuanian
480A*	Russian
480A*	Syrjanian
480A*	Ukrainian
480A*	Wotian
480C*	Bulgarian
480C*	Danish
480C*	German
480C*	Greek
480C*	Latvian
480C*	Lithuanian
480C*	Ukrainian
480D*	Byelorussian
480D*	Chinese
480D*	Flemish
480D*	Georgian
480D*	Greek
480D*	Gypsy
480D*	Hungarian
480D*	Indian
480D*	Japanese
480D*	Jewish
480D*	Lappish
480D*	Latvian
480D*	Russian
480D*	Spanish
480D*	Ukrainian
480D*	Yakut
485	Byelorussian
485	Cheremis/Mari
485	Finnish
485	Russian
485	Wepsian
485	Yakut
485B*	Byelorussian
485B*	Finnish
485B*	Japanese
485B*	Jewish
485B*	Latvian
485B*	Russian
500	African American
500	Austrian
500	Bolivian
500	Bosnian
500	Catalan
500	Chinese
500	Czech
500	Danish
500	Dutch
500	Egyptian
500	English
500	Estonian
500	Faeroese
500	Finnish
500	Flemish
500	French
500	Frisian
500	German
500	Greek
500	Gypsy
500	Icelandic
500	Irish
500	Italian
500	Japanese
500	Jewish
500	Karelian
500	Ladinian
500	Lappish
500	Latvian
500	Lithuanian
500	Luxembourg
500	Norwegian
500	Polish
500	Russian
500	Scottish
500	Slovakian
500	Slovene
500	Sorbian
500	Spanish
500	Swedish
500	Syrjanian
500	Tatar
500	Turkish
500	Ukrainian
500	Welsh
500	West Indies
500*	Bulgarian
500*	Polish
500*	Slovakian
501	Albanian
501	Algerian
501	Aramaic
501	Argentine
501	Armenian
501	Bolivian
501	Brazilian
501	Bulgarian
501	Byelorussian
501	Catalan
501	Croatian
501	Czech
501	Danish
501	English
501	Estonian
501	Faeroese
501	Finnish
501	French
501	Frisian
501	German
501	Greek
501	Irish
501	Italian
501	Karelian
501	Ladinian
501	Lappish
501	Latvian
501	Lithuanian
501	Livonian
501	Moroccan
501	Norwegian
501	Polish
501	Portuguese
501	Puerto Rican
501	Russian
501	Scottish
501	Slovakian
501	Spanish
501	Swedish
501	Swiss
501	Tatar
501	Turkish
501	US-American
501	Ukrainian
501	Uzbek
501	West Indies
502	Armenian
502	Austrian
502	Bulgarian
502	Chinese
502	Czech
502	Danish
502	Dutch
502	Estonian
502	Finnish
502	Flemish
502	French
502	Georgian
502	German
502	Greek
502	Gypsy
502	Hungarian
502	Icelandic
502	Iranian
502	Irish
502	Italian
502	Jewish
502	Karelian
502	Lappish
502	Latvian
502	Lithuanian
502	Livonian
502	Norwegian
502	Ossetian
502	Polish
502	Portuguese
502	Rumanian
502	Russian
502	Sorbian
502	Sri Lankan
502	Swedish
502	Swiss
502	Tatar
502	Ukrainian
502	Vogul/Mansi
502	Wepsian
502	West Indies
502	Yakut
503	Algerian
503	Basque
503	Bolivian
503	Brazilian
503	Bulgarian
503	Burmese
503	Catalan
503	Chilean
503	Chinese
503	Costa Rican
503	Czech
503	Dutch
503	English
503	Faeroese
503	Finnish
503	Flemish
503	French
503	Frisian
503	Greek
503	Gypsy
503	Hungarian
503	Indian
503	Iranian
503	Irish
503	Italian
503	Japanese
503	Jewish
503	Korean
503	Ladinian
503	Lappish
503	Latvian
503	Lebanese
503	Lithuanian
503	Mayan
503	Mexican
503	Mongolian
503	Moroccan
503	Panamanian
503	Polish
503	Portuguese
503	Saudi Arabian
503	Scottish
503	Slovene
503	Spanish
503	Swedish
503	Syrian
503	Turkish
503	US-American
503	Venezuelan
503	Walloon
503	West Indies
505	Albanian
505	Argentine
505	Armenian
505	Austrian
505	Basque
505	Bulgarian
505	Byelorussian
505	Cape Verdian
505	Catalan
505	Cheremis/Mari
505	Chilean
505	Chinese
505	Czech
505	Danish
505	Dutch
505	English
505	Eritrean
505	Estonian
505	Faeroese
505	Finnish
505	Flemish
505	French
505	Frisian
505	Georgian
505	German
505	Greek
505	Gypsy
505	Hungarian
505	Icelandic
505	Indian
505	Indonesian
505	Iraqi
505	Irish
505	Italian
505	Japanese
505	Jewish
505	Ladinian
505	Lappish
505	Latvian
505	Lebanese
505	Lithuanian
505	Macedonian
505	Maltese
505	Mayan
505	Mexican
505	Mongolian
505	Mordvinian
505	Namibian
505	North American Indian
505	Norwegian
505	Palestinian
505	Polish
505	Portuguese
505	Puerto Rican
505	Russian
505	Serbian
505	Slovakian
505	Slovene
505	Sorbian
505	South African
505	Spanish
505	Sri Lankan
505	Swedish
505	Swiss
505	Syrian
505	Tadzhik
505	Ukrainian
505	Walloon
505	West Indies
506*	Catalan
506*	Chilean
506*	Czech
506*	Irish
506*	Japanese
506*	Portuguese
506*	Spanish
507	Adygea
507	Argentine
507	Bulgarian
507	Byelorussian
507	Chinese
507	Czech
507	Danish
507	Egyptian
507	English
507	Finnish
507	French
507	Frisian
507	Georgian
507	German
507	Greek
507	Guatemalan
507	Gypsy
507	Hungarian
507	Indian
507	Iranian
507	Iraqi
507	Irish
507	Italian
507	Jewish
507	Lappish
507	Latvian
507	Lithuanian
507	Mayan
507	Mordvinian
507	Norwegian
507	Pakistani
507	Palestinian
507	Polish
507	Portuguese
507	Qatar
507	Rumanian
507	Russian
507	Saudi Arabian
507	Slovakian
507	Spanish
507	Sri Lankan
507	Sudanese
507	Swedish
507	Syrian
507	Tunisian
507	Turkish
507	US-American
507	Ukrainian
507	Wepsian
510	Algerian
510	Brazilian
510	Catalan
510	Chinese
510	Egyptian
510	Finnish
510	Flemish
510	Frisian
510	Indian
510	Iraqi
510	Irish
510	Italian
510	Japanese
510	Jewish
510	Kuwaiti
510	Laotian
510	Lebanese
510	Malagasy
510	Mayan
510	Mexican
510	Moroccan
510	Oman
510	Ossetian
510	Palestinian
510	Persian Gulf
510	Portuguese
510	Qatar
510	Sardinian
510	Saudi Arabian
510	South African
510	Spanish
510	Sudanese
510	Swedish
510	Syrjanian
510	Tunisian
510	Yakut
510	Yemenite
510A	Adygea
510A	Algerian
510A	Armenian
510A	Austrian
510A	Basque
510A	Bolivian
510A	Bulgarian
510A	Byelorussian
510A	Cameroon
510A	Catalan
510A	Chilean
510A	Chinese
510A	Cuban
510A	Czech
510A	Dominican
510A	Egyptian
510A	English
510A	Estonian
510A	Faeroese
510A	Finnish
510A	French
510A	Frisian
510A	Georgian
510A	German
510A	Greek
510A	Gypsy
510A	Indian
510A	Iranian
510A	Irish
510A	Italian
510A	Japanese
510A	Jewish
510A	Karelian
510A	Korean
510A	Ladinian
510A	Lappish
510A	Latvian
510A	Lebanese
510A	Lithuanian
510A	Livonian
510A	Mayan
510A	Mexican
510A	Mordvinian
510A	Moroccan
510A	Namibian
510A	Norwegian
510A	Palestinian
510A	Polish
510A	Portuguese
510A	Puerto Rican
510A	Rumanian
510A	Russian
510A	Sardinian
510A	Scottish
510A	Slovakian
510A	Slovene
510A	Sorbian
510A	South African
510A	Spanish
510A	Sudanese
510A	Swedish
510A	Swiss
510A	Syrjanian
510A	Turkish
510A	US-American
510A	Ukrainian
510A	Uzbek
510A	Wepsian
510A	Wotian
510A	Yakut
510B	Adygea
510B	African American
510B	Algerian
510B	Aramaic
510B	Argentine
510B	Armenian
510B	Basque
510B	Bolivian
510B	Brazilian
510B	Bulgarian
510B	Byelorussian
510B	Catalan
510B	Chilean
510B	Chinese
510B	Cuban
510B	Czech
510B	Danish
510B	Dominican
510B	Egyptian
510B	English
510B	Finnish
510B	French
510B	Georgian
510B	German
510B	Greek
510B	Gypsy
510B	Hungarian
510B	Indian
510B	Iranian
510B	Irish
510B	Italian
510B	Japanese
510B	Jewish
510B	Karelian
510B	Kuwaiti
510B	Ladinian
510B	Latvian
510B	Lithuanian
510B	Livonian
510B	Maltese
510B	Mayan
510B	Mexican
510B	Mordvinian
510B	Moroccan
510B	Norwegian
510B	Palestinian
510B	Polish
510B	Portuguese
510B	Puerto Rican
510B	Qatar
510B	Russian
510B	Sardinian
510B	Slovakian
510B	Sorbian
510B	Spanish
510B	Sudanese
510B	Swedish
510B	Syrian
510B	Turkish
510B	US-American
510B	Wepsian
510B	Wotian
510B*	Bulgarian
510B*	French
510B*	Jewish
510B*	Moroccan
510B*	Portuguese
510B*	Russian
510B*	Turkish
511	Adygea
511	Algerian
511	Austrian
511	Brazilian
511	Bulgarian
511	Burmese
511	Byelorussian
511	Catalan
511	Chinese
511	Chuvash
511	Cuban
511	Dutch
511	Egyptian
511	English
511	Estonian
511	Faeroese
511	Finnish
511	French
511	Frisian
511	Georgian
511	German
511	Greek
511	Gypsy
511	Hungarian
511	Icelandic
511	Indian
511	Iraqi
511	Irish
511	Italian
511	Japanese
511	Jewish
511	Jordanian
511	Kalmyk
511	Kuwaiti
511	Latvian
511	Lebanese
511	Lithuanian
511	Livonian
511	Maltese
511	Mexican
511	Mordvinian
511	Moroccan
511	Namibian
511	Norwegian
511	Pakistani
511	Palestinian
511	Polish
511	Portuguese
511	Qatar
511	Russian
511	Sardinian
511	Saudi Arabian
511	Slovakian
511	Sorbian
511	South African
511	Spanish
511	Sri Lankan
511	Sudanese
511	Swedish
511	Tunisian
511	Ukrainian
511	Wepsian
511	West Indies
511	Yakut
513	Algerian
513	Armenian
513	Brazilian
513	Central African
513	Chinese
513	Czech
513	Egyptian
513	Faeroese
513	Flemish
513	Frisian
513	Ghanaian
513	Gypsy
513	Iraqi
513	Italian
513	Japanese
513	Jewish
513	Lappish
513	Malagasy
513	Mongolian
513	Moroccan
513	Norwegian
513	Ossetian
513	Persian Gulf
513	Polish
513	Portuguese
513	Qatar
513	Syrian
513A	Adygea
513A	African American
513A	Albanian
513A	Argentine
513A	Austrian
513A	Basque
513A	Bulgarian
513A	Burmese
513A	Buryat
513A	Byelorussian
513A	Cape Verdian
513A	Catalan
513A	Cheremis/Mari
513A	Chilean
513A	Congolese
513A	Croatian
513A	Czech
513A	Dominican
513A	Dutch
513A	English
513A	Estonian
513A	Finnish
513A	Flemish
513A	French
513A	Frisian
513A	Georgian
513A	German
513A	Greek
513A	Gypsy
513A	Hungarian
513A	Indian
513A	Iranian
513A	Irish
513A	Italian
513A	Karelian
513A	Korean
513A	Latvian
513A	Lithuanian
513A	Livonian
513A	Macedonian
513A	Malagasy
513A	Mayan
513A	Mexican
513A	Mongolian
513A	Mordvinian
513A	Namibian
513A	Nepalese
513A	North American Indian
513A	Puerto Rican
513A	Rumanian
513A	Russian
513A	Serbian
513A	Slovakian
513A	Slovene
513A	Sorbian
513A	South African
513A	Spanish
513A	Sudanese
513A	Swedish
513A	Turkish
513A	Tuva
513A	US-American
513A	Ukrainian
513A	Uzbek
513A	Walloon
513A	Wepsian
513A	West Indies
513A	Yakut
513B	African American
513B	Armenian
513B	Austrian
513B	Bosnian
513B	Bulgarian
513B	Byelorussian
513B	Cape Verdian
513B	Catalan
513B	Chinese
513B	Czech
513B	Danish
513B	English
513B	Estonian
513B	Filipino
513B	Finnish
513B	Flemish
513B	French
513B	Frisian
513B	German
513B	Greek
513B	Guatemalan
513B	Gypsy
513B	Indian
513B	Irish
513B	Italian
513B	Jewish
513B	Karelian
513B	Lappish
513B	Latvian
513B	Lithuanian
513B	Maltese
513B	Norwegian
513B	Panamanian
513B	Russian
513B	Sardinian
513B	Scottish
513B	Serbian
513B	Sorbian
513B	Spanish
513B	Swedish
513B	US-American
513B	Ukrainian
513B	West Indies
514	Abkhaz
514	Adygea
514	Albanian
514	Armenian
514	Austrian
514	Bosnian
514	Bulgarian
514	Buryat
514	Byelorussian
514	Cape Verdian
514	Central African
514	Chilean
514	Croatian
514	Dagestan
514	Danish
514	Finnish
514	French
514	Georgian
514	German
514	Greek
514	Gypsy
514	Hungarian
514	Indian
514	Iranian
514	Irish
514	Italian
514	Kara-Kalpak
514	Latvian
514	Lithuanian
514	Macedonian
514	Malaysian
514	Mongolian
514	Norwegian
514	Ossetian
514	Polish
514	Portuguese
514	Rumanian
514	Scottish
514	Serbian
514	Spanish
514	Turkish
514	Walloon
514	West Indies
514**	Albanian
514**	Basque
514**	Brazilian
514**	Catalan
514**	Chilean
514**	Greek
514**	Italian
514**	Jewish
514**	Libyan
514**	Moroccan
514**	Portuguese
514**	Spanish
514**	Syrian
514**	Tunisian
514**	Yemenite
515	Flemish
515	Livonian
515	Swedish
516	Adygea
516	Albanian
516	Algerian
516	Argentine
516	Armenian
516	Austrian
516	Brazilian
516	Bulgarian
516	Catalan
516	Chilean
516	Chinese
516	Czech
516	Dominican
516	Egyptian
516	Estonian
516	Finnish
516	Flemish
516	French
516	Frisian
516	German
516	Greek
516	Gypsy
516	Hungarian
516	Indian
516	Irish
516	Italian
516	Jewish
516	Kuwaiti
516	Ladinian
516	Laotian
516	Lappish
516	Latvian
516	Lebanese
516	Libyan
516	Lithuanian
516	Livonian
516	Mexican
516	Persian Gulf
516	Polish
516	Portuguese
516	Puerto Rican
516	Qatar
516	Rumanian
516	Russian
516	Saudi Arabian
516	Slovakian
516	Spanish
516	Swedish
516	Syrian
516	Turkish
516	US-American
516	Ukrainian
516	West Indies
516	Yakut
516C	Algerian
516C	Basque
516C	Catalan
516C	Czech
516C	Egyptian
516C	French
516C	German
516C	Gypsy
516C	Hungarian
516C	Italian
516C	Kuwaiti
516C	Ladinian
516C	Lebanese
516C	Moroccan
516C	Oman
516C	Palestinian
516C	Persian Gulf
516C	Portuguese
516C	Qatar
516C	Slovakian
516C	Spanish
517	Altaic
517	Basque
517	Catalan
517	Chilean
517	Croatian
517	Czech
517	Danish
517	Dominican
517	Ecuadorian
517	Egyptian
517	Estonian
517	Finnish
517	French
517	German
517	Gypsy
517	Hungarian
517	Icelandic
517	Irish
517	Italian
517	Jewish
517	Korean
517	Mayan
517	Mexican
517	Moroccan
517	Palestinian
517	Scottish
517	Slovakian
517	Spanish
517	Swedish
517	Turkish
517	Tuva
518	Adygea
518	Bulgarian
518	Cape Verdian
518	Catalan
518	Cheremis/Mari
518	Chinese
518	Czech
518	Egyptian
518	Estonian
518	Faeroese
518	Finnish
518	French
518	Georgian
518	German
518	Greek
518	Gypsy
518	Hungarian
518	Indian
518	Iraqi
518	Italian
518	Jewish
518	Korean
518	Lappish
518	Latvian
518	Livonian
518	Maltese
518	Mongolian
518	Mordvinian
518	Moroccan
518	Ossetian
518	Palestinian
518	Polish
518	Puerto Rican
518	Russian
518	Slovakian
518	Sudanese
518	Swedish
518	Syrian
518	Turkish
518	Wepsian
518	Yakut
518	Yemenite
519	Adygea
519	Algerian
519	Aramaic
519	Armenian
519	Burmese
519	Buryat
519	Byelorussian
519	Cheremis/Mari
519	Chinese
519	Croatian
519	Czech
519	Egyptian
519	Estonian
519	Finnish
519	French
519	Frisian
519	Ghanaian
519	Greek
519	Gypsy
519	Hungarian
519	Iraqi
519	Jewish
519	Kalmyk
519	Latvian
519	Lithuanian
519	Moroccan
519	Ossetian
519	Palestinian
519	Polish
519	Russian
519	Sudanese
519	Swedish
519	Tatar
519	Turkish
519	Ukrainian
519	Uzbek
519	Wepsian
519	Yakut
519	Yemenite
530	Adygea
530	Albanian
530	Algerian
530	Armenian
530	Austrian
530	Bulgarian
530	Burmese
530	Buryat
530	Byelorussian
530	Catalan
530	Cheremis/Mari
530	Croatian
530	Cuban
530	Czech
530	Danish
530	Dutch
530	Egyptian
530	English
530	Eskimo
530	Estonian
530	Faeroese
530	Finnish
530	Flemish
530	French
530	Frisian
530	Georgian
530	German
530	Greek
530	Gypsy
530	Hungarian
530	Indian
530	Iranian
530	Iraqi
530	Irish
530	Italian
530	Jewish
530	Karelian
530	Kurdish
530	Ladinian
530	Lappish
530	Latvian
530	Lithuanian
530	Livonian
530	Macedonian
530	Mayan
530	Mexican
530	Mordvinian
530	Moroccan
530	Norwegian
530	Pakistani
530	Palestinian
530	Persian Gulf
530	Polish
530	Portuguese
530	Rumanian
530	Russian
530	Serbian
530	Slovakian
530	Slovene
530	Sorbian
530	Spanish
530	Swedish
530	Syrian
530	Syrjanian
530	Tatar
530	Turkish
530	US-American
530	Ukrainian
530	Wotian
530	Yakut
530A	Adygea
530A	Armenian
530A	Byelorussian
530A	Cheremis/Mari
530A	Chuvash
530A	Czech
530A	Estonian
530A	Finnish
530A	Georgian
530A	Gypsy
530A	Hungarian
530A	Karelian
530A	Latvian
530A	Lithuanian
530A	Mordvinian
530A	Ossetian
530A	Russian
530A	Slovakian
530A	Syrjanian
530A	Wepsian
531	Adygea
531	Algerian
531	Armenian
531	Austrian
531	Bolivian
531	Bosnian
531	Bulgarian
531	Byelorussian
531	Catalan
531	Cheremis/Mari
531	Chilean
531	Chinese
531	Chuvash
531	Croatian
531	Czech
531	Danish
531	Egyptian
531	Estonian
531	Faeroese
531	Finnish
531	French
531	Georgian
531	German
531	Greek
531	Gypsy
531	Hungarian
531	Icelandic
531	Indian
531	Iranian
531	Iraqi
531	Irish
531	Italian
531	Jewish
531	Karelian
531	Kuwaiti
531	Lappish
531	Latvian
531	Lebanese
531	Livonian
531	Macedonian
531	Malagasy
531	Maltese
531	Mayan
531	Mexican
531	Mongolian
531	Mordvinian
531	Moroccan
531	Namibian
531	Norwegian
531	Oman
531	Pakistani
531	Palestinian
531	Polish
531	Portuguese
531	Puerto Rican
