A521.	Culture hero as dupe or trickster.
N7.	A rat (mouse) helps one to win the games. The hero takes a cat with him.
K265.	The fee used up before the main question is reached. A man with an unsolved question seeks the help of a wit. The latter refuses to answer unless paid. He takes small fees for each easy question lead- ing up to the principal question. Before reaching that point the fee is exhausted, and the question remains unanswered. Wesselski Hodscha Nasreddin I 214 No. 39.
K266.	New bags for old! Recovery of the old bag (containing money or having magic power) which the stupid wife has given away. The hus- band exchanges a new bag for it. *Wesselski Hodscha Nasreddin II 201 No. 393; Chauvin V 64 n. 1.
D871.1.	Magic object exchanged for worthless. Foolish brother (wife) exchanges old object for new.
K275.	Counting out pay. Hole in the hat and hat over a pit. *Type 1130; *BP III 421; Lithuanian: Balys Legends No. 752.
K219.3.	God cheats the devil of his promised soul. The devil is to fill a cask full of money. God knocks the bottom out of the cask.
K278.	Dupe denied food until hands are clean. Grass burned around food makes continued washings unavailing. Africa (Zezuru): Posselt   ## p. 265 (#269) ############################################  K. Deceptions 265 Fables of the Veld (London, 1929) 110 (Northern Rhodesia): Worthing- ton The Little Wise One (London, 1930) 25ff., (Nyanja): Rattray Some Folk-Lore Stories ... in Chinyanja (London, 1907) 145f. No. 22, (Nam- wanga): Dewar Chinamwanga Stories (Livingstonia, 1900) 47, (Fang): Anthropos XXVIII 292 No. 7, (Bulu): Krug JAFL XXV 114, (Mossi, Nioniossee, Samo, Yarse, Silmi-Mossi, Fulah): Tauxier Le Noir du Yatenga (Paris, 1917) 458f. No. 59.
H1023.6.	Task: washing black wool (cloth, cattle) white.
J511.1.	Negro tries in vain to be washed white.
K282.	Trickster sells what is not his to sell.
K282.1.	Man contracts for load of hay on the road (without making any payment), orders the seller to deliver it at a certain inn. He then goes to the inn, sells the hay to the innkeeper, and pockets the money. The owner of the hay delivers it at the inn, tries to collect at the inn; the trickster absconds. England: Baughman.
K283.	Trickster persuades girl to reveal hidden gold by promising to make it into ornaments. India: Thompson-Balys.
K285.	To keep first thing touched. Wealth (or woman) is on platform. First thing touched is ladder leading up. India: *Thompson-Balys.
K2310.	Deception by equivocation.
N2.5.	Whole kingdom (all property) as wager.
K286.	Reduced prices but false weights. India: Thompson-Balys.
K287.	Watered milk sold. India: Thompson-Balys. K300-
K499.	Thefts and cheats.
K300.	Thefts and cheats-general. *Bloomfield Am. J. of Philology XLIV 97ff., 193ff., XLVII 205 ff.; *Penzer II 183ff.; *Chauvin VII 134 No. 403 n. 1; Fb "røver".
A153.1.	Theft of ambrosia.
A1415.	Theft of fire.
D655.	Transformation to receive food.
D655.2.	Witch transforms self to hare so as to suck COWS.
D838.	Magic object acquired by stealing.
D861.	Magic object stolen.
D1605.1.	Magic thieving pot.
D1605.2.	Magic bag sucks milk from COWS.
D2087.	Theft by magic.
H331.13.	Suitor contest: cheating.
J2091.	Thief warned what not to steal.
J2318.	Numskull convinced that he is a thief.
J2326.	The student from paradise.
J2355.1.	Fool loses magic objects by talking about them.
K1916.	Robber bridegroom.
P475.	Robber.
K300.1.	Stolen cows cause a war. India: Thompson-Balys.
K301.	Master thief. Man undertakes to steal various closely guarded things. Succeeds by cleverness. *Type 1525; *BP III 379; *Fb "stjæle" III 575b; *Pauli (ed. Bolte) No. 850; Werner Zs. f. Vksk. XXXIX 71ff.; Wesselski Theorie 17f. Irish myth: *Cross; Icelandic: *Boberg; French Canadian: Sister Marie Ursule; Missouri French: Carrière; Italian Novella: *Rotunda; Italian: Basile Pentamerone V No. 7; Greek: *Frazer Pausanias IV 192; India: *Thompson-Balys; Japanese: Ikeda; Indonesia: DeVries Volksverhalen II 385 No. 157; Philippine: Fansler MAFLS XII 71f.; Hawaii: Beckwith Myth 349-51, 446f.; Africa: Weeks Jungle 43, (Duala): Lederbogen JAS IV 65, (Came- roon): Lederbogen 129f. -
F660.1.	Brothers acquire extraordinary skill. Return home and are tested.
H961.	Tasks performed by cleverness.
H1151.	Theft as a task.
K331.2.1.	Master thief puts watchers to sleep and cuts off their hair.
K335.1.3.	Robbers frightened from goods by man's outery.
M56.	Judg- ment: thief to be pardoned if he can steal king's treasure without being caught.
Q91.1.	Princess given in marriage to clever thief.   ## p. 266 (#270) ############################################  266 Motif-Index of Folk-Literature
K301.1.	Youth learns robbery as a trade: boasts of it. *Type 1525; BP III 379ff.; Missouri French: Carrière; India: *Thompson-Balys.
P475.	Robbers.
K301.2.	Family of thieves. India: *Thompson-Balys.
K302.	Female master thief. *BP III 36; Chauvin V 245 No. 147; Japanese: Ikeda.
K302.1.	Courtesan runs away with men's goods. (Cf.
K306.3.	) Buddhist myth: Malalasekera II 350f.
K304.	Nations of thieves. Jewish: Neuman.
K305.	Contest in stealing. India: *Thompson-Balys.
H500.	Test of cleverness or ability.
H1151.	Theft as a task.
K305.1.	Thieving contest: first steals eggs from under bird; second meantime steals first's breeches. BP III 393 n. 1.
F660.	Remarkable skill.
H1151.12.	Task: stealing eggs from under bird.
K305.2.	Friends enter into stealing contest. Steal from each other. (Cf.
K306.	) Italian Novella: Rotunda.
K305.3.	Youths execute a series of clever thefts. Italian Novella: Rotunda.
K306.	Thieves steal from each other. (Cf.
K305.2.	) India: *Thompson- Balys; Hawaii: Beckwith Myth 446.
K306.1.	The stolen and restolen ham. Two thieves steal a ham from a former companion who has married, have it stolen back, and resteal it. (Cf.
K341.7.	1,
K362.4.	) *Gering Islendzk Æventyri (Halle, 1883) II 210ff.; *DeVries Tijdschrift voor Nederlandsche Taal- en Letterkunde XLV 213ff.
J1516.	Rogues exchange objects and cheat each other.
L142.1.	Pupil surpasses thieves in stealing.
K306.2.	Highjacking. Thief robbed of his booty. Scotch: Campbell- McKay No. 27.
K306.3.	Man is robbed of gold chain while with prostitute. He swallows her string of pearls in revenge. (Cf.
K302.1.	) Italian Novella: Rotunda.
K341.14.	Thief steals belongings of wife's paramour.
K1213.2.	Prostitute frightens lover with cries of "Thief!"
K1839.5.	Friar disguises as soldier and steals from concubine.
K306.4.	Blind man steals from neighbor who in turn steals from him. Italian Novella: Rotunda.
K333.	Theft from blind person.
K307.	Thieves betray each other. *BP III 393.
K307.1.	One thief hides in money bag; other carries it off. India: Thompson-Balys.
G561.	Ogre tricked into carrying his prisoners home in bag on his own back.
K1892.1.	Trickster hides in bag in order to be carried. His father imitates and is beaten..
K307.2.	One thief entrusted with other thieves' money cheats them. India: Thompson-Balys.
K308.	Youngest brother surpasses elder as thief. Type 1525*; Christian- sen Norske Eventyr 140 No. 1654.
L10.	Victorious youngest son.   ## p. 267 (#271) ############################################  K. Deceptions 267 K310-
K439.	THEFTS
K310.	Means of entering house or treasury.
K311.	Thief in disguise. French Canadian: Barbeau JAFL XXIX 23; Missouri French: Carrière; India: Thompson-Balys.
K1621.	Tiger in sheep's clothing stolen by sheep-thief.
K1810.	Decep- tion by disguise.
K311.0.1.	Thief dressed half white, half black. His father's corpse is guarded by twenty knights in black and twenty in white. By dis- guising he steals back the corpse. *Type 950; *BP III 395; *Köhler- Bolte I 200; Italian Novella: *Rotunda.
K311.1.	Thief disguised as corpse. In the shroud of the supposed dead man is hidden another robber. *Type 966*; India: Thompson-Balys.
J1149.7.	Thief posing as corpse is detected by pricking the soles of his feet.
K341.2.	Thief shams death and steals.
K1866.	Trickster feigns death and eats the ripe fruit from the tree.
K1867.	Trickster shams death and eats grave offerings.
K311.1.1.	Sham dead man brought in sack by confederate. Is killed by his intended victim. Italian Novella: Rotunda.
K311.2.	Thief disguised as angel. Breton: Sébillot Incidents s.v. "ange”.
K311.3.	Thief disguises voice and is allowed access to goods (children). Type 123, BP I 37ff.; Africa (Kaffir): Theal 118, (Zulu): Callaway 144, (Basuto): Jacottet 62ff.; American Negro (Georgia): Harris Nights 236ff. Nos. 40, 42, 43; Jamaica: Beckwith MAFLS XVII 116 No. 91.
F556.2.	Voice changed by work of silversmith (goldsmith).
K756.	Cap- ture by imitation of animal's voice.
K1832.	Disguise by changing voice.
K311.4.	Thief becomes monk in order to rob monastery. Italian Novella: Rotunda.
K1961.1.	Sham churchman.
K311.4.1.	Thief disguised as yogi. India: Thompson-Balys.
K311.5.	Thief disguised as demon. Italian Novella: Rotunda.
K335.0.12.	Owner frightened away by thief disguised as devil.
K311.6.	Thief takes form of animal. Italian Novella: Rotunda.
K311.6.1.	Robber disguised as bear is killed. Italian Novella: *Rotunda.
K311.6.2.	Man allows himself to be carried off by monkeys, who mistake him for cow: steals their magic cups. Chinese: Graham.
K311.6.3.	Thief disguised as parrot. India: Thompson-Balys.
K311.6.4.	Magician transforms self into crocodile to steal. Africa (Luba): DeClerq ZsKS IV 204.
K311.6.5.	Thief disguised as pig. French Canadian: Sister Marie Ursule.
K311.7.	Thieves disguised as interior decorators. Steal hangings in palace. Italian Novella: Rotunda.
K311.8.	Theft by disguise as son of owner. India: Thompson-Balys.
D882.4.	Stolen magic object stolen back by man in disguise.
K311.8.1.	Thief disguised as owner's wife. Cheremis: Sebeok-Nyerges.
K311.8.2.	Thief in disguise as long lost son-in-law. India: Thompson- Balys.   ## p. 268 (#272) ############################################  268 Motif-Index of Folk-Literature
K311.8.3.	Thief pretends to be girl's bridegroom and calls for her. India: *Thompson-Balys.
K311.8.4.	Thief in clothes of owner. India: Thompson-Balys.
K311.8.5.	Theft by disguise as owner's grandmother. India: Thompson- Balys.
K311.9.	Thieves disguised as fine gentlemen steal provost's purse. Are admitted to court without question. Nouvelles Récréations No. 80.
K311.10.	Theft by disguising as palace official. India: Thompson-Balys.
K311.11.	Thieves disguised as musicians. French Canadian: Sister Marie Ursule.
K311.12.	Thief disguised as menial. India: *Thompson-Balys.
K311.12.1.	Thief disguised as owner's cook. Cheremis: Sebeok-Nyerges.
K311.12.2.	Theft by disguise as woman servant. India: Thompson-Balys.
K311.13.	Theft by disguise as barber. India: Thompson-Balys.
K311.14.	Theft by disguise as merchant (or peddler). India: Thompson- Balys.
K311.15.	Thief in disguise as god. India: Thompson-Balys.
K311.16.	Thief disguised as girl. India: *Thompson-Balys.
K1836.	Disguise of man in woman's dress.
K311.16.1.	Thief disguised as old woman. India: Thompson-Balys.
K311.16.2.	Thief in the clothes of robbed bride kills bridegroom. Ice- landic: Boberg.
K419.2.	Thief avoids detection by disguising as a woman.
K311.17.	Thief disguised as beggar. India: Thompson-Balys.
K312.	Thieves hidden in oil casks. In one cask is oil; in the others the robbers are hidden. The girl kills them. *Type 954; *Penzer I 133 n. 1; *Fb "kiste" II 134; Chauvin V 83 n. 3; *Basset 1001 Contes Il 302; *Wesselski Archiv Orientální II 432; Missouri French: Carrière; Africa (Ekoi): Talbot 391.
K1600.	Deceiver falls into own trap.
K1892.	Deception by hiding.
K312.1.	Thief hidden in cage that is carried into house. India: Thomp- son-Balys.
K312.2.	Entry by master thief into closely guarded city in wood- gatherer's basket. India: Thompson-Balys.
K314.	Trickster feigns being pursued by drunken husband to obtain entrance. Italian Novella: Rotunda.
K315.	Thief enters treasury through secret passage.
K315.0.1.	Underground passage gives entrance to closed chamber. Italian: Basile Pentamerone I No. 2; Jewish: Neuman; India: *Thomp- son-Balys.
K1344.	Tunnel entrance to guarded maiden's chamber.
K315.1.	Thief enters treasury through passage made by him as archi- tect of the building. *Type 950; *BP III 394; Köhler-Bolte I 200;   ## p. 269 (#273) ############################################  K. Deceptions 269 *Chauvin VIII 186; **Huet RTP XXXIII 1, 109, 253; *Frazer Pausanias V 176ff.; Penzer V 245, *X 285; Italian Novella: *Rotunda.
K315.2.	Thief bores hole in house wall, then introduces blackened pot as a feeler. India: *Thompson-Balys.
K315.3.	Thieves enter palace through hole in wall and abduct new bride. India: Thompson-Balys.
K316.	Theft through chimney.
K316.1.	Theft from giant by fishing through chimney. Type 328; Chris- tiansen Norske Eventyr 45.
K317.	Thief copies key by making wax impression. Swiss: Jegerlehner Oberwallis 312 No. 68; India: Thompson-Balys.
K317.1.	Thief enters by burning off locks. Italian Novella: Rotunda.
K317.2.	Entrance into wine cellar by removing lock during absence of mother. Pierre Faifeu No. 7.
K318.	Watchdog enticed away. Trickster brings rabbit under his coat. When the king's watchdog gives chase the trickster enters and robs. DeVries FFC LXXIII 208f.
J1908.1.	The cat and the candle. A man has a cat trained to hold up lighted candles on its head. The king has a mouse let loose. The cat drops the candle and chases the mouse.
K321.	Thief learns location of dupe's food supply by strewing ashes. Fills the dupe's bag with ashes and cuts a hole in the bag. Africa (Benga): Nassau 155, 204 Nos. 19, 32, (Ekoi): Talbot 57, 62, (Gold Coast): Barker and Sinclair 51 No. 6, 83 No. 13; Jamaica: *Beckwith MAFLS XVII 248 No. 24; American Negro (Georgia): Harris Friends 12ff. No. 2.
K323.	
J1146.	Detection by strewing ashes.
K401.1.1.	Trail of stolen goods made to lead to dupe.
R135.	Abandoned children find way back by clue (bread-crumb, grain, pebble, etc.).
R267.	Fugitives trailed by mustard seeds dropped from bag.
K321.1.	Girl made to carry shell from which ashes fall: she is thus followed. India: Thompson-Balys.
K322.	Theft of gold hoard by spying on secret hiding place. India: Thompson-Balys. Thief pretends to return grass that has stuck to his clothes to ground where it belongs. India: Thompson-Balys; Chinese: Graham.
K324.	Theft by use of coat of invisibility. (Cf.
D1361.12.	) Chinese: Graham.
K325.	Thief feigns illness to be taken in victim's house. (Cf.
K341.2.2.1.	) Ransacks it while "recovering." Italian Novella: Rotunda.
K330.	Means of hoodwinking the guardian or owner.
B325.1.	Animal bribed with food.
D861.6.	Magic object stolen in card game.
F351.1.	Theft of money from fairies by joining unperceived in their game of money-throwing.
F352.1.	Theft of cup (drinking horn) from fairies when they offer mortal drink.
J1392.2.	Robbers com- miserated. A buffoon says to robbers in his house, "You can't find any- thing here in the dark, for I can find nothing in broad daylight."
J2223.	The thief as discoverer. The fool lies still as the thief enters the house, hoping that the thief may find something so that he can take it back from the thief.
K16.2.	Diving match: trickster eats food while dupe is under water.
K476.2.	False articles used to produce credit.
K1983.	Trickster poses as helper and eats women's stored provisions.   ## p. 270 (#274) ############################################  270 Motif-Index of Folk-Literature
K330.1.	Man gulled into giving up his clothes. N. A. Indian: *Thompson Tales 332 n. 199 (occurs in most versions).
K331.	Goods stolen while owner sleeps. Missouri French: Carrière; India: Thompson-Balys; Hawaii: Beckwith Myth 350; Cook Islands: Beckwith Myth 270; West Indies: Flowers 503.
J2173.1.	Sleeping trickster's feast stolen.
K483.	Color of devil's cows changed while he sleeps so that he does not know them.
K834.1.	Dupe tricked into sleeping killed.
K331.1.	Sleeping with open eyes. The man claims to sleep thus and beguiles the ogre into sleeping, so as to rob him. Type 1140*; Russian: Andrejev No. 1140.
K1868.	Deception by pretending sleep.
K331.2.	Owner put to sleep and goods stolen. Magic or drugs. Dickson 63, 67 n. 13, 68 n. 15; Irish myth: Cross; Welsh: MacCulloch Celtic 107; Finnish: Kalevala rune 42; India: *Thompson-Balys; Tuamotu: Stimson MS (z-G. 3/1142).
D1960.	Magic sleep.
D1964.3.	Magic sleep induced by abduction.
K776.1.1.	Fortress captured as harper puts garrison to sleep with music while besiegers place fingers in ears.
K331.2.1.	Master thief puts watchers to sleep and cuts off their hair. (Cf.
K301.	) *Fischer and Bolte 215; India: Thompson-Balys.
K331.2.1.1.	Theft after putting owner to sleep by lousing her. India: Thompson-Balys.
K611.1.	Escape by pretended lousing.
K874.	Deception by pretended lousing.
K331.2.1.2.	Master thief puts guards to sleep and steals meat. Italian Novella: Rotunda.
K331.2.2.	Guards fatigued by trickster so that they sleep while goods are stolen. Africa (Kaffir): Theal 179.
K331.3.	Worthless object (animal) substituted for valuable while owner sleeps. India: *Thompson-Balys; Africa (Hottentot): Held 21ff.
D861.	Magic object stolen.
D871.1.	Magic object exchanged for worth- less.
K331.4.	Mouse's tail in mouth of sleeping owner causes him to cough up magic object. India: Thompson-Balys; Africa (Kordofan): Fro- benius Atlantis IV 134ff. No. 13.
K431.	Mouse's tail in mouth of sleeping thief causes him to cough up swallowed magic ring.
K331.5.	Trickster steals magic doll while owner is asleep. Italian No- vella: *Rotunda.
K331.6.	The foolishly concealed money. A man hangs a bag of money in the top of a high tree. Servant sleeping with him steals it. Lithua- nian: Balys Index No. 1858*.
K331.7.	Thief lies down in the space between the king's and the queen's bed and steals jewelry from both. India: Thompson-Balys.
K332.	Theft by making owner drunk. *Type 1525A; BP III 379ff.; Pauli (ed. Bolte) No. 850; Irish myth: Cross; India: *Thompson-Balys; Jap- anese: Ikeda; Africa (Ekoi): Talbot 297.
K611.	Escape by putting captor off guard.
K872.	Judith and Holofernes: girl from enemy camp chosen to sleep with intoxicated general kills him in bed. •   ## p. 271 (#275) ############################################  K. Deceptions 271
K332.1.	Theft by giving narcotic to guardian of goods. India: Thompson- Balys; Buddhist myth: Malalasekera II 225.
K333.	Theft from blind person. India: *Thompson-Balys; Oceanic (New Zealand, Tahiti, Mangaia, Hawaii, Melanesia, Micronesia, Indonesia): Dixon 46, 59, 65; Maori: Clark 160; Hawaii: Beckwith Myth 230; Tuamotu: Stimson MS (T-G. 3/931).
K306.4.	Blind man steals from neighbor who in turn steals from him.
K1081.	Blind man duped into fighting.
K1081.5.	Trickster steals blind man's money.
K1667.1.	Blind man gets back stolen treasure by making thief expect a larger one.
N455.1.	Overheard boast about hidden money brings about robbery.
K333.1.	Blind Dupe. A blind man's arrow is aimed for him by his mother (or wife) who deceives him into thinking that he has missed his aim. She eats the slain game herself. Cheremis: Sebeok-Nyerges; Eskimo (Greenland): Rasmussen III 78, 202; N. A. Indian: *Thompson Tales 354 n. 278.
K863.	Shooting game: blind man's arrow aimed. It kills his friend.
K333.2.	Theft from three old women who have but a single eye among them. The hero seizes their eye. *BP IV 112 n. 5; *Frazer Apollodo- rus I 155 n. 4.
F512.1.2.	Three women have but one eye among them. Pass it around.
K333.3.	Buzzard steals coyote's eyes, while he is throwing them up in the air. N. A. Indian (Klikitat): Jacobs U Wash II 36.
J2423.	Eye juggler.
K333.4.	Blind beggar overheard telling that his money is kept in a stick. Thief exchanges sticks. India: Thompson-Balys.
J1161.4.	Money in the stick.
N521.	Money left in stick.
N521.	Treasure left in stick. It accidentally falls apart.
K333.5.	Theft by blinding with pepper. S. A. Indian (Toba): Métraux 125. -
K334.	Owner gives up goods through flattery. India: Thompson-Balys.
K334.1.	The raven with cheese in his mouth. The fox flatters him into singing, so that he drops the cheese. *Type 57; *Basset RTP VI 244 n. 4; Crane Vitry 172 No. 91; Wienert FFC LVI 52 (ET 121), 97 (ST 115); Halm Aesop 204; *Chauvin III 76 No. 49; Jacobs Aesop 202 No. 8; *Krappe Bulletin Hispanique XXXIX 17 No. 11. Spanish Exempla: Keller; India: Thompson-Balys; Korean: Zong in-Sob 29 No. 12.
K561.	Escape by persuading captor to talk.
K334.2.	Goat induces the camel to talk and meanwhile eats all the food. India: Thompson-Balys.
K335.	Thief frightens owner from goods. Type 1166**; India: *Thomp- son-Balys; Chinese: Graham; N. A. Indian: *Thompson Tales 303 n. 109b; Africa (Ibo, Nigeria): Basden 278, (Gold Coast): Barker and Sinclair 52 No. 6, (Wakweli): Bender 63; American Negro (Georgia): Harris Remus 98 No. 20, Nights 61 No. 12.
F351.2.	Theft of money from fairies by frightening them away from it.
K152.	Thief masked as devil bought off by frightened owner.
K439.4.	Thief leaves food untouched when owner pretends to be poisoned by it.
K1213.2.	Prostitute frightens paramour with cries of "thief!"
K1271.1.4.2.	Man hidden in roof (or elsewhere) sees girl and lover.
K2300.	Deception by frightening.
K335.0.1.	Owner frightened from goods by report of approaching enemy. *Type 328; BP III 83f.; India: *Thompson-Balys.   ## p. 272 (#276) ############################################  272 Motif-Index of Folk-Literature
K335.0.2.	Owners frightened away from goods by report of deadly epidemic. Poor parson thus rids himself of unwelcome guests; they leave food they have brought. *Wesselski Arlotto II 217 No. 81.
J1510.	The cheater cheated.
J1563.	Treatment of difficult guests.
K1600.	Deceiver falls into own trap.
K335.0.2.1.	Thieves steal pig and make it impersonate person with plague. Owner and family flee. Italian Novella: Rotunda.
K335.0.3.	Trickster quarrels with owner of goods, feigns death, and frightens owner away. Jamaica: Beckwith MAFLS XVII 255 No. 35.
K335.0.4.	Owner frightened away from goods by a bluff. India: *Thomp- son-Balys.
K335.0.4.1.	Dupe, made to believe that trickster becomes a wolf when he yawns three times, flees and leaves his clothes behind him. *Wesselski Gonnella 103 No. 5; Italian Novella: Rotunda.
K335.0.4.2.	Porcupine, made to believe that rabbit's ears are horns, flees and leaves food behind. Africa (Nuba): McDiarmid Sudan Notes and Records X 229f.
J1770.	Objects with mistaken identity.
K1711.	Ogre made to believe small hero is large: overawed.
K335.0.5.	Owner frightened from goods by apparitions of the dead. (Cf.
K335.1.2.	)
K335.0.5.1.	Thief places candles on crabs (bugs). When they are turned loose in the churchyard the parson and the sexton think that they are the souls of the dead. Meanwhile the thief steals from them. *Type 1740; *BP III 388; Italian Novella: *Rotunda (K2334).
K335.0.5.2.	Thief frightens priest as the latter crosses cemetery. Mean- while a confederate steals his chickens. Italian Novella: Rotunda.
K335.0.6.	Owner frightened from goods by trickster's ferocious animal. Pretended dog is really a lion. Africa (Ila, Rhodesia): Smith and Dale II 388 No. 14.
K335.0.7.	Thief frightens away guards of his father's corpse by im- personating demons. Italian Novella: Rotunda.
K1838.	Disguise as devil.
K335.0.8.	Town crier is frightened by the voice of a cleric robbing a grave. Italian Novella: Rotunda.
K335.0.9.	Delivery boy is frightened into giving up his chickens. Trickster upturns his eyelids and puts on boar's tusks. Italian No- vella: *Rotunda.
K335.0.10.	Trickster lights torches and bluffs old woman into giving him money. Torches alleged to belong to man coming to collect damages from her. India: Thompson-Balys.
K335.0.11.	Servants frightened by ferocious actions of robbers; give up masters' food. Pierre Faifeu No. 13.
K335.0.12.	Owner frightened away by thief disguised as devil. Pierre Faifeu No. 33.
K311.5.	Thief disguises as demon.
K335.0.13.	Owner frightened from goods by trickster's summons of wild buffalo herd. India: Thompson-Balys.   ## p. 273 (#277) ############################################  K. Deceptions 273
K335.1.	Robbers frightened from goods. Trickster steals the goods. Wes- selski Hodscha Nasreddin II 211 No. 428, 215 No. 446; Missouri French: Carrière; Italian Novella: *Rotunda; India: *Thompson- Balys.
J1786.1.	Man costumed as demon thought to be devil: thieves flee.
K420.	Thief loses his goods or is detected.
K446.	The heller thrown into others' money.
K1600.	Deceiver falls into own trap.
L141.2.	Simpleton's naive answer to robbers makes them think he knows their secret.
N611.2.	Criminal accidentally detected: "that is the first"-sleepy woman counting her yawns. Robber hearing her flees.
K335.1.0.1.	Frightened robber leaves his coat behind. Chauvin II 83 No. 5; Bødker Exempler 273 No. 6.
N612.	Numskull talks to himself and frightens robbers away.
K335.1.1.	Object falls on robbers from tree. They flee and leave money. India: *Thompson-Balys; Korean: Zong in-Sob 144, 147 No. 64.
N331.2.1.	Man hidden in tree so frightened of lioness he drops his sword and kills her.
N696.	Fugitive in tree urinates from fright; pur- suers think it rain and leave.
K335.1.1.1.	Door falls on robbers from tree. They flee and leave money. *Types 1650, 1653; *BP I 520; *Köhler-Bolte I 71, 99, 337, 341; *Wes- selski Hodscha Nasreddin II 182 No. 345; *Parsons MAFLS XV (1) 194; Philippine: Fansler MAFLS XII 350; Indonesia: DeVries's list No. 306; N. A. Indian (Malecite): Speck JAFL XXX 484.
K1413.	Guarding the door. It is lifted off and carried away.
N630.	Accidental acquisition of treasure or money.
K335.1.1.2.	Cow-hide falls on robbers from tree. They flee and leave money. India: *Thompson-Balys.
K335.1.1.3.	Person falls from tree on robbers. They flee and leave money. India: *Thompson-Balys.
K335.1.2.	Robbers frightened from goods by the dead. (Cf.
K335.0.5.	) India: Thompson-Balys.
K335.1.2.1.	Corpse thrown among robbers frightens them from treasure. *Type 1653B.
K335.1.2.2.	Robbers frightened from goods by sham-dead man. Type 1654**; DeVries Tijdschrift voor Nederlandsche Taal- en Letterkunde XLV 213; *Wesselski Hodscha Nasreddin II 211 No. 429; Lithuanian: Balys Index No. 1654*, 1654A; Estonian: Aarne FFC XXV No. 1654*; Russian: Andrejev No. 1654*; Spanish: Boggs FFC XC 130 No. 1532, 137 No. 1654*, 142 No. 1716*; India: *Thompson-Balys; Chinese: Graham.
K1860.	Deception by feigned death (sleep).
K335.1.3.	Robbers frightened from goods by man's outcry. Trickster hits a slain ox and cries out, "Those others did it!" The thieves flee and leave their treasure. Type 1525D; India: Thompson-Balys.
K335.1.4.	Animals climb on one another's backs and cry out; frighten robbers. *Type 130; *Aarne FFC XI 112; India: Thompson-Balys.
K335.1.4.1.	Animals cry out; frighten robbers. French Canadian: Sister Marie Ursule.
K335.1.5.	Robber frightened from his goods by playing of bagpipe. Type 1706*.
K335.1.6.	Robbers frightened from goods by hidden man. Type 1875; Italian Novella: *Rotunda; India: Thompson-Balys. 18   ## p. 274 (#278) ############################################  274 Motif-Index of Folk-Literature
K335.1.6.1.	Thieves steal chest containing hidden paramour. Are fright- ened away by his outcry. Italian Novella: Rotunda.
K335.1.6.2.	Robbers frightened from goods by Thumbling. They can hear him but cannot see him. India: Thompson-Balys.
K335.1.6.3.	The thief in the beehive. Other thieves come to steal the bees, take the heaviest hive to the forest and make a fire under it. They flee when they hear a man screaming in the beehive. Lithua- nian: Balys Index No. 1887*.
K335.1.7.	Guardian beast overcome by hero's mirrors. Italian Novella: Rotunda.
K335.1.8.	Robbers frightened from goods by man in tar and feathers. Type 1527.
K335.1.9.	Robbers coming to steal from stable frightened away by bear staying the night there with his keeper. Type 957.
K335.1.10.	Robbers frightened by pretended cannibalism. Tricksters threaten to cook a robber. All the robbers flee in terror, leaving them their booty. Lithuanian: Balys Index No. 967*.
K335.1.11.	Sons of thief frightened by threatening to bring the three strongest men to punish them. French Canadian: Sister Marie Ursule.
K335.1.12.	Thieves frightened by ghosts who tie fruits to their hair, which they think are missiles thrown at them. India: Thompson-Balys.
K336.	House filled with smoke so that owner gives trickster lodging. Type 1527*.
K336.1.	Fire set to village so that robbers can steal goods. Korean: Zong in-Sob 213 No. 98.
K336.2.	Trickster fills house with smoke so that partner cannot see to eat. Africa (Cameroon): Lederbogen 75.
K337.	Oversalting food of giant so that he must go outside for water. Meantime his goods are stolen. *Type 328; *Fb "salt" III 148b; Ice- landic: Boberg.
G610.	Theft from ogre.
K605.	Cannibal sent for water with vessel full of holes: victim escapes.
K839.3.	Victim enticed into drinking by over- salting his food: killed when off guard.
K1045.	Dupe persuaded to oversalt (overpepper) food.
K1045.1.	Dupe fed oversalted food.
K337.1.	Thief sends owner for water in leaky basket. N. A. Indian (Ca- lifornia): Gayton and Newman 87.
H1023.2.	Task: carrying water in a sieve.
K338.	Thief ties owner's hair while he escapes with goods. Japanese: Anesaki 229, Ikeda.
K635.	Sleeping enemies' hair tied to an object prevents pursuit.
K713.1.7.	Faithless wife ties sleeping husband's hair to bed, allowing lover to kill him.
K1021.1.	Tail buried (hair tied). Dupe bound fast and then attacked.
K341.	Owner's interest distracted while goods are stolen. Type 15*; Lithuanian: Balys Index Nos 1525J, 2425, 2436*; India: *Thompson- Balys; Japanese: Ikeda.
K341.1.	Trickster reports lost money; searchers leave him in possession of premises. Unable to find a place by the inn fire the trickster mentions that he has lost money on the road. One by one the   ## p. 275 (#279) ############################################  K. Deceptions 275 guests slip out to search and leave him the fire. *Wesselski Arlotto I 203 No. 34; Italian Novella: Rotunda.
K355.	Trickster pollutes house so that he is left in possession.
K341.2.	Thief shams death and steals. Types 1, 1*; India: Thompson- Balys; S. A. Indian (Apapocúva-Guaraní); Métraux MAFLS XL 112.
K311.1.	Thief disguised as corpse.
K607.3.	Sham-dead man deceived into making gesture.
K751.	Capture by feigning death.
K911.	Feigning death to kill enemy.
K341.2.1.	Animal feigns death repeatedly and then entices owner from goods. Japanese: Ikeda; American Negro (Georgia): Harris Remus 72 No. 15; (North Carolina): Parsons JAFL XXX 172, (Virginia): Bacon and Parsons JAFL XXXV 275f.; Andros Islands, Bahamas: Parsons MAFLS XIII 10 No. 8.
