motif_id	text
A739.4.	Reason for variations in seasonal heat of sun.
A739.5.	Why the sun is red.
A739.6.	Sun sets and refuses to rise: must be coaxed back from underworld.
A739.7.	Sun's all-seeing eye.
A739.8.	Sun as caretaker of the poor. S. Am.
A739.9.	Sun has weapons of iron to repel enemies. S. Am.
A740.	Creation of the moon. Am. Sun and moon as uncle and nephew who ascended to the sky. Sun and moon from cave. Sun and moon placed for eyes in the sky. Wooden circles that were sun and moon animated after human sacrifices of blood.
A741.	Moon from object (person) thrown into sky. Heavenly bodies from objects thrown into sky. Sun and moon placed in top of tree.
A741.1.	Moon is water slung into sky.
A741.2.	Chest of sacrificed youth becomes the moon.
A741.3.	Moon as grinder which brings fire out of the sun.
A742.	Moon made from shining fragments. A cap is opened and shining things fall out. Children pick them up and put them into a box. At the end of the month the box is full. The full moon shines when all the fragments are gathered together.
A743.	Moon from transformed object.
A743.1.	Origin of moon from shell.
A744.	Heavenly smith is hammering on the moon.
A745.	Family of the moon.
A745.1.	Moon born from first couple. Gilbert Is.
A745.2.	Mother of the moon: the most distant star in the sky.
A745.3.	Moon younger brother of the sun. Sun and moon as brothers.
A747.	Person transformed to moon. Transformation: man to object.
A750.	Nature and condition of the moon. Moon as next world. Visit to land of moon.
A751.	Man in the moon. A man is said to be seen in the moon. Various explanations are given as to how he came to be there. ; Basset RTP XXIII 220 and references to earlier volumes.
A751.1.	Man in moon is person thrown or sent there as punishment.
A751.1.1.	Man in moon has punishment for burning brush on Sunday. Tabu: breaking the sabbath. Person carried to other world for breaking tabu. Wild huntsman wanders for hunting on Sunday.
A751.1.2.	Man in moon is put there as punishment for cursing God. Baughman.
A751.1.3.	Man in moon as punishment for disdainful sacrifice (Cain). Religious sacrifices.
A751.1.4.	Man in moon banished there for stealing bundle of thorns.
A751.2.	Man in the moon a rabbit (hare, other animal). Am.
A751.3.	Frog in moon. S. Am.
A751.3.1.	Man in moon a frog which has jumped into person's face and remains there. Undutiful son punished by toad clinging to face.
A751.4.	Man in the moon: tarring of the moon. Man sets out to tar the moon and remains with his tar-bucket in the moon.
A751.5.	Man in the moon from scratches or paint. S. Am.
A751.5.1.	Man in the moon: moon's face scratched by hare in retaliation for injury to hare.
A751.5.2.	Man in the moon: dung (ashes) on moon's face smeared there by sun.
A751.5.2.1.	Moon wants to marry his sister the sun. She is angered and throws hot ashes on his face.
A736.1.	Sun sister and moon brother. Sun and moon as lovers.
A753.	Moon as wooer.
A751.5.3.	Mark of her mother's hand to be seen on moon's shoulder.
A751.5.4.	Mark of tiger's paw on moon. India.
A751.5.5.	Moon spots are tattoo marks.
A751.6.	Cotton tree and nettles on moon.
A751.6.1.	Spots on moon a banyan tree planted there by creator to diminish its light.
A751.7.	Two children in moon with yoke and bucket.
A751.8.	Woman in the moon.
A751.8.1.	Man in the moon is an old woman busy with her spindle.
A751.8.2.	Man in moon is a woman threshing corn with a dog by her side.
A751.8.3.	Goddess in moon with calabash at her side.
A751.8.4.	120. Woman in moon's oven seen on clear nights.
A751.8.5.	Girl with tree carried to moon and is seen there.
A751.8.6.	Goddess in moon beating tapa beneath tree.
A751.9.1.	Miscellaneous images on moon. Rows of palm trees (black spots) on the moon.
A751.9.2.	Bag in the moon.
A751.9.3.	Giant in moon.
A751.10.	Particular individual is man in the moon.
A751.10.1.	Joshua as man in the moon.
A751.10.2.	Jacob as man in the moon.
A751.11.	Other marks on the moon.
A753.	Moon as a person.
A753.1.	Moon as wooer. The moon is enamored of a mortal. Sun and moon as lovers. Marriage of a mortal and a god,
A753.1.1.	Moon abducts woman.
A753.1.2.	Moon (man) cohabits with woman.
A753.1.3.	Moon (goddess, woman) cohabits with mortal man.
A753.1.4.	Moon married to mortal woman.
A753.1.4.1.	Moon married to son of sky-god.
A753.1.4.2.	Moon is wife to all twelve brothers of the sun and they have her a month at a time because she ate up her sisters.
A753.1.5.	Moon and mortal have child.
A753.2.	Moon has house.
A753.3.	Moon as person miscellaneous.
A753.3.1.	Moon deceives sun.
A753.3.3.	Moon steals from a garden. During day moon stays with his mother under the earth. S. Am.
A753.3.4.	Moon endowed with wisdom and passion.
A754.	Moon kept in box.
A754.1.	Moon buried in pit.
A754.1.1.	Moon falls into pit but is rescued by man. S. Am.
A755.	Causes of moon's phases.
A755.1.	Moon's phases caused by its being put in box. When it is closed up in the box, it is dark; when taken out of the box, light.
A755.2.	Moon's phases caused by watcher's death. Moon is hung in tree and is tended by four men. As one dies it loses a quarter. Later it is united in the lower world.
A755.3.	Moon's waning caused by her sickness.
A755.3.1.	Sacrifice made to free moon from sickness and allow waxing.
A755.4.	Moon cut in two by sun: hence waxes and wanes.
A755.4.1.	Moon cut in half.
A755.4.2.	Moon stolen and divided into quarters.
A755.4.3.	Moon's phases caused by animals gnawing at edge. S. Am.
A755.5.	Moon's phases caused by feeding or starving. S. Am.
A755.6.	Moon's phases as punishment for moon's misdoing.
A755.7.	Moon's waning caused by menstrual period.
A756.	Moon as sun's representative at night.
A757.	Moon-boat.
A757.1.	Moon-chariot.
A758.	Theft of moon. Moon is kept by a monster. It is stolen and brought to earth. Cf. Theft of the sun. Theft of light. Theft of fire.
A759.	Condition and nature of the moon miscellaneous. For eclipse of the moon see A737, where both eclipses of the sun and moon are handled.
A759.1.	Moon has wooden weapons, therefore vulnerable. S. Am.
A759.2.	Sun and moon as divine hero's wedding presents.
A759.	3 Why the moon is pale.
A759.4.	Moon is hare covered with silver, which lives in crystal house with fifteen windows. It rests on a chariot and travels around Mount Meru.
A759.5.	Formerly seven moons.
A759.6.	Moon under direct control of deity.
A759.7.	Planet Mars lies on moon to impart warmth to her lest she freeze the earth.
A760.	Creation and condition of the stars. Stars as deities. Soul in form of star. Extraordinary behavior of stars.
A760.1.	Stars created by creator.
A760.2.	Star from union of girl with peacock.
A761.	Ascent to stars. People or animals ascend to the sky and become stars. Escape to the stars. Fugitives rise in air and become stars.
A761.1.	River taken to sky becomes star. Eridanos.
A761.2.	Chariot from heaven takes couple to live with sages in the Great Bear.
A761.3.	Stars as transformed lovers.
A761.4.	Stars as fires in the hearths of ghosts.
A761.5.	Stars are men peering through holes in sky.
A761.6.	Stars thought of as living beings. S. Am.
A762.	Star descends as human being. Shooting star a star that has come down to graze. Shooting stars spirits coming down to earth to make a woman pregnant.
A762.1.	Star-husband. Star takes mortal maiden as wife. Cf.
A762.2.	Mortal marries star-girl.
A763.	Stars from objects thrown into sky. Heavenly bodies from objects thrown into sky.
A763.1.	Stars from arrows shot at sky.
A763.2.	Stars hung by god in heavens to decorate it.
A764.	Stars as pieces of the moon. Stars made from the old moon.
A764.1.	Stars as children of the moon.
A764.1.1.	Stars as children of sun eaten by their father. Hence no stars in the day.
A764.1.2.	Sun eats all his own children except morning star, while moon keeps all her children in hiding.
A764.1.3.	Stars as children of sun and moon.
A764.2.	Stars as drops of the moon's blood.
A764.3.	Most brilliant stars children of the sun; others are children of the moon.
A764.4.	Stars are transformed spittle of the moon.
A765.	Naming the stars.
A766.	Origin of constellations. Am. Escape to the stars. Fugitives rise in the air and become stars.
A767.	Stars sing together. Music of the spheres.
A769.	Creation of the stars miscellaneous.
A769.1.	Stars are trees growing on the clouds.
A769.2.	Stars rebel against God.
A769.3.	Stars supervised by angels.
A769.4.	Speaking stars.
A769.5.	Sun gives light to stars. S. Am.
A770.	Origin of particular stars.
A771.	Origin of the Great Bear (Ursa Major). Magic song causes tree to rise to sky. Has moon and Great Bear in its branches.
A771.1.	Origin of the Southern Cross. Analogous legends in the southern hemisphere with those of Ursa Major in the northern. Am.
A772.	Origin of Orion. Am.
A773.	Origin of the Pleiades.
A773.1.	Pleiades a princess and six suitors among whom she could not choose. Rivals in love.
A773.2.	Pleiades six repudiated wives. They have been cast out for apparent infidelity. Persecuted wife.
A773.3.	Pleiades girls who died of grief.
A773.4.	Pleiades seven illegitimate children.
A773.5.	Pleiades from hunters marooned in sky after felling world-tree. S. Am.
A773.6.	Pleiades as swarm of bees. S. Am.
A773.7.	Two stars from Great Bear constellation transferred to Pleiades.
A774.	Origin of the North Star.
A775.	Origin of Hyades.
A776.	Origin of constellation Lyra.
A776.1.	Origin of Vega (Alpha Lyrae).
A777.	Origin of constellation Scorpio.
A778.	Origin of the Milky Way.
A778.0.1.	Origin of Magellanic Clouds.
A778.1.	Milky Way a hunting party. Am.
A778.1.1.	Milky Way is the Wild Hunt. Brunk Zs. Ralston Songs of the Russian People 109; Hungarian: Spolyi Zs. f. deutsche Myth. The Wild Hunt.
A778.2.	Milky Way as a road. S. Am.
A778.2.1.	Milky Way as path of souls (demons). Am. Rainbow bridge to otherworld.
A778.3.	Milky Way as a river. Blackfoot: De Josselyn de Jong Blackfoot Texts 29ff.
A778.4.	Milky Way as a stitched seam in the sky.
A778.5.	Milky Way as milk from breast of a woman.
A778.6.	Milky Way as the sperma of the gods.
A778.7.	Milky Way as path of a bird of passage.
A778.8.	Milky Way is smoke (ashes).
A778.9.	Milky Way as race track. Calif.
A778.10.	Abyss at end of Milky Way. S. Am.
A779.	Origin of stars miscellaneous.
A779.1.	Origin of Coal Sack. S. Am.
A779.2.	Origin of constellation Aquila.
A779.3.	Origin of constellation Argo.
A780.	The planets (comets, etc. Graham. Planet Mars lies on moon to impart warmth to her lest she freeze the earth.
A780.1.	Planets supervised by angels.
A781.	Origin of Venus (planet). Alexander N. Am. 9; S. Am.
A781.1.	Origin of Morning Star.
A781.2.	Origin of Evening Star.
A782.	Origin of Jupiter (planet).
A786.	Origin of comets.
A787.	Relation of the planets to human life.
A788.	Origin of meteors. S. Am.
A788.1.	Falling stars as pieces of the moon. S. Am.
A788.2.	Shooting star one that has come down to graze. Star descends as human being.
A788.3.	Shooting stars spirits coming down to earth to make woman pregnant.
A788.4.	Shooting stars are star-dung.
A788.5.	Shooting stars are unfaithful wives.
A790.	The heavenly lights.
A790.1.	Heavenly lights originate from firmament.
A791.	Origin of the Rainbow. Treasure at end of rainbow.
A791.1.	Rainbow as bow of deity.
A791.2.	Rainbow as snake.
A791.3.	Rainbow made as bridge by the gods. Rainbow bridge to otherworld.
A791.4.	Rainbow has three colors.
A791.5.	Rainbow is a transformed king; the lesser rainbow is the king's wife.
A791.6.	Rainbow from gods' emptying their drinking cups.
A791.7.	Rainbow is horse of rain-god.
A791.8.	Rainbow comes out of an anthill.
A791.8.1.	Rainbow lives in a hole. S. Am.
A791.9.	Origin of rainbow: transformed butterflies (souls of lovers).
A791.10.	Rainbow as covenant between creator and men.
A795.	Origin of the Northern Lights (Aurora Borealis).
A796.	Origin of the signs of the zodiac.
A797.	Origin of colors at sunrise and sunset.
A800.	-A899. The earth.
A800.	Creation of the earth. Mother Earth.
A801.	Earth born of Chaos. Primeval chaos.
A802.	China first land to appear in our world.
A810.	Primeval water: In the beginning everything is covered with water.
A810.1.	God and Devil fly together over primeval water. Conflict of good and evil creators.
A810.2.	Primeval water to subside in a specified time. Calif.
A810.2.1.	Waters of heaven would engulf earth were it not for firmament.
A811.	Earth brought up from bottom of primeval water.
A811.1.	Earth originates from fish brought from bottom of sea. The fish is hacked with knives; hence, mountains. Mountains from hacked-up fish drawn from primeval water.
A811.2.	Earth brought up by three gods.
A812.	Earth Diver. From a raft in the primeval sea, the creator sends down animals to try to bring up earth. After a number of animals have failed, one (often the muskrat) succeeds. The earth is made from the bit brought up. **E. W. Count The Earth Diver and the Rival Twins (Proceedings 29th
A812.1.	Devil as Earth Diver. Satan dives for earth at instance of God. Succeeds only third time (by use of right formula). He hides the earth under his tongue. It swells, and he must be rescued by God. Devil as adviser of God.
A812.2.	Earth from egg from bottom of sea recovered by bird. Origin of sky from egg brought from primeval water.
A812.3.	Creator sends crow, after creating her, to scout for earthIndia: Thompson-Balys.
A813.	Raft in primeval sea. Creator is on the raft and there creates the earth.
A813.1.	Earth in form of raft supported by spirits. S. Am.
A813.2.	Lotus-leaf raft in primeval sea.
A813.3.	Creator rests on tree or stake. Calif.
A814.	Earth from object thrown on primeval water.
A814.1.	Earth from stone thrown on primeval water.
A814.2.	Earth from sand strewn on primeval water.
A814.3.	Earth from decayed matter on primeval water.
A814.4.	Earth from tree grown in primeval water.
A814.5.	Earth from steam made by fire thrown into primeval water.
A814.6.	Earth scattered in a circuit in four directions on primeval water.
A814.7.	Earth from primeval water mixed with seeds of tobacco. Calif.
A814.8.	Earth from lotus seed placed on water.
A814.9.	Earth from egg breaking on primeval water.
A814.10.	Earth from creator's spittle falling on primeval water.
A814.10.1.	Earth from spittle of primeval potter spreading on surface of water.
A815.	Earth from turtle's back. Earth erected on back of a turtle floating in primeval water.
A815.1.	Earth from serpent's head. Earth reared on head of serpent floating in primeval water. Serpent supports the earth. Midgard serpent.
A816.	Earth rises from sea.
A816.1.	Stone emerges from primeval water. Devil sits on the stone, which becomes a mountain.
A816.2.	Ocean under this world.
A816.3.	God causes primeval sea to roll back and leave bare all the hills.
A817.	Earth let down from sky on to primeval ocean.
A820.	Other means of creation of earth.
A821.	Earth made of lac.
A822.	Earth made by mud shaken from back of primeval boar.
A822.1.	World is transformed mud parrot in golden cage.
A823.	Earth made by cups of earth placed on spider's web.
A824.	Earth made by transformation of broken ground.
A825.	Earth made by first couple dancing on bit of cloth laid on water.
A826.	Earth sets like curds.
A827.	Earth made by drying up of primeval water.
A828.	Earth from worm scratched by creator's nails.
A828.1.	Earth excreted by worm.
A830.	Creation of earth by creator. Genesis ch. Creator. Creation of universe by creator.
A831.	Earth from body of person (animal).
A831.1.	Earth from body of son of deity.
A831.2.	Earth from giant's body (Ymir).
A831.3.	Earth by sacrifice of son and daughter of first couple.
A831.4.	Earth by murder of first brother and sister.
A831.5.	Earth from the body of murdered child.
A831.6.	Earth from body of slain animal.
A831.7.	Earth from body of divine suicide.
A831.8.	Gods create the earth from their dead victim's blood and bones India: Thompson-Balys.
A831.9.	Earth created from Adam's body.
A832.	Creation because of creator's lonesomeness. Dissatisfied at being alone in center of primeval water, God creates the earth.
A833.	Earth from creator's cuticle. Goddard PaAM XXIV 7.
A835.	Earth from nut in devil's mouth. God throws a nut over his left shoulder. The devil catches it in his mouth. The nut grows rapidly and the devil spits it out. Devil as adviser of God.
A835.1.	Earth created from snow under divine throne.
A836.	Creator prepared earth's nucleus as one would a rice cake.
A837.	Creator creates earth piecemeal.
A840.	Support of the earth.
A841.	World-columns. Column to upper world. Island supported on four feet. Otherworld island supported on pedestal.
A841.0.1.	The four world-columns fastened immovably by two gods with their mother's hairs.
A841.1.	Four world-cords. Earth is suspended from the sky by cords at four corners.
A841.2.	Four maidens as earth-supports. One is at each of the cardinal points.
A841.3.	Twelve iron pillars steady the earth.
A841.4.	Four earth-nails.
A842.	Atlas. A man supports the earth on his shoulders. Four gods at world-quarters support the sky. Strong man holds up mountain.
A842.1.	Goddess standing on her head supports earth.
A842.2.	Old woman supports earth on her head.
A843.	Earth supported on post. The post has an old woman as guardian. When she is hungry the post shakes, causing earthquakes.
A843.1.	Earth supported on cross of wood. S. Am.
A844.	Earth rests on animal's back. Earthquakes from movements of monster.
A844.1.	Earth rests on turtle's back.
A844.2.	Earth supported by bull.
A844.3.	Earth supported by fish.
A844.4.	Earth supported by frog. Earth rests on the horns of a bull who rests upon a fish.
A844.6.	Earth rests on tortoise, serpent, elephant.
A844.7.	Earth rests on elephant's back.
A844.8.	Earth rests on cobra's head.
A844.9.	Earth supported on great boar's tusk.
A844.10.	Earth supported on vast number of birds' legs.
A844.11.	Earth rests on leviathan.
A844.12.	Serpent supports the earth. Earth from serpent's head. Midgard serpent.
A849.	Support of the earth miscellaneous.
A849.1.	Earth founded on stone.
A849.2.	Earth rests on God's arm.
A849.3.	Earth supported by prop. S. Am.
A850.	Changes in the earth. Raising of the sky. Originally sky is low and is raised to its present place.
A851.	How the earth became oblong. God the Father situated on one side of the earth, the Son on the other.
A852.	Making the earth smaller. Earth made too large. God learns from devil by trickery how to make it smaller.
A853.	Making the earth larger. Gradually extended during creation. See references to A812 in which this idea is always involved.
A853.1.	Doubling size of the earth. Increase of population necessitates change.
A855.	Opposite of present. Everything on the earth courses of rivers, height of mountains, human reproduction, etc. are at first the reverse of the present condition. Earlier universe opposite of present.
A856.	Hardening of the earth. At first it is soft, but is hardened by sun's rays. Am.
A856.1.	Primeval earth hardened by wind.
A856.2.	Ground, previously all wet, dries up when first woman cuts her little finger and blood drips on ground.
A857.	Steadying the earth.
A857.1.	Why earth becomes warm and wet: two huge copper vessels steaming over fire are underneath earth.
A857.2.	Creator's giant servant puts a valley where earth's crust is heavy and a mountain where it is light so as to stabilize it.
A857.3.	— Creator's giant servant puts trees to hold earth together where it slipped.
A857.3.1.	Roots created to hold land firm.
A870.	Nature and condition of the earth.
A871.	Earth square with four quarters. Gods of the quarters. Winds of the four quarters established. Four as magic number.
A871.0.1.	Taprobane at eastern end of the world.
A871.0.2.	Unextinguishable fire at end of earth.
A871.1.	Four streams from four corners of earth.
A871.2.	Four rivers, rising in paradise, water primitive world.
A872.	A671. Four rivers in hell. Four as magic number. The four rivers of paradise. River that flows around the world.
A872.1.	Seven seas encircle the world.
A873.	Above and below the earth are great clouds.
A875.	Earth wheel-shaped (flat and round).
A875.1.	Navel of the earth. Omphalos, the central point on the earth disc. kgl. Sächs. Ges. d. Wiss. Ges. d. Wiss. Determination of world center. Riddle: what is the center of the earth?
A875.1.1.	Mountain at center of earth.
A875.2.	Well in the midst of earth from which eleven rivers originate. Boberg.
A876.	Midgard Serpent. A serpent surrounds the earth. Dorsey FM IV 13; Aztec: Alexander Lat. Am. Earth from serpent's head. Serpent supports the earth. Thor battles Midgard serpent at end of world. Mythical serpents. Giant serpent.
A876.1.	The leviathan that surrounds the globe. Earthquakes from movements of sea-monster. Mythical serpent.
A878.	Earth-tree. Tree of life or fate. *Wünsche "Das Wasser des Lebens in den Märchen der Völker" Zs. f. vgl. Jour. Semitic Langs. World tree. Tree of knowledge forbidden. Magic tree. Tree of life. Tree of life in otherworld. Stream of paradise from roots of world-tree.
A878.1.	F162. The four rivers of paradise.
A878.1.1.	Other streams from roots of earth-tree.
A878.1.2.	Three wells under the three roots of earth-tree.
A878.2.	Lake of milk by tree of life.
A878.3.	Animals at earth-tree.
A878.3.1.	Snake at roots of earth-tree.
A878.3.2.	Hart(s) eating of the earth-tree. eating of the earth-tree.
A878.3.3.	Chattering squirrel in the earth-tree.
A878.3.4.	Wise eagle in the earth-tree.
A878.3.5.	Hawk in the earth-tree.
A878.3.6.	Golden cock in earth-tree. Boberg. Mac
A878.4.	Earth-tree furnishes health-giving and hunger-satisfying sap. Food and drink from magic objects.
A881.	Zones of earth corresponding to Zodiac.
A900.	Topography -general considerations. Original creator followed by transformers. Transformers.
A901.	Topographical features caused by experiences of primitive hero (demigod, deity). d. deutschen Trees bear first buds to commemorate reign of primitive hero. Trees spring up to commemorate birth of primitive hero (demigod, deity).
A901.1.	Topographical changes or landmarks due to battle between gods.
A901.2.	Natural features because of combat of huge rock columns with each other.
A902.	Topographical features of the earth arranged by creator.
A902.1.	Two creators go by different route to establish features of the earth. Calif.
A903.	Topographical features caused by animals.
A910.	Origin of water features
A910.1.	Waters created on first day of creation.
A910.2.	Waters created as punishment.
A910.3.	Bodies of water in primitive abyss sink.
A910.4.	Bodies of water remnant of flood. Deluge.
A910.5.	Waters created by divine twins. Twin gods.
A911.	Bodies of water from tears.
A913.	Origin of tides. d. deutschen
A913.1.	Tidal wave or surge marks place of death of person. Magic wave. Extraordinary behavior of waves.
A913.2.	Tide caused by breathing of sea-monster.
A913.3.	Ebb-tide goes to great whirlpool.
A913.4.	Tub that drips at high tide but holds water at low tide. Magic tub.
A914.	Mountains push water westward. Calif.
A915.	Why waters do not engulf the earth.
A917.	Quarrel between earth and waters.
A918.	Male and female waters.
A920.	Origin of the seas.
A920.1.	D2151. Sea produced by magic. Extraordinary occurences concerning seas or waters. Origin of lakes. Magic stone makes rivers and lakes. Lake rises from bramble bush.
A920.1.0.1.	Origin of particular lake.
A920.1.1.	Inexhaustible buckets as source of lakes. Inexhaustible vessel.
A920.1.2.	Lakes from digging of primeval ox. Lie: hero responsible for topographical features.
A920.1.3.	Lake bursts forth to drown thief. River bursts from well in pursuit. Extraordinary occurrences connected with lakes. Theft punished. Miraculous drowning as punishment.
A920.1.4.	Lakes burst forth to commemorate birth, death, battle, etc. Topographical features caused by experiences of primitive hero (demigod, deity). Extraordinary nature phenomena at birth of holy person.
A920.1.5.	Lakes originate from tears.
A920.1.5.1.	Lakes originate from belches. Lake produced by belches after magic draught.
A920.1.6.	Lake from urine of horse. Lake created by fairies. Fairyland under water.
A920.1.7.1.	Lake bursts forth to quell fairy war. War between fairy settlements.
A920.1.8.	Lake bursts forth to drown impious people. City sinks in the sea. Impiety punished.
A920.1.8.1.	Lake from violating tabu. Punishment for breaking tabu. Spring miraculously breaks forth against wrongdoer. Lake rises from bramble bush.
A920.1.9.	Lake bursts forth where island is plowed out.
A920.1.10.	Lakes made by giant or devil.
A920.1.11.	Woman transformed to pool of water. Transformation: woman to pool of water.
A920.1.12.	Lake bursts forth where blind king plucks rushes. Magic water restores sight. Lake rises from bramble bush.
A920.1.13.	Lake of milk formed through virtue of saint. Lake of milk created through merit of saint.
A920.1.14.	Lakes are daughters of the gods.
A920.1.15.	Origin of the Dead Sea.
A920.1.16.	Lake originally filled with palm wine.
A920.2.	Origin of sea channels.
A921.	Ocean the son of Earth and Heaven.
A922.	Ocean made from blood.
A923.	Ocean from creator's sweat. Creation by creator.
A923.1.	Ocean from urine.
A924.	Miscellaneous origins of the ocean.
A924.1.	Origin of sea from overturned calabash. Alexander Lat.
A924.2.	Origin of sea from rotting snakes.
A924.3.	Sea released from tree-top.
A924.4.	Sea from earth excavation.
A925.	Origin of various qualities of the sea.
A925.1.	Origin of high sea waves.
A925.2.	Origin of sea's color.
A925.3.	Origin of foul odor of sea.
A925.4.	Origin of fresh water welling up in sea.
A925.5.	Origin of mournful sound of sea.
A925.6.	Origin of surf.
A925.7.	Origin of shining patches beneath sea.
A928.	Giant drinks up ocean. Hero's demon guide drinks streams dry on their journey. Task: drinking the sea dry.
A930.	Origin of streams. Magic river. Magic object controls river. Magic control of waters. Magic control of rivers. Extraordinary occurences connected with rivers.
A930.1.	Creator of rivers.
A930.1.1.	Snake as creator of rivers and lakes.
A931.	Meander-pursuit. A fugitive's doublings cause a river's windings.
A933.	River from urine of goddess (giantess).
A933.1.	River from the slaver of the Fenris-wolf.
A933.2.	River from vagina of first woman.
A934.	Various origins of rivers.
A934.1.	Rivers from digging of primeval ox.
A934.2.	Rivers formed where certain stones are placed. Each of seven children are to go in a different direction, to walk a mile and put down a stone, then another mile and a stone, etc. Thus rivers are formed.
A934.3.	Rivers burst forth to commemorate birth, death, battle, etc.
A934.4.	Rivers where god drags his staff.
A934.5.	Rivers originate through saint's prayer during drought. Magic results produced by prayer.
A934.6.	Hail-storm leaves twelve chief rivers in Ireland.
A934.7.	River bursts from well in pursuit. Lake bursts forth to drown thief. Lake from violating tabu. Extraordinary occurences connected with rivers.
A934.8.	Rivers from mythical well.
A934.9.	Stream unexpectedly bursts from side of mountain. Marvelous stream containing little black fish bursts forth from mountain.
A934.10.	Origin of river: from a girl drowned in a well.
A934.11.	River from transformation.
A934.11.1.	Girl reincarnated as river so god Vishnu can lie in its bed in the form of a stone.
A934.11.2.	Person transforms self to river.
A934.11.3.	Goddess in anger breaks herself into five parts: hence, five branches of a river.
A934.11.4.	Origin of river: transformed flowing honey.
A934.12.	Peacock shows rivers the way to the big valley so they will not go round and round.
A935.	Origin of falls (cataracts).
A937.	Why there is no mist on a certain river: fanned away with a pair of eagle's wings.
A938.	Rivers and streams offspring of marriage of Ocean and his sister.
A940.	Origin of other bodies of water.
A941.	Origin of springs. Magic spring. Magic control of waters. Extraordinary occurrences connected with springs.
A941.0.1.	Origin of a particular spring.
A941.1.	Springs originate from horse's hoof-prints. Malten Jahrb. d. kaiserlichen deutschen archäologischen Inst. Ipolyi Zs. f. deutsche d. deutschen Aberglaubens s.v.
A941.1.1.	Spring from urine of horse.
A941.1.2.	Spring breaks forth where fairy horse lies down. Flood caused by loosing fairy horse and allowing it to stale. Magic horse.
A941.2.	Springs originate from tears.
A941.3.	Spring from striking earth with sword. Spring made by magic. Stroke of staff brings water from rock.
A941.3.1.	Spring breaks forth where magic spear strikes ground. Magic spear.
A941.3.2.	Spring where god throws his staff or spear.
A941.4.	Spring breaks forth to commemorate experiences of hero (deity).
A941.4.1.	Spring breaks forth to commemorate place of death or burial.
A941.4.2.	Spring breaks forth at primitive hero's need. Gods intervene in battle. Demigods act as allies of mortals. Fairy as helper. God as helper.
A941.4.2.1.	Spring breaks forth at need of demigod's warriors.
A941.5.	Spring breaks forth through power of saint. Magic object produces fountain. Miraculous spring (lake) bursts forth for holy person.
A941.5.0.1.	Fountain breaks forth through power of Virgin Mary.
A941.5.0.2.	Wells break forth at birth of Christ. Nativity of Christ.
A941.5.1.	Spring breaks forth where saint smites rock. Magic spring. Stroke of staff brings water from rock.
A941.5.2.	Many-colored fountain breaks forth where saint strikes earth with his foot.
A941.5.3.	Spring breaks forth through power of saint at place where leper pulls out clump of rushes. Magic cure for leprosy. Rushes uprooted revealing spring. Lake rises from bramble-bush. Miraculous cure for leprosy.
A941.5.4.	Spring breaks forth where animal delivers book left behind by saint. Animal retrieves lost object.
A941.5.5.	Spring breaks forth where saint's stolen cow is found.
A941.5.6.	Cloth from goddess, when spread by holy man over a spot, causes water to spring from earth.
A941.5.7.	Origin of springs where deity dug.
A941.5.8.	Spring from innocent king's blood.
A941.6.	Breaking forth of springs partial cause of Flood. Deluge. springs. Flood partially caused by breaking forth of
A941.7.	Springs from beneath magic (holy) object.
A941.7.1.	Spring from beneath world-tree.
A941.7.2.	A652. Spring from roots of sacred tree when arrow is shot into it.
A941.7.3.	Stream from under holy of holies in temple.
A942.	Origin of hot springs (geysers).
A942.1.	Hot springs rise where Christ bathed his feet.
A942.2.	Origin of salt springs.
A950.	Origin of the land.
A951.	Contours of land caused by plowing of goddess.
A951.1.	River valley licked out by giant beast.
A951.3.	Contours of land caused by rooting of swine. Contours of land caused by occult hero driving harrow.
A952.	Land rises out of sea.
A953.	Land thrown down from heaven.
A954.	Land born from goddess.
A955.	Origin of islands.
A955.0.1.	Islands created by order of deity.
A955.1.	Islands as deity's stepping-stones.
A955.2.	Island created by shooting arrow.
A955.3.	Origin of island's shape and position.
A955.3.1.	Origin of an island's shape.
A955.3.2.	Origin of island's position.
A955.3.2.1.	Primeval hero moves islands into their present position.
A955.4.	Island plowed out by goddess.
A955.5.	Islands from cow and calf transformed by evil eye of one-eyed god. God with Evil Eye.
A955.6.	Islands from stones cast by giantess.
A955.7.	Islands from webs woven by primeval spiders.
A955.8.	Island fished-up by demigod (hero).
A955.9.	Goddess gives birth to islands.
A955.10.	Islands from transformed object or person.
A955.11.	Islands originally form continent, later separated.
A955.12.	Old woman as guardian of floating islands of the gods. Wandering island.
A956.	Origin of peninsulas.
A957.	Origin of desert.
A960.	Creation of mountains (hills). Mountains created by magic. Magic flower thrown down creates mountain. Magic control of mountains.
A961.	Mountains from primeval animal.
A961.1.	Hills from flapping of primeval bird. Hills and valleys are formed from the flapping of a giant turkey-buzzard when the earth is still plastic. Alexander N. Am.
A961.2.	Mountains from hacked-up fish drawn from bottom of primeval water. Earth originates from a fish drawn from the water. It is hacked up and thus made to form mountains. Earth originates from fish brought from bottom of sea.
A961.3.	Mountain from accident to primeval lizard. Lizard passing through a mountain is broken; his fore and hinder parts become mountains.
A961.4.	Mountains spring from scattered parts of slain giant serpent's body.
A961.5.	Mountains (cliffs) from bones of killed giant. Boberg.
A962.	Mountains (hills) from ancient activities of god (hero).
A962.1.	Mountain from part of deity's (hero's) body.
A962.2.	Mountains made with God's hand.
A962.3.	Mountains from primeval journeys of a god.
