type_id,ref_term,category,subcategory,confidence,resolution_method,geographic_region,manual_hints
1281,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,
1281,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1281,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1281,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1281,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1281,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1281A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1281A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1281A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1281A,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1281A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1284,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,
1284,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1284,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1284,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1284,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1284,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1284*,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1284A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1284A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1284A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1285,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1285,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1285,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
1286,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1286,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
1286,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1286,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1286,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1286,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1287,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1287,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1287,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1287,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1287,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1287,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1287,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1288,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1288,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1288,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1288,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1288,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1288,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1288,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1288**,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1288A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1288A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1288A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1289,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1289,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
129,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1290,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1291,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1291,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1291A,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
1291B,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
1291B,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1291B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1291B,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1291B,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1291D,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1291D,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1291D,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1292*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1293,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1293,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1293,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1293*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1294,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,
1295,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1296,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1296A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1296A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1296A,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1296B,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1296B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
130,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
130,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
130,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
130,Irish,geographic,country,0.95,demonym_lookup,Ireland,
130,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
130,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
130,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
130,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
130,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
130,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
1305,Irish,geographic,country,0.95,demonym_lookup,Ireland,
130A,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
130B,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
130B,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
130B,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
130C,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
130C,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
130C,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
130D*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1310,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
1310,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1310,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1310,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
1310,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1310*,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1310A,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,
1310A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1310A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1310A,Namibian,geographic,country,0.95,demonym_lookup,Namibia,
1310B,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1310B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1310B,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1311,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1311,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
1311,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1313,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1313,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1313,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1313A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1313A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1313A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1313A,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1313A,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1313A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1313A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1313C,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1313C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1315*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1315**,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1316,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1316,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1316,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1317,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1318,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1318,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1318,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1318,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1319,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
1319,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1319,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
1319,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1319,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1319,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1319,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1319,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1319,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1319*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1319*,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1319*,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1319*,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1319J*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1319J*,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1319J*,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
132,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1320*,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1321,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1321,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1321A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1321A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1321B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1321B,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1321B,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
1321C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1321D,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1321D,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1321D,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1321D,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1322,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1322,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1322,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1322,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1323,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1323,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1324*,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1324*,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1324*,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1325,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1325*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1325A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1325A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1325A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1325B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1325B,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1325B,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1326,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1326,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1326,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1326,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1326,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1326B,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1327,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1327A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1328*,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1328*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1328*,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1328*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1331,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1331,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1331,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1331*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1331*,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1332*,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1332*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1333,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,
1333,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1333,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1333,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1333,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1333,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
1333,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1333,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1334,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1334,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1334,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1334*,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1334**,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1335,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1335,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1335*,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1335*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1335A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1335A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1335A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1336,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1336,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1336,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1336A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1336A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1336A,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1337C,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1337C,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1337C,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1339,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1339A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1339C,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1339C,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1339C,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1339D,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1339D,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1339D,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1339F,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1339G,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1341,Ossetian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Caucasus/Ossetia,
1341B,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1341B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1341B,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1341C,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1341C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1341C,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1342,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1342,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1343,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1343,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1343*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1343*,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1346,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1347,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1347,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1347,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1347*,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1348,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1348,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1348,Tungus,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Siberia,
1348,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1348*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1348**,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1349*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1349*,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1349F*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1349L*,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1349L*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1349L*,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
135*,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
1350,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
1350,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1350,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1350,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1350,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1350,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1350,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1350,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1351,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
1351,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1351,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1351,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1351,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1351,Kazakh,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Kazakhstan,
1351,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1351,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1351A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1351A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1351A,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1351A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1351F*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1351F*,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1352A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1353,Buryat,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Buryatia,
1353,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1353,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,
1353,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1353,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1353,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1354,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1354,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1354,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1354,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1355,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1355A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1355B,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1355B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1355B,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1355B,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1355C,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1355C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1355C,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1355C,Lydian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Turkey/Ancient Anatolia,
1355C,Mexican,geographic,country,0.95,demonym_lookup,Mexico,
1355C,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1357*,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1358,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1358A,Mordvinian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Mordovia,
1358A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1358B,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1358B,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1358C,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1358C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1358C,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1358C,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1359A,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1359A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1359B,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1359B,Mayan,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Mesoamerica,
1359C,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1359C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1359C,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1359C,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1359C,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
135A*,Argentine,geographic,country,0.95,demonym_lookup,Argentina,
135A*,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
136,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1360,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1360,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1360B,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1360B,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1360B,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1360C,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1360C,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1360C,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1360C,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1360C,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1360C,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1361,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,
1361,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1361,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1361,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,
1361,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1362,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1362,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
1362,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,
1362A*,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1363,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1363,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
1364,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,
1364,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1364,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,
1364,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1365,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1365,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1365,Lydian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Turkey/Ancient Anatolia,
1365,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,
1365A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,
1365A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,
1365A,Irish,geographic,country,0.95,demonym_lookup,Ireland,
1365A,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,
