type_id	label	text
1525F		
1525G	The Thief in Disguise (previously The Thief Assumes Disguises)	The Thief in Disguise (previously The Thief Assumes Disguises). A master thief, in order to vindicate himself and his deceased mother in the eyes of the king (his father), disguises himself (as Shiva, fakir, woman, etc.) and steals repeatedly from the king . 
1525H		
1525H*		
1525H1		
1525H2		
1525H3		
1525H4	The Youth in the Bee Hive	The Youth in the Bee Hive. A boy (thief, boaster, fool, Eulenspiegel, couple) hides (falls asleep drunk) in an empty bee hive. Two thieves come at night to steal the bees and weigh all the hives. Believing that the heaviest is the best, they carry off the one with the boy in it. He pulls the hair of one of them, who gets angry at his companion for bothering him. Then the boy pulls the hair of the other thief, who also blames his companion. The boy continues this until the thieves put down the hive to fight each other. In some variants the boy (man) does not bother the thieves. They take the hive and build a fire under it. When the boy cries out, they are frightened and run away . 
1525J	Thieves Cheated of their Booty	Thieves Cheated of their Booty. (Including the previous Types 1525J1 and 1525J2.) Cf. Types 1525D, 1525E, 1653, 1654, 1875. This tale exists chiefly in two different forms: (1) An uncle and his nephew (grandfather and grandson, group of thieves) steal an ox (sheep) and roast it. The nephew (apprentice thief) wants to keep all the meat for himself. He takes the hide to a waterhole. Hiding in the bushes, he beats the hide as if he himself were being beaten. He cries and shouts that it was not he but his uncle who stole the ox. The uncle thinks that the boy has been caught, so he runs away . In some variants the thieves cut the tail (head) off the ox (sheep) and stick it in the mouth (backside) of another, so that it looks as if one ox has eaten the other. Or they put the severed part in a swamp . When the owner swims out to get his drowned animal, they steal his clothes. Cf. Type 1004. (2) A boy (woman) tells a passing thief (soldier) that he has lost a silver cup (pail, etc.) in the well (river), and asks him to get it back for him. The thief takes off his clothes, climbs in the well, and finds nothing. When he comes back up, he finds that his clothes have been stolen . 
1525J*		
1525J1		
1525J2		
1525K	Ubiquitous beggar	Ubiquitous beggar. A beggar manages to obtain alms from the same person three (twenty-one) times by wearing various disguises . 
1525K*	Awarding the Stolen Property (previously Umpire Awards his own Stolen Coat to Thief)	Awarding the Stolen Property (previously Umpire Awards his own Stolen Coat to Thief). Two thieves steal something valuable (fur coat, crown, cup) and dispute over how to divide it. At night one of them climbs into the bedroom of the owner (judge, lord of the manor) and tells him what happened in his dream. The owner gives him a decision in his sleep as to who should keep the object . Meanwhile the second thief robs the storeroom (pantry) of the owner. Cf. Type 1525Q. 
1525L	Creditor Falsely Reported Insane when he Demands Money	Creditor Falsely Reported Insane when he Demands Money. A hard-hearted merchant sends an assistant several times to (unwarrantedly) collect payment from a debtor. The debtor reports that the assistant is mentally deranged. The man is locked in an abbey where he is treated with prayers and holy relics. He resists these measures and is beaten. The merchant forgives the debt when he is threatened with the same treatment . 
1525L*	Theft Committed while Tale Is Told	Theft Committed while Tale Is Told. (Including the previous Type 1525Q*.) Two (three) thieves steal from a man (woman). While one of them accomplishes the theft, the other relates a tale that describes what is actually happening. With the victim thus distracted, his companion can work without being noticed . In another version, one thief performs a song (dance) that tells his companion where to find the booty . (Previously Type 1525Q*.)
1525M	The Sheep in the Cradle (previously Mak and the Sheep)	The Sheep in the Cradle (previously Mak and the Sheep). (Including the previous Type 1525H*.) A man (farmer) steals (secretly kills) a sheep (hog). He is denounced by a neighbor (owner) and has to hide the animal. He wraps it in clothing (cloth) and lays it in a cradle as if it were a (sick) baby (in bed as if it were his brother, sets it on a toilet). The police (authorities) come looking for the stolen animal, but do not recognize it . In some variants a living pig is hidden in a cradle and is discovered when it squeals. In other variants a farmer smuggles a slaughtered hog wearing his wife's clothes through a guarded gate (a stolen sheep is dressed and propped up at the rudder of a boat ). (Previously Type 1525H*.) 
1525M*		
1525N		
1525N*	Theft of Butter by Companion	Theft of Butter by Companion. A soldier weighs a stingy farmer (teaches him how to fish with a chisel). Meanwhile a companion of the soldier steals the farmer's butter (fish) . Cf. Type 1525C. 
1525P		
1525P*		
1525Q	The Two Thieves Married to the Same Woman	The Two Thieves Married to the Same Woman. Two thieves (day and night thieves, burglar and pickpocket) are both married to the same woman. When they discover this, they fight over her. They go to a judge or to the woman who decides that they should have a contest to see which of them is the better thief, and he will keep the woman as his wife. Cf. Type 1525E. In some variants, one (the less able) thief breaks into the bedroom of his ruler and tells him his story. The ruler decides that the woman should belong to this thief. Cf. Type 1525K*.
1525Q*		
1525R	The Robber Brothers	The Robber Brothers. Two older brothers refuse to take their stupid youngest brother on their thieving expeditions. The youngest brother hurries out before them and arranges with their intended victim to be paid to guard his belongings against theft. When the older brothers break in, the youngest, without being recognized, beats them, and they return home empty-handed . This happens twice. The third time the brothers take the youngest with them. Instead of valuables, he carries off the owner's door. Followed by Type 1653. 
1525R*		
1525Z*	Other Tales of Thefts	Other Tales of Thefts. (Including the previous Types 1525J* and 1525 R*.) Miscellaneous type with diverse variants. 
1526	The Old Beggar and the Robbers	The Old Beggar and the Robbers. Swindlers (thieves, Gypsies, female trickster) dress a beggar (foolish farmer) as a noble lord. (They take him to an inn and pretend to be his servants.) They steal from one or more merchants by saying that their master will pay for what they take (they say they will get money from their master). Leaving the man hostage in the inn or with the merchants, the swindlers leave with their spoils. The “noble” lord is discovered to be a beggar. He is either punished or permitted to leave . Cf. Type 1531. 
1526A	Supper Won by a Trick	Supper Won by a Trick. Three (four) tricksters (thieves, students, soldiers) want some supper. They have no money, so they obtain their food through (three) successive tricks. Usually someone else has to pay for their food. In some variants a single trickster gets a free meal through one of various tricks, e.g. by pretending that he is an invited guest . Cf. Type 1920E. 
1526A**	Waiting until the Tower Falls	Waiting until the Tower Falls. Two men (students, farmhands) in an inn look out of the window and see that the churchtower is lopsided. They wager as to which side the tower will fall toward, to east or to west. The loser has to pay for the meal (wine). They enjoy their meal. When later the innkeeper asks for the payment they tell him, he has to wait until the tower falls. 
1527	Robbers are Tricked into Fleeing (previously The Robbers are Betrayed)	Robbers are Tricked into Fleeing (previously The Robbers are Betrayed). A master covers his farmhand (workman) with tar and feathers (honey and wool) and takes him to the robbers' house. The robbers are frightened and run away, leaving their treasure behind . Cf. Types 130, 1653. 
1527*	Night Lodging Requisitioned (previously The Three Wanderers Seek Night Lodgings)	Night Lodging Requisitioned (previously The Three Wanderers Seek Night Lodgings). Three travelers need a place to spend the night. After they are turned away by an innkeeper, one of them climbs up to the roof and stops the chimney with his coat, so that the inn fills with smoke. (The other guests leave and) the innkeeper lets the travelers stay there (for free). 
1527A	The Robber Disarmed (previously Robber Induced to Waste his Ammunition)	The Robber Disarmed (previously Robber Induced to Waste his Ammunition). This tale exists chiefly in two different forms: (1) A boy in the forest comes upon a robber who takes his sword and robs him. The boy asks the robber to cut off his hand, to make it appear that the boy had fought to defend himself. When the robber swings the sword, the boy pulls his hand back and the sword becomes stuck in a tree trunk. The boy pulls the sword out and kills the robber . (2) A robber attacks a farmer (merchant) and takes his money. The victim asks the robber to shoot his hat (clothes) so that it will appear that the robber had to use considerable force. When the robber has used up all his ammunition, the farmer chases him away with his stick .
1528	Holding Down the Hat	Holding Down the Hat. This tale exists chiefly in two different forms: (1) A merchant is chasing a thief who stole from him. Disguised as a farmer, the thief stands by the side of the road pretending to be guarding a valuable falcon which he has hidden under his hat. When the merchant comes by, the “farmer” offers to chase the thief, if the merchant will guard the falcon and lend him his horse. The merchant pays him for helping, and the thief keeps the horse in addition. Cf. Type 1540. (2) A man defecates by the side of a road and covers the pile with his hat. When a priest comes by, the man explains that he has caught a beautiful bird. He sells the “bird” to the priest with the condition that he should not pick up the hat until the man is out of sight. After the man has left, the priest reaches under the hat to grasp the bird, and finds only a handful of feces . 
1529	Thief as Donkey (previously Thief Claims to have been Transformed into a Horse)	Thief as Donkey (previously Thief Claims to have been Transformed into a Horse). A clever thief (student, beggar, traveling monk) steals a donkey (horse, mule, ox, cow) that had been tied up (to a tree or hedge, behind a wagon) or saddled or yoked. He leaves his companion in place of the stolen animal. The companion convinces the owner (farmer, minister, pilgrim) that he had been turned into the animal as a punishment for his sins (for cursing his father or mother). The period of his punishment is now over and he has become human again . The owner of the animal believes this and lets him go free (and often apologizes for having beaten or insulted him, and gives him hospitality or money). The owner goes to buy a new donkey at the market, where he finds his old animal. Believing that this is his acquaintance, the owner reproaches him for having sinned again, and refuses to buy the animal. 
1529A*	The Exchange of Horses	The Exchange of Horses. This tale exists chiefly in two different forms: (1) A gentleman agrees to exchange his good horse for the poor horse of a farmer, provided the farmer will eat its dung. The farmer does so and discovers valuables in the dung. (2) A gentleman (Englishman) agrees to give a farmer (Russian) a cow (his fortune) if the farmer will eat a frog. The farmer succeeds in eating half, and offers the other half to the gentleman to eat if he wants to keep the cow (the Russian fulfills the condition but the Englishman cannot; so he does not get back his fortune). 
1529B*	Wolf-hunting Sheep	Wolf-hunting Sheep. A farmer sells a gentleman (pope) a sheep (goat) which supposedly hunts wolves. The wolves devour the sheep. 
152A*	The Wife Scalds the Wolf	The Wife Scalds the Wolf. At a signal from her husband, a wife scalds a wolf with boiling water. The next day, the man is attacked by the wolf. He escapes by shouting, “Pour, Catherine!” The wolf flees. 
152B*		
153	The Gelding of the Bear and the Fetching of Salve	The Gelding of the Bear and the Fetching of Salve. A man tells a bear that the horse is strong because it is gelded. The bear has the man geld him to make him strong . The next day the bear wants to geld the man. The man substitutes his wife  to pretend they have been already castrated. The bear is shocked by the “wound” of the woman and goes for salve. A fox guards the woman, but she drives him away with her farts. Cf. Type 1133. 
1530	Holding up the Rock	Holding up the Rock. A dupe puts his shoulder under a huge rock (tree, stationary animal) and pretends to hold it up. He persuades a passer-by (fool, shepherd) to take his place (so he can go and get a drink of water) and then runs away with the passer-by's horse (belongings, animals) . Cf. Types 9, 1528, and 1731. 
1530*	The Man and his Dogs	The Man and his Dogs. A man has two (three) dogs with peculiar names, e.g. “Shepherd” and “Get-the-Stick”. When the man calls his dogs, a thief (thieves) believes he has been discovered and will be beaten (caught) . He runs away. Cf. Types 883C, 1641. 
1531	Lord for a Day (previously The Man Thinks he has Been in Heaven)	Lord for a Day (previously The Man Thinks he has Been in Heaven). A rich man (ruler) orders that a drunken farmer (a merchant who has been drugged into sleep) be brought into his house. He dresses him in fine clothes and feeds him well (and lets him perform the rich man's duties). After a day (an hour, three years) the farmer is taken in his sleep back to his old house. He thinks he has been in heaven (has dreamed it all. He is no longer satisfied with his old position) . Cf. Types 944, 1313A*, 1526. 
1531A		
1531B		
1532	The Voice from the Grave	The Voice from the Grave. Two swindlers hear of a wealthy man who has died recently. One of them takes the dead man's place and is buried (hides near the grave). The other finds the relatives of the dead man and tells them that the man had borrowed a large amount of money from him. Asking that they repay the money, he suggests that they verify the debt by asking the dead man. They do so and the confederate answers from his hiding place that the debt must be paid . The swindler who takes the money goes away, leaving his confederate still buried in the ground. Cf. Type 1676. 
1533	The Wise Carving of the Fowl	The Wise Carving of the Fowl . This tale exists chiefly in two different forms: (1) A poor man (farmer, clever man) brings his master (ruler) a chicken (dove, goose, etc.) as a present. The master asks him to divide the bird appropriately among the members of his household. The poor man gives the master the head and his wife the neck, because the head and the neck belong together (the wife the rump, because she sits at home, or the heart). He gives the two sons the legs, because they work outside the house to support the household, and the two daughters the wings, because they will fly away. He takes the body for himself. The master rewards him well for his wisdom. Cf. Type 875. Sometimes the tale continues: A neighbor hears of the poor man's good fortune. He brings the master a present of five chickens along with rice. When he is asked to divide these appropriately he cannot do so, and he is beaten. (2) Sometimes as a conclusion to the version above: A master asks the poor man to divide (these) five chickens (other birds) among the members of his household. The poor man gives the master and his wife one bird, to make three. Likewise he gives one to the two sons and one to the two daughters. Finally he takes the last two for himself, to make another set of three. Cf. Type 1663. 
1533A	Hog's Head Divided According to Scripture	Hog's Head Divided According to Scripture. A clergyman, a sexton, and a schoolmaster (three students) want to divide a roasted pig (a pig's head) among themselves. The criterion for the division is their skill in quoting Scripture. The minister cuts off an ear and says, “So Peter cut off an ear from the servant of the high priest.” The sexton cuts the head off the pig (the second ear) and says, “So was the head of John the Baptist cut off” (“and they gave him a box on the ear”). The schoolmaster considers for a long time. Finally he spreads a cloth and puts the rest of the pig (head) on it and says, “And then they took the holy body away.” . In some variants, three monks find a single egg and agree that it should go to the one who gives the most appropriate quote from the Bible. The first says, “Purify it from the shell of falsehood.” The second says, “Sprinkle it with the salt of wisdom.” The third says, “Come in to praise the Lord!” and eats the egg. Cf. Type 1626. 
1533B	The Third Egg	The Third Egg. A farmer's son who is studying philosophy (medicine) has returned home. One day two eggs (fowls, pancakes) are served for dinner. In order to show off his education, he explains that these are not two but three: “This is one, that makes two, and together they are three.” His father refrains from contradicting him. He takes one egg for himself, gives the second to his wife, and invites his son to eat the third egg . 
1533C	The Clever Division of the Herd	The Clever Division of the Herd. A man (farmer, Turk, Arab) leaves his three sons (nephews, farmhands) a total of 17 cows (horses, camels, coins) to be divided as follows: the oldest son is to have half; the middle son, one third; and the youngest, one ninth. They are unable to solve this problem until a bystander adds one of his own animals to the herd. From 18 animals, each son can take his proper inheritance, and then the bystander takes his own animal back . 
1534	Series of Clever Unjust Decisions	Series of Clever Unjust Decisions. (The Decisions of Shemjaka.) A poor man (merchant, baker) causes a series of accidents: He pulls off the tail of a (borrowed) horse (one of two oxen that he has borrowed dies). The owner sues him. The poor man flees into a house and frightens (hits) a pregnant woman so that she miscarries. Or a woman invites him in out of the rain, and he sits on her sofa and accidentally kills her child. Her husband (the woman) sues him as well. Out of desperation, the poor man jumps from a high tower (bridge) and kills a passer-by , whose brother (other relative) sues him. The injured parties bring the poor man before a judge. The judge decides as follows : The poor man should keep the borrowed horse until its tail grows back. He should impregnate the mother with another child (and her husband should hit her again, to give her another miscarriage). Her husband rejects this settlement and withdraws his suit. (In some variants, he has to pay a fine to the poor man.) The brother (other relative) of the killed man should jump from the tower upon the poor man in order to kill him. He also withdraws his suit. (In some variants he also has to pay a fine to the poor man.). (The poor man leaves with the horse and his settlements.) Some variants have a frame tale: The judge persuades a baker (merchant) to give him a goose (duck) that belongs to someone else. He promises to protect him if the owner of the goose accuses him of theft. Then as above. Cf. Types 926C. 
1534A	The Innocent Man Condemned to Death (previously The Innocent Man Chosen to Fit the Stake [Noose])	The Innocent Man Condemned to Death (previously The Innocent Man Chosen to Fit the Stake [Noose]). A holy man and his disciple come to a city where the king and all his ministers are fools, and where all kinds of food are sold for the same price . The holy man leaves at once and warns his disciple to do so too, but the disciple stays despite the warning . A thief tries to break into a house at night but is killed when the wall collapses (he puts his eye out on a projecting stick). The householder is called before the king and sentenced to death (to have his eye put out). The householder, however, blames the mason who built the wall who, in turn, blames the man who supplied the mortar, etc. , until finally one man is found who is too stupid to find someone else to blame. He is condemned to death . The owner explains that he needs both his eyes for his work, but his neighbor, who is a hunter, needs only one. The hunter says he really needs both eyes, but his neighbor, who is a musician, always closes his eyes when he plays, etc. The king decrees that one of his eyes be put out. Cf. Type 978. The condemned man is too thin to fit the stake (noose). The disciple is chosen to be executed in his place . The holy man returns and announces that he has discovered that the next man to be executed will go directly to heaven . The king leaps upon the stake himself . Cf. Type 980*. 
1534A*	Barber Substituted for Smith at Execution	Barber Substituted for Smith at Execution. A smith commits a crime and is condemned to death. The villagers complain to the judge (mayor) that they cannot manage without the smith. They ask him to execute a barber instead, because they have two of those . 
1534B*		
1534C*		
1534D*	Sham Dumb Man Wins Suit	Sham Dumb Man Wins Suit. A trickster (farmer) (carrying a tall tree) calls to a (rich) man to get out of the way. The man refuses and the trickster overturns his wagon (tears his clothes). The rich man brings him before a magistrate. The trickster pretends to be mute (is too afraid to speak). The angry plaintif protests that the man is not dumb, and that he had given him a loud warning. Thus the plaintif loses his case, because he did not heed the man's warning . 
1534E*	Good Decision	Good Decision. Two men bring their argument before a judge. The judge hears one side of the case and decides that it is right. Then he hears the other side and decides that it too is right. When someone complains that both sides cannot be right, the judge says, “You are right too.” 
1534Z*	Other Absurd Decisions	Other Absurd Decisions. (Including the previous Types 1534B* and 1534C*.) Miscellaneous type with diverse variants. 
1535	The Rich and the Poor Farmer	The Rich and the Poor Farmer. (Unibos.) This tale often begins with one of the following episodes: (1) The family of a poor man (farmer) kills their only cow (two oxen) and uses all their flour to bake bread. They invite all the villagers to a big dinner. The family waits in vain for a return invitation from the guests. (2) A rich man kills his poor brother's only horse, and gives him its skin. Main part: The poor man goes to the city to sell the cowhide (oxhide, horsehide). During the night he discovers the innkeeper's wife with her lover and threatens to expose them. They bribe him not to tell. Or, a merchant believes that the poor man's sacks of refuse contain valuables. The merchant takes the sacks, and in return leaves his goods for the poor man. Back at home, the poor man tells his rich brother (the villagers) that he received all the money for the animal hide (the refuse). The brother (villagers) kills all his cattle in order to sell their hides, and impoverishes himself (tries to sell refuse and is beaten). In some variants the rich man is angry and tries to kill his brother, but instead he kills an old relative (dead man) who is lying in his place in bed. The poor man takes the corpse away, and convinces an innocent man that he killed the person. This man bribes the poor man not to tell. Then the poor man claims that he had sold the corpse. Cf. Types 1536C, 1537. The rich man kills all his relatives, hoping to sell their corpses. He is put in prison and set free after he serves his sentence. Still angry, he tries to drown his brother. The poor brother, confined in a sack (chest), finds a passer-by (shepherd, rich lord) who is willing to trade places with him. After this person has been thrown into the water, the poor man comes back to the village with the sheep (horse, riches) and claims he found them under the water. The jealous rich man (the villagers) jumps into the water and drowns. Cf. Types 1539, 1737. 
1536	Disposing of the Corpse	Disposing of the Corpse. The motif of having to get rid of a corpse  appears in a series of different narratives. It has different results depending on its situation in the tale. This type combines episodes particularly from types 1536A and 1537. 
1536A	The Woman in the Chest	The Woman in the Chest. A poor brother (neighbor, sexton) steals a hog (cow, food) from his rich brother (neighbor, clergyman). The rich man suspects his brother, but wants to be certain, so he hides his mother-in-law (mother, wife, cook) in a chest (cupboard) in his brother's house to spy. Cf. Type 1360C. The woman confirms the rich man's suspicion and cries out (curses, makes noise). The poor brother opens the chest, strangles the woman (kills her in some other way), and puts some food (cheese, meat, sausage, bread) in her mouth. The rich brother opens the chest, sees that the woman is dead, and thinks she has suffocated. He wants to keep her death secret and bribes the poor brother not to tell any one and to bury her. Later, the poor brother digs her up at night (keeping some of her valuables) and sets her body at his brother's door, where it falls over when the door is opened in the morning. The rich brother thinks the corpse has returned to haunt him . Cf. Type 1537. He pays his poor brother more money to bury the corpse again (often three or four times), but it turns up in the barn, close to the well, on a foal that follows the rich man, etc. The poor man gets so much money (cattle, provisions) for reburying the body that he becomes as rich as (richer than) his brother. 
1536B	The Three Hunchback Brothers Drowned	The Three Hunchback Brothers Drowned. There are two parts to this tale. The first part exists in two forms, but the second part is largely the same. (1) Three hunchbacked musicians are asked by the wife of another hunchbacked man to play some music. (One of the three hunchbacked brothers marries a rich widow, and his poor brothers visit her uninvited.) The husband unexpectedly comes home. The musicians hide in a chest (oven, cellar), where they die  (kill each other). (2) Three monks (clergymen, knights, students) court a beautiful woman. On the advice of her husband, she invites them to visit her. The visit of the first lover is interrupted by that of the second, etc. , and they hide in a chest (oven, cellar). The third lover hides when the husband arrives. The husband kills them in their hiding place . Cf. Type 1730. A drunken man (stupid farmhand, farmer, porter, undertaker, beggar, soldier, the devil) is employed to dump one of the dead bodies into the river (to bury it). When he returns, he finds the second body in the same place as if it had come back from the dead, and then the third. After he gets rid of all three bodies, he meets the hunchbacked husband (another monk, clergyman, knight) and, thinking that this is another revenant, kills him and dumps him into the river (buries him) also. Cf. Type 1537. 
1536C	The Murdered Lover	The Murdered Lover. A woman wants to meet her lover without her husband's knowledge. She asks a neighbor (God, saint) for advice, and is told (by her husband hiding in the church or behind the saint's picture) that she should give her husband a particular food that will make him blind (and deaf). She does so and he pretends to be blind. When the wife receives her lover, her husband finds an opportunity to kill him (and puts some food in his mouth to make it look as if he choked on it). Cf. Type 1380. The husband brings the body of the lover back home (to a shop, inn) and asks in a disguised voice if he may come in. The wife (the shopkeeper) thinks her husband (a drunk) is at the door, and tells him to spend the night with his mistress (to go home). The woman refuses to open the door even when the man says he will die (hang himself). The husband leans the corpse against the door (hangs it on the door). In some variants the woman (repeatedly) has the body delivered to another place where it is “killed” again by someone else (thief, etc.). Cf. Types 1535, 1537. 
1537	The Corpse Killed Five Times	The Corpse Killed Five Times. A certain woman's lover (often a clergyman or a monk) is killed by her angry husband, or a man (clergyman, occasionally a woman) is killed by accident (on purpose, is murdered). The wife (married couple, bystanders, murderer) secretly leaves the body by the neighbors' door. The neighbor thinks it is a robber (adulterer) and “kills” it again. To cover up this murder, the neighbor takes the body to a monastery (and puts it in the abbot's room, or on a toilet), where it is “killed” again because it will not speak . This “murderer” puts the body into a sack and throws it into the river. Fishermen find it and hang it in a shop (put it in a boat or on a sledge, or tie it on a horse and drive it into a field or into a crockery shop), and the shopkeeper “kills”' it again . Cf. Type 1536C. Often the trickster (the first murderer) blackmails the subsequent “murderers” for not exposing their “murders”. Cf. Type 1536A. 
1537*	Corpse's Legs Left	Corpse's Legs Left. A soldier finds a corpse and cuts off its legs. He stays overnight with a rich farmer, and goes away early the next morning leaving the legs. A comrade of the soldier accuses the farmer of murder and blackmails him . 
1538	The Revenge of the Cheated Man (previously The Youth Cheated in Selling Oxen)	The Revenge of the Cheated Man (previously The Youth Cheated in Selling Oxen). A youth (farmer, fool) goes to the market to sell cattle (fowl, eggs). On the way he meets a trickster (monk, robber, landlord, judge) who convinces him that his cattle are not worth very much. He sells (is compelled to sell) them for a very low price . Cf. Type 1551. The youth resolves to revenge himself on the trickster. He disguises himself as a beggar-woman (bride, carpenter, woodcutter, builder) and tricks him so that the trickster lets himself be tied to a tree  and the youth is able to beat him. The trickster goes to get medical help. The youth disguises himself as a doctor and beats him again (in a monastery, bathhouse, robbers' den) . In the end the youth takes his cattle back and also gets some money. In some variants, instead of one trickster, the youth takes revenge on many (seven, twelve, forty). 
1538*	The Jester as Bride	The Jester as Bride. A witty fellow (trickster) dresses himself in his sister's clothes and works as a servant girl (employee) to a clergyman (master). The son of a rich man (mayor) choses him as his bride and prefers him to the priest's daughters, because only he is able to pass a test of feminity (is the cleverest of the girls). On the wedding night a rope is tied to the “bride”s' leg. He frees himself, ties a goat (ram) to the end of the rope, and goes away. Then he returns wearing his own clothes and demands compensation for his sister's having been turned into a goat. In some variants the bridegroom discovers that his bride is a man and leaves town. The groom's parents bribe the “servant girl” not to tell what happened. Cf. Type 1542. 
1539	Cleverness and Gullibility	Cleverness and Gullibility. Three students (butchers, rascals) convince a farmer (fool, trickster) that his cow (donkey, mule, ox) is a goat (hen, donkey), so he sells the animal cheaply . (In variants from southern and eastern Europe, the farmer is persuaded to cut off the animal's horns, ears, and tail in order to get a better price.) The farmer pays in advance at three inns and invites the students to eat with him. Instead of paying, he turns his hat around three times (hits it on the table, throws it on the floor, rings a bell), and the innkeeper says that the bill has been settled. The students buy the hat for a high price. When they try to use it, they discover the trick . (Variants from central Europe end here.) When the students come back for revenge, the farmer pretends to be dead. His wife (occasionally the students) revives him with a stick . (Or, the farmer ties a skin filled with blood under his wife's clothes and pretends to kill her.) He revives her with a “magic wand” (flute, violin, knife), which he sells to the students. The students kill their wives (mothers) but cannot revive them. They put the farmer into a sack (cask) to be drowned, but he trades places with a herdsman who comes by. By pretending to have found the herd of cattle on the bottom of the sea, the farmer induces his greedy adversaries to jump into the water. Cf. Type 1535. In variants from southern and eastern Europe, after the introduction in which the animal is mutilated, the farmer puts coins in the anus of his donkey (horse, cow) or mixes them with its dung. He sells the animal as a gold-producer  (and says that the animal must remain in its stall for two weeks or forty days. The animal dies.). In some versions, the farmer sells his adversaries supposedly-wonderful objects, e.g. a messenger rabbit , a pot that cooks by itself , a pick that locates gold, a rifle that always hits its mark, or a self-propelled sled. Or the farmer promises to teach them to speak Latin and cuts their tongues off . Some variants end with the farmer buried alive. When his adversaries come to rob the grave, he brands them  or cuts off their genitals (noses). 
1539A*	Closing Up the Wine Cask	Closing Up the Wine Cask. A master (landlord) makes up a pretext to send a boy (a farmer) who has offended him to the wine cellar, where the servant is supposed to give him a beating. When the boy sees the servant, he pulls the bung out of the wine cask so that the servant has to use his thumb to close it up. The boy beats him up and runs away, taking bacon (sausage), bread, and a jug of wine with him. Cf. Type 921D*. In some variants, a guest tries to cheat an innkeeper (leaves without paying his bill) who has boasted to him that such a thing had never happened to her. He tells her that he can draw both red and white (any kind of) wine from the same cask. He bores two holes in one cask and tells her to stop them with her thumbs while he goes upstairs to get a glass (some glasses). He leaves and does not come back, so the innkeeper has to wait until her husband comes to rescue her. 
154	The Fox and His Members (previously “Bear-food”)	The Fox and His Members (previously “Bear-food”). (Including the previous Type 160B*.) A man in anger calls his horse “bear-food”. A bear comes and threatens to eat the horse . A fox agrees to help the man against the bear in return for geese. The fox goes into the forest and imitates the barking of dogs. The bear is intimidated and killed. The man pretends to go for the geese but instead brings dogs back in his bag . The dogs chase the fox to his hole. Here the fox asks his feet, eyes, ears, and tail how they helped him in his flight. His tail admits that it did not help. As a punishment the fox sticks out his tail and is attacked by dogs . In some variants a hare asks his members about their help in his flight . (Previously Type 160B*.) 
1540	The Student from Paradise (Paris)	The Student from Paradise (Paris). A student (beggar, traveler, clergyman) tells a (foolish) woman that he comes from Paris. She understands this to be Paradise. (Or, he sings, “I come from heaven,” or says he comes from the beyond or is a messenger from hell). The wife tells him that her husband (son) died shortly before. The student claims to have met him in paradise (hell) and tells her that her husband needs certain things. The wife gives the student money (clothes, food, horse, etc.) to take to her husband . The oldest son (brother-in-law, husband) goes after the trickster to retrieve the money. The trickster steals his horse (the son runs his own horse to death) . Cf. Type 1540A*. 
1540A*	Lady Sends Pig as Wedding Hostess	Lady Sends Pig as Wedding Hostess. A trickster (farmer) tells a foolish woman (lady) that he has come to invite her hog to a wedding. She puts a gold necklace on the hog and lets him take it. (She also gives him a horse and coach to transport the animal.) In some variants her husband sets out after the man hoping to retrieve the hog. The trickster manages to steal his horse . Cf. Type 1540. 
1541	For the Long Winter	For the Long Winter. A man (farmer) has accumulated a store of provisions (saved some money, good clothing, or a sausage). His stupid wife reproaches him with this, and he says that it is for the long winter (spring, emergencies, a good day). Later, when he is away, a trickster (beggar) comes to the woman and says (in answer to her question) that he is the long winter. (He greets her with “Good day,” and she thinks that is his name.) The wife gives him the provisions . Cf. Types 1385*, 1463A*, and 1700. 
1541**	The Student Betrays the Shoemakers	The Student Betrays the Shoemakers. A student (Gypsy) orders the same kind of new shoes (boots) from two shoemakers. He tries on those of the first shoemaker and says that the left shoe needs adjustment, and keeps the right shoe. He goes to the second shoemaker and says that the right shoe needs adjustment, and keeps the left. He leaves town with one shoe from each shoemaker, without having paid for them. 
1541***	“Today for Money, Tomorrow for None” (previously “Today for Money, Tomorrow for Money”)	“Today for Money, Tomorrow for None” (previously “Today for Money, Tomorrow for Money”). A barber (innkeeper) hangs out a sign, “Today for money, tomorrow for none,” meaning that the shop is about to go out of business. Customers wait a day and think, they will not have to pay. The proprietor throws them out. 
1542	The Clever Boy	The Clever Boy. (Including the previous Type 1542A.) The king challenges the trickster Peik (Eulenspiegel, Abū Nuwās, Aldar Iwan, Nasreddin Hodja, Toba, etc.) to play a trick on him. Peik borrows the king's horse to go home and get his fooling sticks (book of lies, trickster's secrets). Instead of coming back, he sells the horse . (Previously Type 1542A.) Cf. Type 1525B. When next he meets the king, Peik sells the king a cooking pot that is supposed to cook without fire . Later, Peik pretends to stab his sister, who has hidden a blood-filled bladder under her clothes. He “revives” her with a supposedly-magic flute, which he sells to the king . Cf. Type 1539. The king kills one of his daughters but cannot revive her with the flute . Peik wears his sister's clothes and is engaged as a lady-in-waiting in the king's court. A prince wants to marry him, but Peik flees on the wedding night. (He is found to be responsible for the pregnancy of the princess ). Cf. Type 1538*. Peik is sentenced to death and is to be drowned in a sack (cask). He tricks someone else into taking his place . The king forgives Peik and makes him his son-in-law . Cf. Types 1535, 1539. 
