type_id,ref_term,category,subcategory,confidence
1354,German,linguistic,language,0.9
1354,Hungarian,linguistic,language,0.9
1354,Indian,geographic,country,0.9
1354,Irish,unknown,unclassified,0.1
1354,Italian,linguistic,language,0.9
1354,Jewish,religious,religion,0.9
1354,Latvian,geographic,country,0.9
1354,Lithuanian,geographic,country,0.9
1354,Maltese,unknown,unclassified,0.1
1354,Polish,linguistic,language,0.9
1354,Portuguese,linguistic,language,0.9
1354,Rumanian,unknown,unclassified,0.1
1354,Russian,geographic,country,0.9
1354,Serbian,geographic,country,0.9
1354,Slovakian,geographic,country,0.9
1354,South African,geographic,region,0.8
1354,Spanish,linguistic,language,0.9
1354,Swiss,unknown,unclassified,0.1
1354,Turkish,linguistic,language,0.9
1354,Ukrainian,unknown,unclassified,0.1
1354,US-American,geographic,region,0.8
1355,Chilean,geographic,country,0.9
1355,Greek,linguistic,language,0.9
1355,Hungarian,linguistic,language,0.9
1355,Indian,geographic,country,0.9
1355,Irish,unknown,unclassified,0.1
1355,Italian,linguistic,language,0.9
1355,Jewish,religious,religion,0.9
1355,Portuguese,linguistic,language,0.9
1355,Syrjanian,unknown,unclassified,0.1
1355A,Brazilian,geographic,country,0.9
1355A,Bulgarian,geographic,country,0.9
1355A,Egyptian,geographic,country,0.9
1355A,French,linguistic,language,0.9
1355A,German,linguistic,language,0.9
1355A,Greek,linguistic,language,0.9
1355A,Italian,linguistic,language,0.9
1355A,Lithuanian,geographic,country,0.9
1355A,Rumanian,unknown,unclassified,0.1
1355A,Slovakian,geographic,country,0.9
1355A,Ukrainian,unknown,unclassified,0.1
1355A,US-American,geographic,region,0.8
1355B,Catalan,unknown,unclassified,0.1
1355B,Chinese,linguistic,language,0.9
1355B,Egyptian,geographic,country,0.9
1355B,English,linguistic,language,0.9
1355B,Estonian,geographic,country,0.9
1355B,Finnish,linguistic,language,0.9
1355B,French,linguistic,language,0.9
1355B,Frisian,unknown,unclassified,0.1
1355B,German,linguistic,language,0.9
1355B,Greek,linguistic,language,0.9
1355B,Hungarian,linguistic,language,0.9
1355B,Indian,geographic,country,0.9
1355B,Iraqi,geographic,country,0.9
1355B,Irish,unknown,unclassified,0.1
1355B,Italian,linguistic,language,0.9
1355B,Jewish,religious,religion,0.9
1355B,Latvian,geographic,country,0.9
1355B,Lithuanian,geographic,country,0.9
1355B,Portuguese,linguistic,language,0.9
1355B,Rumanian,unknown,unclassified,0.1
1355B,Russian,geographic,country,0.9
1355B,Serbian,geographic,country,0.9
1355B,Spanish,linguistic,language,0.9
1355B,Ukrainian,unknown,unclassified,0.1
1355B,US-American,geographic,region,0.8
1355B,Vietnamese,geographic,country,0.9
1355C,Austrian,geographic,country,0.9
1355C,Byelorussian,geographic,country,0.9
1355C,Danish,linguistic,language,0.9
1355C,Dutch,linguistic,language,0.9
1355C,English,linguistic,language,0.9
1355C,Estonian,geographic,country,0.9
1355C,Finnish,linguistic,language,0.9
1355C,Flemish,unknown,unclassified,0.1
1355C,French,linguistic,language,0.9
1355C,Frisian,unknown,unclassified,0.1
1355C,German,linguistic,language,0.9
1355C,Greek,linguistic,language,0.9
1355C,Gypsy,ethnic_tribal,group,0.7
1355C,Hungarian,linguistic,language,0.9
1355C,Italian,linguistic,language,0.9
1355C,Latvian,geographic,country,0.9
1355C,Livonian,unknown,unclassified,0.1
1355C,Lydian,unknown,unclassified,0.1
1355C,Mexican,unknown,unclassified,0.1
1355C,Polish,linguistic,language,0.9
1355C,Portuguese,linguistic,language,0.9
1355C,Qatar,unknown,unclassified,0.1
1355C,Rumanian,unknown,unclassified,0.1
1355C,Russian,geographic,country,0.9
1355C,Serbian,geographic,country,0.9
1355C,Siberian,geographic,region,0.8
1355C,Ukrainian,unknown,unclassified,0.1
1355C,Wotian,unknown,unclassified,0.1
1357*,Australian,geographic,country,0.9
1357*,Bulgarian,geographic,country,0.9
1357*,Byelorussian,geographic,country,0.9
1357*,Finnish,linguistic,language,0.9
1357*,Frisian,unknown,unclassified,0.1
1357*,German,linguistic,language,0.9
1357*,Greek,linguistic,language,0.9
1357*,Jewish,religious,religion,0.9
1357*,Macedonian,unknown,unclassified,0.1
1357*,Portuguese,linguistic,language,0.9
1357*,Russian,geographic,country,0.9
1357*,US-American,geographic,region,0.8
1358,Bulgarian,geographic,country,0.9
1358,Chinese,linguistic,language,0.9
1358,Danish,linguistic,language,0.9
1358,Egyptian,geographic,country,0.9
1358,English,linguistic,language,0.9
1358,Flemish,unknown,unclassified,0.1
1358,German,linguistic,language,0.9
1358,Italian,linguistic,language,0.9
1358,Latvian,geographic,country,0.9
1358,Lithuanian,geographic,country,0.9
1358,Portuguese,linguistic,language,0.9
1358,Qatar,unknown,unclassified,0.1
1358,Russian,geographic,country,0.9
1358,Saudi Arabian,unknown,unclassified,0.1
1358,Serbian,geographic,country,0.9
1358,Somalian,geographic,country,0.9
1358,Spanish,linguistic,language,0.9
1358*,Bulgarian,geographic,country,0.9
1358*,Egyptian,geographic,country,0.9
1358*,Finnish,linguistic,language,0.9
1358*,French,linguistic,language,0.9
1358*,German,linguistic,language,0.9
1358*,Greek,linguistic,language,0.9
1358*,Jewish,religious,religion,0.9
1358*,Rumanian,unknown,unclassified,0.1
1358A,Bulgarian,geographic,country,0.9
1358A,Byelorussian,geographic,country,0.9
1358A,Cheremis/Mari,unknown,unclassified,0.1
1358A,Danish,linguistic,language,0.9
1358A,Egyptian,geographic,country,0.9
1358A,English,linguistic,language,0.9
1358A,Estonian,geographic,country,0.9
1358A,Faeroese,unknown,unclassified,0.1
1358A,Finnish,linguistic,language,0.9
1358A,German,linguistic,language,0.9
1358A,Greek,linguistic,language,0.9
1358A,Gypsy,ethnic_tribal,group,0.7
1358A,Hungarian,linguistic,language,0.9
1358A,Iraqi,geographic,country,0.9
1358A,Japanese,geographic,country,0.9
1358A,Jewish,religious,religion,0.9
1358A,Latvian,geographic,country,0.9
1358A,Lithuanian,geographic,country,0.9
1358A,Mordvinian,unknown,unclassified,0.1
1358A,Portuguese,linguistic,language,0.9
1358A,Russian,geographic,country,0.9
1358A,Serbian,geographic,country,0.9
1358A,Siberian,geographic,region,0.8
1358A,Slovakian,geographic,country,0.9
1358A,Spanish,linguistic,language,0.9
1358A,Ukrainian,unknown,unclassified,0.1
1358A,US-American,geographic,region,0.8
1358A,Wepsian,unknown,unclassified,0.1
1358B,Bulgarian,geographic,country,0.9
1358B,Cambodian,geographic,country,0.9
1358B,Cameroon,unknown,unclassified,0.1
1358B,Cheremis/Mari,unknown,unclassified,0.1
1358B,Chilean,geographic,country,0.9
1358B,Danish,linguistic,language,0.9
1358B,Dutch,linguistic,language,0.9
1358B,Egyptian,geographic,country,0.9
1358B,English,linguistic,language,0.9
1358B,Estonian,geographic,country,0.9
1358B,Ethiopian,geographic,country,0.9
1358B,Finnish,linguistic,language,0.9
1358B,French,linguistic,language,0.9
1358B,Frisian,unknown,unclassified,0.1
1358B,German,linguistic,language,0.9
1358B,Greek,linguistic,language,0.9
1358B,Indian,geographic,country,0.9
1358B,Iraqi,geographic,country,0.9
1358B,Italian,linguistic,language,0.9
1358B,Japanese,geographic,country,0.9
1358B,Jewish,religious,religion,0.9
1358B,Latvian,geographic,country,0.9
1358B,Macedonian,unknown,unclassified,0.1
1358B,Nepalese,geographic,country,0.9
1358B,Nigerian,geographic,country,0.9
1358B,Panamanian,unknown,unclassified,0.1
1358B,Portuguese,linguistic,language,0.9
1358B,Rumanian,unknown,unclassified,0.1
1358B,Russian,geographic,country,0.9
1358B,Slovakian,geographic,country,0.9
1358B,Somalian,geographic,country,0.9
1358B,Sudanese,geographic,country,0.9
1358B,Ukrainian,unknown,unclassified,0.1
1358B,US-American,geographic,region,0.8
1358C,Algerian,geographic,country,0.9
1358C,Brazilian,geographic,country,0.9
1358C,Bulgarian,geographic,country,0.9
1358C,Byelorussian,geographic,country,0.9
1358C,Catalan,unknown,unclassified,0.1
1358C,Cheremis/Mari,unknown,unclassified,0.1
1358C,Chinese,linguistic,language,0.9
1358C,Croatian,geographic,country,0.9
1358C,Danish,linguistic,language,0.9
1358C,Dutch,linguistic,language,0.9
1358C,Egyptian,geographic,country,0.9
1358C,English,linguistic,language,0.9
1358C,Finnish,linguistic,language,0.9
1358C,French,linguistic,language,0.9
1358C,Frisian,unknown,unclassified,0.1
1358C,Georgian,geographic,country,0.9
1358C,German,linguistic,language,0.9
1358C,Greek,linguistic,language,0.9
1358C,Gypsy,ethnic_tribal,group,0.7
1358C,Hungarian,linguistic,language,0.9
1358C,Indian,geographic,country,0.9
1358C,Iranian,geographic,country,0.9
1358C,Iraqi,geographic,country,0.9
1358C,Irish,unknown,unclassified,0.1
1358C,Italian,linguistic,language,0.9
1358C,Jewish,religious,religion,0.9
1358C,Kara-Kalpak,unknown,unclassified,0.1
1358C,Latvian,geographic,country,0.9
1358C,Lithuanian,geographic,country,0.9
1358C,Palestinian,unknown,unclassified,0.1
1358C,Polish,linguistic,language,0.9
1358C,Portuguese,linguistic,language,0.9
1358C,Qatar,unknown,unclassified,0.1
1358C,Rumanian,unknown,unclassified,0.1
1358C,Russian,geographic,country,0.9
1358C,Saudi Arabian,unknown,unclassified,0.1
1358C,Slovakian,geographic,country,0.9
1358C,Sudanese,geographic,country,0.9
1358C,Syrian,geographic,country,0.9
1358C,Turkish,linguistic,language,0.9
1358C,Ukrainian,unknown,unclassified,0.1
1359,Bulgarian,geographic,country,0.9
1359,Byelorussian,geographic,country,0.9
1359,Egyptian,geographic,country,0.9
1359,English,linguistic,language,0.9
1359,German,linguistic,language,0.9
1359,Greek,linguistic,language,0.9
1359,Hungarian,linguistic,language,0.9
1359,Italian,linguistic,language,0.9
1359,Jewish,religious,religion,0.9
1359,Latvian,geographic,country,0.9
1359,Palestinian,unknown,unclassified,0.1
1359,Polish,linguistic,language,0.9
1359,Portuguese,linguistic,language,0.9
1359,Russian,geographic,country,0.9
1359,Slovakian,geographic,country,0.9
1359,Spanish,linguistic,language,0.9
1359,Tunisian,unknown,unclassified,0.1
1359A,African American,geographic,region,0.8
1359A,Algerian,geographic,country,0.9
1359A,Bulgarian,geographic,country,0.9
1359A,Cheremis/Mari,unknown,unclassified,0.1
1359A,Danish,linguistic,language,0.9
1359A,Egyptian,geographic,country,0.9
1359A,Estonian,geographic,country,0.9
1359A,Finnish,linguistic,language,0.9
1359A,German,linguistic,language,0.9
1359A,Iraqi,geographic,country,0.9
1359A,Italian,linguistic,language,0.9
1359A,Karelian,unknown,unclassified,0.1
1359A,Latvian,geographic,country,0.9
1359A,Lithuanian,geographic,country,0.9
1359A,Palestinian,unknown,unclassified,0.1
1359A,Portuguese,linguistic,language,0.9
1359A,Rumanian,unknown,unclassified,0.1
1359A,Saudi Arabian,unknown,unclassified,0.1
1359A,Swedish,linguistic,language,0.9
1359A,Syrian,geographic,country,0.9
1359A,Syrjanian,unknown,unclassified,0.1
1359A,Tatar,unknown,unclassified,0.1
1359A,Ukrainian,unknown,unclassified,0.1
1359B,Bulgarian,geographic,country,0.9
1359B,Central African,geographic,region,0.8
1359B,Egyptian,geographic,country,0.9
1359B,English,linguistic,language,0.9
1359B,Flemish,unknown,unclassified,0.1
1359B,German,linguistic,language,0.9
1359B,Italian,linguistic,language,0.9
1359B,Latvian,geographic,country,0.9
1359B,Lithuanian,geographic,country,0.9
1359B,Mayan,unknown,unclassified,0.1
1359B,Palestinian,unknown,unclassified,0.1
1359B,Portuguese,linguistic,language,0.9
1359B,Rumanian,unknown,unclassified,0.1
1359B,Slovakian,geographic,country,0.9
1359B,Syrian,geographic,country,0.9
1359B,Wepsian,unknown,unclassified,0.1
1359B,Yemenite,unknown,unclassified,0.1
1359C,African American,geographic,region,0.8
1359C,Austrian,geographic,country,0.9
1359C,Bosnian,unknown,unclassified,0.1
1359C,Bulgarian,geographic,country,0.9
1359C,Byelorussian,geographic,country,0.9
1359C,Chinese,linguistic,language,0.9
1359C,Czech,geographic,country,0.9
1359C,Egyptian,geographic,country,0.9
1359C,English,linguistic,language,0.9
1359C,Estonian,geographic,country,0.9
1359C,Flemish,unknown,unclassified,0.1
1359C,French,linguistic,language,0.9
1359C,Frisian,unknown,unclassified,0.1
1359C,German,linguistic,language,0.9
1359C,Indian,geographic,country,0.9
1359C,Irish,unknown,unclassified,0.1
1359C,Italian,linguistic,language,0.9
1359C,Karelian,unknown,unclassified,0.1
1359C,Latvian,geographic,country,0.9
1359C,Lithuanian,geographic,country,0.9
1359C,Palestinian,unknown,unclassified,0.1
1359C,Polish,linguistic,language,0.9
1359C,Russian,geographic,country,0.9
1359C,Siberian,geographic,region,0.8
1359C,Spanish,linguistic,language,0.9
1359C,Sudanese,geographic,country,0.9
1359C,Ukrainian,unknown,unclassified,0.1
1359C,US-American,geographic,region,0.8
135A*,Abkhaz,unknown,unclassified,0.1
135A*,Argentine,unknown,unclassified,0.1
135A*,Catalan,unknown,unclassified,0.1
135A*,Portuguese,linguistic,language,0.9
135A*,Spanish,linguistic,language,0.9
136,Algerian,geographic,country,0.9
136,Catalan,unknown,unclassified,0.1
136,Egyptian,geographic,country,0.9
136,French,linguistic,language,0.9
136,Indian,geographic,country,0.9
136,Iraqi,geographic,country,0.9
136,North American Indian,geographic,country,0.9
136,Palestinian,unknown,unclassified,0.1
136,Persian Gulf,linguistic,language,0.9
136,Qatar,unknown,unclassified,0.1
136,Tanzanian,unknown,unclassified,0.1
136,Walloon,unknown,unclassified,0.1
1360,Byelorussian,geographic,country,0.9
1360,Danish,linguistic,language,0.9
1360,English,linguistic,language,0.9
1360,Finnish,linguistic,language,0.9
1360,French,linguistic,language,0.9
1360,Frisian,unknown,unclassified,0.1
1360,Hungarian,linguistic,language,0.9
1360,Italian,linguistic,language,0.9
1360,Jewish,religious,religion,0.9
1360,Karelian,unknown,unclassified,0.1
1360,Latvian,geographic,country,0.9
1360,Russian,geographic,country,0.9
1360,South African,geographic,region,0.8
1360,Swedish,linguistic,language,0.9
1360B,Abkhaz,unknown,unclassified,0.1
1360B,African American,geographic,region,0.8
1360B,Byelorussian,geographic,country,0.9
1360B,Cheremis/Mari,unknown,unclassified,0.1
1360B,Croatian,geographic,country,0.9
1360B,Dutch,linguistic,language,0.9
1360B,Egyptian,geographic,country,0.9
1360B,Estonian,geographic,country,0.9
1360B,Finnish,linguistic,language,0.9
1360B,Greek,linguistic,language,0.9
1360B,Irish,unknown,unclassified,0.1
1360B,Japanese,geographic,country,0.9
1360B,Karelian,unknown,unclassified,0.1
1360B,Latvian,geographic,country,0.9
1360B,Norwegian,linguistic,language,0.9
1360B,Palestinian,unknown,unclassified,0.1
1360B,Siberian,geographic,region,0.8
1360B,Swedish,linguistic,language,0.9
1360B,Syrian,geographic,country,0.9
1360B,Turkish,linguistic,language,0.9
1360B,Ukrainian,unknown,unclassified,0.1
1360B,Votyak,unknown,unclassified,0.1
1360B,Wotian,unknown,unclassified,0.1
1360C,Bulgarian,geographic,country,0.9
1360C,Byelorussian,geographic,country,0.9
1360C,Chinese,linguistic,language,0.9
1360C,Cuban,unknown,unclassified,0.1
1360C,Czech,geographic,country,0.9
1360C,Danish,linguistic,language,0.9
1360C,Dutch,linguistic,language,0.9
1360C,Egyptian,geographic,country,0.9
1360C,English,linguistic,language,0.9
1360C,Estonian,geographic,country,0.9
1360C,Flemish,unknown,unclassified,0.1
1360C,French,linguistic,language,0.9
1360C,Frisian,unknown,unclassified,0.1
1360C,Georgian,geographic,country,0.9
1360C,German,linguistic,language,0.9
1360C,Greek,linguistic,language,0.9
1360C,Gypsy,ethnic_tribal,group,0.7
1360C,Hungarian,linguistic,language,0.9
1360C,Indian,geographic,country,0.9
1360C,Iranian,geographic,country,0.9
1360C,Iraqi,geographic,country,0.9
1360C,Irish,unknown,unclassified,0.1
1360C,Italian,linguistic,language,0.9
1360C,Japanese,geographic,country,0.9
1360C,Jewish,religious,religion,0.9
1360C,Karelian,unknown,unclassified,0.1
1360C,Latvian,geographic,country,0.9
1360C,Lithuanian,geographic,country,0.9
1360C,Livonian,unknown,unclassified,0.1
1360C,Maltese,unknown,unclassified,0.1
1360C,Mongolian,geographic,country,0.9
1360C,Norwegian,linguistic,language,0.9
1360C,Palestinian,unknown,unclassified,0.1
1360C,Panamanian,unknown,unclassified,0.1
1360C,Polish,linguistic,language,0.9
1360C,Portuguese,linguistic,language,0.9
1360C,Qatar,unknown,unclassified,0.1
1360C,Rumanian,unknown,unclassified,0.1
1360C,Russian,geographic,country,0.9
1360C,Saudi Arabian,unknown,unclassified,0.1
1360C,Serbian,geographic,country,0.9
1360C,Siberian,geographic,region,0.8
1360C,Spanish,linguistic,language,0.9
1360C,Sri Lankan,unknown,unclassified,0.1
1360C,Sudanese,geographic,country,0.9
1360C,Swedish,linguistic,language,0.9
1360C,Tunisian,unknown,unclassified,0.1
1360C,Turkish,linguistic,language,0.9
1360C,Ukrainian,unknown,unclassified,0.1
1360C,US-American,geographic,region,0.8
1360C,West Indies,unknown,unclassified,0.1
1360C,Yemenite,unknown,unclassified,0.1
1361,Austrian,geographic,country,0.9
1361,Chinese,linguistic,language,0.9
1361,Danish,linguistic,language,0.9
1361,Dutch,linguistic,language,0.9
1361,Finnish,linguistic,language,0.9
1361,Flemish,unknown,unclassified,0.1
1361,Frisian,unknown,unclassified,0.1
1361,German,linguistic,language,0.9
1361,Greek,linguistic,language,0.9
1361,Gypsy,ethnic_tribal,group,0.7
1361,Hungarian,linguistic,language,0.9
1361,Irish,unknown,unclassified,0.1
1361,Latvian,geographic,country,0.9
1361,Lithuanian,geographic,country,0.9
1361,Livonian,unknown,unclassified,0.1
1361,Norwegian,linguistic,language,0.9
1361,Russian,geographic,country,0.9
1361,Spanish,linguistic,language,0.9
1361,Turkish,linguistic,language,0.9
1361,Ukrainian,unknown,unclassified,0.1
1361,US-American,geographic,region,0.8
1361,Wepsian,unknown,unclassified,0.1
1361,West Indies,unknown,unclassified,0.1
1362,Catalan,unknown,unclassified,0.1
1362,Czech,geographic,country,0.9
1362,English,linguistic,language,0.9
1362,Finnish,linguistic,language,0.9
1362,French,linguistic,language,0.9
1362,German,linguistic,language,0.9
1362,Hungarian,linguistic,language,0.9
1362,Icelandic,geographic,country,0.9
1362,Italian,linguistic,language,0.9
1362,Karelian,unknown,unclassified,0.1
1362,Portuguese,linguistic,language,0.9
1362,Russian,geographic,country,0.9
1362,Spanish,linguistic,language,0.9
1362,Swiss,unknown,unclassified,0.1
1362A*,African American,geographic,region,0.8
1362A*,Bulgarian,geographic,country,0.9
1362A*,Egyptian,geographic,country,0.9
1362A*,Greek,linguistic,language,0.9
1362A*,Latvian,geographic,country,0.9
1362A*,Macedonian,unknown,unclassified,0.1
1362A*,Palestinian,unknown,unclassified,0.1
1362A*,Polish,linguistic,language,0.9
1362A*,Rumanian,unknown,unclassified,0.1
1362A*,Spanish,linguistic,language,0.9
1362A*,Ukrainian,unknown,unclassified,0.1
1362A*,US-American,geographic,region,0.8
1363,Danish,linguistic,language,0.9
1363,Dominican,unknown,unclassified,0.1
1363,Dutch,linguistic,language,0.9
1363,English,linguistic,language,0.9
1363,Greek,linguistic,language,0.9
1363,Hungarian,linguistic,language,0.9
1363,Irish,unknown,unclassified,0.1
1363,Lappish,unknown,unclassified,0.1
1363,Puerto Rican,unknown,unclassified,0.1
1363,Serbian,geographic,country,0.9
1363,Spanish,linguistic,language,0.9
1363,US-American,geographic,region,0.8
1364,Algerian,geographic,country,0.9
1364,Aramaic,unknown,unclassified,0.1
1364,Cheremis/Mari,unknown,unclassified,0.1
1364,Chilean,geographic,country,0.9
1364,Egyptian,geographic,country,0.9
1364,French,linguistic,language,0.9
1364,German,linguistic,language,0.9
1364,Greek,linguistic,language,0.9
1364,Hungarian,linguistic,language,0.9
1364,Icelandic,geographic,country,0.9
1364,Indian,geographic,country,0.9
1364,Iranian,geographic,country,0.9
1364,Irish,unknown,unclassified,0.1
1364,Jewish,religious,religion,0.9
1364,Lappish,unknown,unclassified,0.1
1364,Maltese,unknown,unclassified,0.1
1364,Palestinian,unknown,unclassified,0.1
1364,Portuguese,linguistic,language,0.9
1364,Saudi Arabian,unknown,unclassified,0.1
1364,Spanish,linguistic,language,0.9
1364,Sudanese,geographic,country,0.9
1364,Syrian,geographic,country,0.9
1364,Tadzhik,unknown,unclassified,0.1
1364,Tatar,unknown,unclassified,0.1
1364,Turkish,linguistic,language,0.9
1364,Ukrainian,unknown,unclassified,0.1
1364,Yemenite,unknown,unclassified,0.1
1365,Azerbaijan,geographic,country,0.9
1365,Bulgarian,geographic,country,0.9
1365,Cheremis/Mari,unknown,unclassified,0.1
1365,Finnish,linguistic,language,0.9
1365,French,linguistic,language,0.9
1365,Frisian,unknown,unclassified,0.1
1365,German,linguistic,language,0.9
1365,Hungarian,linguistic,language,0.9
1365,Indian,geographic,country,0.9
1365,Irish,unknown,unclassified,0.1
1365,Italian,linguistic,language,0.9
1365,Japanese,geographic,country,0.9
1365,Kurdish,ethnic_tribal,group,0.7
1365,Latvian,geographic,country,0.9
1365,Lydian,unknown,unclassified,0.1
1365,Macedonian,unknown,unclassified,0.1
1365,Norwegian,linguistic,language,0.9
1365,Portuguese,linguistic,language,0.9
1365,Russian,geographic,country,0.9
1365,Serbian,geographic,country,0.9
1365,Slovene,unknown,unclassified,0.1
1365,Swedish,linguistic,language,0.9
1365,Ukrainian,unknown,unclassified,0.1
1365,West Indies,unknown,unclassified,0.1
1365A,Bulgarian,geographic,country,0.9
1365A,Catalan,unknown,unclassified,0.1
1365A,Cheremis/Mari,unknown,unclassified,0.1
1365A,Chilean,geographic,country,0.9
1365A,Dutch,linguistic,language,0.9
1365A,English,linguistic,language,0.9
1365A,Estonian,geographic,country,0.9
1365A,Finnish,linguistic,language,0.9
1365A,Frisian,unknown,unclassified,0.1
1365A,Georgian,geographic,country,0.9
1365A,German,linguistic,language,0.9
1365A,Greek,linguistic,language,0.9
1365A,Hungarian,linguistic,language,0.9
1365A,Indian,geographic,country,0.9
1365A,Irish,unknown,unclassified,0.1
1365A,Italian,linguistic,language,0.9
1365A,Karelian,unknown,unclassified,0.1
1365A,Latvian,geographic,country,0.9
1365A,Lithuanian,geographic,country,0.9
1365A,Macedonian,unknown,unclassified,0.1
1365A,Norwegian,linguistic,language,0.9
1365A,Pakistani,geographic,country,0.9
1365A,Polish,linguistic,language,0.9
1365A,Portuguese,linguistic,language,0.9
1365A,Rumanian,unknown,unclassified,0.1
1365A,Russian,geographic,country,0.9
1365A,Siberian,geographic,region,0.8
1365A,Slovakian,geographic,country,0.9
1365A,South African,geographic,region,0.8
1365A,Spanish,linguistic,language,0.9
1365A,Swedish,linguistic,language,0.9
1365A,Wepsian,unknown,unclassified,0.1
1365B,African American,geographic,region,0.8
1365B,Bulgarian,geographic,country,0.9
1365B,Byelorussian,geographic,country,0.9
1365B,Croatian,geographic,country,0.9
1365B,Czech,geographic,country,0.9
1365B,Danish,linguistic,language,0.9
1365B,Dutch,linguistic,language,0.9
1365B,Egyptian,geographic,country,0.9
1365B,English,linguistic,language,0.9
1365B,Finnish,linguistic,language,0.9
1365B,Flemish,unknown,unclassified,0.1
1365B,Frisian,unknown,unclassified,0.1
1365B,Georgian,geographic,country,0.9
1365B,German,linguistic,language,0.9
1365B,Greek,linguistic,language,0.9
1365B,Hungarian,linguistic,language,0.9
1365B,Icelandic,geographic,country,0.9
1365B,Irish,unknown,unclassified,0.1
1365B,Italian,linguistic,language,0.9
1365B,Jewish,religious,religion,0.9
1365B,Latvian,geographic,country,0.9
1365B,Lithuanian,geographic,country,0.9
1365B,Macedonian,unknown,unclassified,0.1
1365B,Moroccan,unknown,unclassified,0.1
1365B,Norwegian,linguistic,language,0.9
1365B,Polish,linguistic,language,0.9
1365B,Portuguese,linguistic,language,0.9
1365B,Russian,geographic,country,0.9
1365B,Serbian,geographic,country,0.9
1365B,Siberian,geographic,region,0.8
1365B,South African,geographic,region,0.8
1365B,Spanish,linguistic,language,0.9
1365B,Swedish,linguistic,language,0.9
1365B,Turkmen,unknown,unclassified,0.1
1365B,Ukrainian,unknown,unclassified,0.1
1365B,US-American,geographic,region,0.8
1365C,African American,geographic,region,0.8
1365C,Byelorussian,geographic,country,0.9
1365C,Catalan,unknown,unclassified,0.1
1365C,Danish,linguistic,language,0.9
1365C,Dutch,linguistic,language,0.9
1365C,Finnish,linguistic,language,0.9
1365C,Flemish,unknown,unclassified,0.1
1365C,French,linguistic,language,0.9
1365C,Frisian,unknown,unclassified,0.1
1365C,German,linguistic,language,0.9
1365C,Greek,linguistic,language,0.9
1365C,Gypsy,ethnic_tribal,group,0.7
1365C,Hungarian,linguistic,language,0.9
1365C,Indian,geographic,country,0.9
1365C,Irish,unknown,unclassified,0.1
1365C,Italian,linguistic,language,0.9
1365C,Latvian,geographic,country,0.9
1365C,Polish,linguistic,language,0.9
1365C,Portuguese,linguistic,language,0.9
1365C,Puerto Rican,unknown,unclassified,0.1
1365C,Russian,geographic,country,0.9
1365C,Spanish,linguistic,language,0.9
1365C,Swedish,linguistic,language,0.9
1365D,German,linguistic,language,0.9
1365D,Hungarian,linguistic,language,0.9
1365E,Aramaic,unknown,unclassified,0.1
1365E,Bulgarian,geographic,country,0.9
1365E,Catalan,unknown,unclassified,0.1
1365E,Chinese,linguistic,language,0.9
1365E,Croatian,geographic,country,0.9
1365E,Cuban,unknown,unclassified,0.1
1365E,Dominican,unknown,unclassified,0.1
1365E,Finnish,linguistic,language,0.9
1365E,French,linguistic,language,0.9
1365E,Frisian,unknown,unclassified,0.1
1365E,Georgian,geographic,country,0.9
1365E,German,linguistic,language,0.9
1365E,Greek,linguistic,language,0.9
1365E,Japanese,geographic,country,0.9
1365E,Jewish,religious,religion,0.9
1365E,Kurdish,ethnic_tribal,group,0.7
1365E,Latvian,geographic,country,0.9
1365E,Lithuanian,geographic,country,0.9
1365E,Polish,linguistic,language,0.9
1365E,Portuguese,linguistic,language,0.9
1365E,Puerto Rican,unknown,unclassified,0.1
1365E,Rumanian,unknown,unclassified,0.1
1365E,Russian,geographic,country,0.9
1365E,Sardinian,unknown,unclassified,0.1
1365E,Saudi Arabian,unknown,unclassified,0.1
1365E,Serbian,geographic,country,0.9
1365E,Siberian,geographic,region,0.8
1365E,Spanish,linguistic,language,0.9
1365E,Turkish,linguistic,language,0.9
1365E,Ukrainian,unknown,unclassified,0.1
1365E,US-American,geographic,region,0.8
1366*,Austrian,geographic,country,0.9
1366*,Bulgarian,geographic,country,0.9
1366*,Catalan,unknown,unclassified,0.1
1366*,Chinese,linguistic,language,0.9
1366*,Dutch,linguistic,language,0.9
1366*,Egyptian,geographic,country,0.9
1366*,Estonian,geographic,country,0.9
1366*,Finnish,linguistic,language,0.9
1366*,Flemish,unknown,unclassified,0.1
1366*,German,linguistic,language,0.9
1366*,Latvian,geographic,country,0.9
1366*,Polish,linguistic,language,0.9
1366*,Rumanian,unknown,unclassified,0.1
1366*,Spanish,linguistic,language,0.9
1366*,Tunisian,unknown,unclassified,0.1
1367,French,linguistic,language,0.9
1367,German,linguistic,language,0.9
1367,Hungarian,linguistic,language,0.9
1367,Italian,linguistic,language,0.9
1367,Livonian,unknown,unclassified,0.1
1367,Serbian,geographic,country,0.9
1367*,Dutch,linguistic,language,0.9
1367*,Frisian,unknown,unclassified,0.1
1367*,German,linguistic,language,0.9
1367*,Hungarian,linguistic,language,0.9
1367*,Rumanian,unknown,unclassified,0.1
1367**,Dutch,linguistic,language,0.9
1367**,German,linguistic,language,0.9
1367**,Spanish,linguistic,language,0.9
1368,German,linguistic,language,0.9
1368,Hungarian,linguistic,language,0.9
1368,Italian,linguistic,language,0.9
1368,Jewish,religious,religion,0.9
1368,Spanish,linguistic,language,0.9
1368**,Danish,linguistic,language,0.9
1368**,German,linguistic,language,0.9
