type_id,ref_term,category,subcategory,confidence,resolution_method,geographic_region,manual_hints,coordinates,claude_analysis
1276,Croatian,geographic,country,0.9,,,,,
1276,Danish,linguistic,language,0.9,,,,,
1276,Dutch,linguistic,language,0.9,,,,,
1276,Finnish,linguistic,language,0.9,,,,,
1276,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1276,Indonesian,geographic,country,0.9,,,,,
1276,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1276,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,,,
1276,Lithuanian,geographic,country,0.9,,,,,
1276,Maltese,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Maltese' - may be archaic term, variant spelling, or highly specific local reference"
1276,Norwegian,linguistic,language,0.9,,,,,
1276,Polynesian,geographic,region,0.8,,,,,
1276,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1276,Russian,geographic,country,0.9,,,,,
1276,Swedish,linguistic,language,0.9,,,,,
1276*,English,linguistic,language,0.9,,,,,
1276*,Finnish,linguistic,language,0.9,,,,,
1276*,German,linguistic,language,0.9,,,,,
1278,Australian,geographic,country,0.9,,,,,
1278,Austrian,geographic,country,0.9,,,,,
1278,Burmese,linguistic,language,0.9,,,,,
1278,Chinese,linguistic,language,0.9,,,,,
1278,Danish,linguistic,language,0.9,,,,,
1278,Dutch,linguistic,language,0.9,,,,,
1278,Egyptian,geographic,country,0.9,,,,,
1278,English,linguistic,language,0.9,,,,,
1278,Finnish,linguistic,language,0.9,,,,,
1278,French,linguistic,language,0.9,,,,,
1278,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1278,German,linguistic,language,0.9,,,,,
1278,Hungarian,linguistic,language,0.9,,,,,
1278,Indian,geographic,country,0.9,,,,,
1278,Indonesian,geographic,country,0.9,,,,,
1278,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1278,Japanese,geographic,country,0.9,,,,,
1278,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,,,
1278,Latvian,geographic,country,0.9,,,,,
1278,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,,,
1278,Moroccan,geographic,country,0.95,claude_geographic_knowledge,Morocco,Likely demonym/nationality,"(31.8, -7.1)",Country demonym for Morocco
1278,Norwegian,linguistic,language,0.9,,,,,
1278,Qatar,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Qatar' - may be archaic term, variant spelling, or highly specific local reference"
1278,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1278,Swedish,linguistic,language,0.9,,,,,
1278,Syrian,geographic,country,0.9,,,,,
1278,US-American,geographic,region,0.8,,,,,
127A*,Dutch,linguistic,language,0.9,,,,,
127A*,English,linguistic,language,0.9,,,,,
127A*,French,linguistic,language,0.9,,,,,
127A*,German,linguistic,language,0.9,,,,,
127A*,Hungarian,linguistic,language,0.9,,,,,
127A*,Indian,geographic,country,0.9,,,,,
127A*,Italian,linguistic,language,0.9,,,,,
127A*,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
127A*,Spanish,linguistic,language,0.9,,,,,
127B*,Greek,linguistic,language,0.9,,,,,
127B*,Portuguese,linguistic,language,0.9,,,,,
127B*,Spanish,linguistic,language,0.9,,,,,
1281,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,,,
1281,Austrian,geographic,country,0.9,,,,,
1281,Bulgarian,geographic,country,0.9,,,,,
1281,Byelorussian,geographic,country,0.9,,,,,
1281,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1281,Czech,geographic,country,0.9,,,,,
1281,Danish,linguistic,language,0.9,,,,,
1281,Dutch,linguistic,language,0.9,,,,,
1281,Estonian,geographic,country,0.9,,,,,
1281,Finnish,linguistic,language,0.9,,,,,
1281,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1281,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1281,German,linguistic,language,0.9,,,,,
1281,Greek,linguistic,language,0.9,,,,,
1281,Hungarian,linguistic,language,0.9,,,,,
1281,Icelandic,geographic,country,0.9,,,,,
1281,Indian,geographic,country,0.9,,,,,
1281,Italian,linguistic,language,0.9,,,,,
1281,Jewish,religious,religion,0.9,,,,,
1281,Latvian,geographic,country,0.9,,,,,
1281,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,,,
1281,Polish,linguistic,language,0.9,,,,,
1281,Portuguese,linguistic,language,0.9,,,,,
1281,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1281,Russian,geographic,country,0.9,,,,,
1281,Serbian,geographic,country,0.9,,,,,
1281,Slovakian,geographic,country,0.9,,,,,
1281,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1281,Spanish,linguistic,language,0.9,,,,,
1281,Swedish,linguistic,language,0.9,,,,,
1281,Turkish,linguistic,language,0.9,,,,,
1281,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1281A,Danish,linguistic,language,0.9,,,,,
1281A,English,linguistic,language,0.9,,,,,
1281A,Estonian,geographic,country,0.9,,,,,
1281A,Finnish,linguistic,language,0.9,,,,,
1281A,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1281A,French,linguistic,language,0.9,,,,,
1281A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1281A,German,linguistic,language,0.9,,,,,
1281A,Hungarian,linguistic,language,0.9,,,,,
1281A,Icelandic,geographic,country,0.9,,,,,
1281A,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1281A,Latvian,geographic,country,0.9,,,,,
1281A,Lithuanian,geographic,country,0.9,,,,,
1281A,Norwegian,linguistic,language,0.9,,,,,
1281A,Polish,linguistic,language,0.9,,,,,
1281A,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1281A,Russian,geographic,country,0.9,,,,,
1281A,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1281A,Slovakian,geographic,country,0.9,,,,,
1281A,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1281A,Spanish,linguistic,language,0.9,,,,,
1281A,Swedish,linguistic,language,0.9,,,,,
1281A,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,,,
1281A,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1281A,US-American,geographic,region,0.8,,,,,
1282,Austrian,geographic,country,0.9,,,,,
1282,Bulgarian,geographic,country,0.9,,,,,
1282,Chinese,linguistic,language,0.9,,,,,
1282,Danish,linguistic,language,0.9,,,,,
1282,Ethiopian,geographic,country,0.9,,,,,
1282,Finnish,linguistic,language,0.9,,,,,
1282,German,linguistic,language,0.9,,,,,
1282,Greek,linguistic,language,0.9,,,,,
1282,Hungarian,linguistic,language,0.9,,,,,
1282,Indian,geographic,country,0.9,,,,,
1282,Indonesian,geographic,country,0.9,,,,,
1282,Jewish,religious,religion,0.9,,,,,
1282,Latvian,geographic,country,0.9,,,,,
1282,Lithuanian,geographic,country,0.9,,,,,
1282,Polish,linguistic,language,0.9,,,,,
1282,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1282,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1282,Serbian,geographic,country,0.9,,,,,
1282,Spanish,linguistic,language,0.9,,,,,
1282,Sri Lankan,geographic,country,0.95,claude_geographic_knowledge,Sri Lanka,Likely demonym/nationality,"(7.9, 80.8)",Country demonym for Sri Lanka
1282,Swedish,linguistic,language,0.9,,,,,
1282,Turkish,linguistic,language,0.9,,,,,
1282,Walloon,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Walloon' - may be archaic term, variant spelling, or highly specific local reference"
1284,African American,geographic,region,0.8,,,,,
1284,Algerian,geographic,country,0.9,,,,,
1284,Aramaic,linguistic,language,0.8,language_geographic,Middle East/Ancient,,,
1284,Australian,geographic,country,0.9,,,,,
1284,Bulgarian,geographic,country,0.9,,,,,
1284,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1284,Chinese,linguistic,language,0.9,,,,,
1284,Czech,geographic,country,0.9,,,,,
1284,Danish,linguistic,language,0.9,,,,,
1284,Egyptian,geographic,country,0.9,,,,,
1284,English,linguistic,language,0.9,,,,,
1284,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1284,French,linguistic,language,0.9,,,,,
1284,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1284,German,linguistic,language,0.9,,,,,
1284,Greek,linguistic,language,0.9,,,,,
1284,Gypsy,ethnic_tribal,group,0.7,,,,,
1284,Hungarian,linguistic,language,0.9,,,,,
1284,Indian,geographic,country,0.9,,,,,
1284,Iranian,geographic,country,0.9,,,,,
1284,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1284,Italian,linguistic,language,0.9,,,,,
1284,Jewish,religious,religion,0.9,,,,,
1284,Jordanian,geographic,country,0.9,,,,,
1284,Korean,geographic,country,0.9,,,,,
1284,Kurdish,ethnic_tribal,group,0.7,,,,,
1284,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,,,
1284,Maltese,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Maltese' - may be archaic term, variant spelling, or highly specific local reference"
1284,Norwegian,linguistic,language,0.9,,,,,
1284,Palestinian,geographic,disputed_territory,0.95,claude_geographic_knowledge,Palestine/Israel,Likely demonym/nationality,"(31.9, 35.2)",Country demonym for Palestine/Israel
1284,Portuguese,linguistic,language,0.9,,,,,
1284,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1284,Sardinian,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Sardinian' - may be archaic term, variant spelling, or highly specific local reference"
1284,Serbian,geographic,country,0.9,,,,,
1284,Slovakian,geographic,country,0.9,,,,,
1284,Spanish,linguistic,language,0.9,,,,,
1284,Syrian,geographic,country,0.9,,,,,
1284,Tadzhik,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Tadzhik' - may be archaic term, variant spelling, or highly specific local reference"
1284,US-American,geographic,region,0.8,,,,,
1284*,Estonian,geographic,country,0.9,,,,,
1284*,Greek,linguistic,language,0.9,,,,,
1284*,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,,,
1284A,Croatian,geographic,country,0.9,,,,,
1284A,Dutch,linguistic,language,0.9,,,,,
1284A,English,linguistic,language,0.9,,,,,
1284A,French,linguistic,language,0.9,,,,,
1284A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1284A,German,linguistic,language,0.9,,,,,
1284A,Hungarian,linguistic,language,0.9,,,,,
1284A,Iranian,geographic,country,0.9,,,,,
1284A,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1284A,Mexican,geographic,country,0.95,demonym_lookup,Mexico,,,
1284A,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1284A,Spanish,linguistic,language,0.9,,,,,
1284A,US-American,geographic,region,0.8,,,,,
1284A,Walloon,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Walloon' - may be archaic term, variant spelling, or highly specific local reference"
1284B,Bulgarian,geographic,country,0.9,,,,,
1284B,Jewish,religious,religion,0.9,,,,,
1284B,Kurdish,ethnic_tribal,group,0.7,,,,,
1284B,Spanish,linguistic,language,0.9,,,,,
1284C,Danish,linguistic,language,0.9,,,,,
1284C,English,linguistic,language,0.9,,,,,
1284C,German,linguistic,language,0.9,,,,,
1284C,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1284C,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1285,Danish,linguistic,language,0.9,,,,,
1285,Dutch,linguistic,language,0.9,,,,,
1285,Finnish,linguistic,language,0.9,,,,,
1285,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1285,German,linguistic,language,0.9,,,,,
1285,Icelandic,geographic,country,0.9,,,,,
1285,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1285,Lappish,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Scandinavia/Sápmi,,,
1285,Latvian,geographic,country,0.9,,,,,
1285,Lithuanian,geographic,country,0.9,,,,,
1285,Norwegian,linguistic,language,0.9,,,,,
1285,Polish,linguistic,language,0.9,,,,,
1285,Slovakian,geographic,country,0.9,,,,,
1285,Swedish,linguistic,language,0.9,,,,,
1286,Albanian,geographic,country,0.9,,,,,
1286,Brazilian,geographic,country,0.9,,,,,
1286,Bulgarian,geographic,country,0.9,,,,,
1286,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1286,Chinese,linguistic,language,0.9,,,,,
1286,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,,,
1286,Dutch,linguistic,language,0.9,,,,,
1286,English,linguistic,language,0.9,,,,,
1286,Estonian,geographic,country,0.9,,,,,
1286,Finnish,linguistic,language,0.9,,,,,
1286,French,linguistic,language,0.9,,,,,
1286,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1286,German,linguistic,language,0.9,,,,,
1286,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1286,Italian,linguistic,language,0.9,,,,,
1286,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,,,
1286,Latvian,geographic,country,0.9,,,,,
1286,Lithuanian,geographic,country,0.9,,,,,
1286,Puerto Rican,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Puerto Rican' - may be archaic term, variant spelling, or highly specific local reference"
1286,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1286,Russian,geographic,country,0.9,,,,,
1286,Serbian,geographic,country,0.9,,,,,
1286,Siberian,geographic,region,0.8,,,,,
1286,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1286,South African,geographic,region,0.8,,,,,
1286,Spanish,linguistic,language,0.9,,,,,
1286,Swedish,linguistic,language,0.9,,,,,
1286,Turkish,linguistic,language,0.9,,,,,
1286,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1286,US-American,geographic,region,0.8,,,,,
1286,Walloon,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Walloon' - may be archaic term, variant spelling, or highly specific local reference"
1287,African American,geographic,region,0.8,,,,,
1287,Austrian,geographic,country,0.9,,,,,
1287,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1287,Croatian,geographic,country,0.9,,,,,
1287,Czech,geographic,country,0.9,,,,,
1287,Danish,linguistic,language,0.9,,,,,
1287,Dutch,linguistic,language,0.9,,,,,
1287,English,linguistic,language,0.9,,,,,
1287,Finnish,linguistic,language,0.9,,,,,
1287,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1287,French,linguistic,language,0.9,,,,,
1287,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1287,German,linguistic,language,0.9,,,,,
1287,Greek,linguistic,language,0.9,,,,,
1287,Gypsy,ethnic_tribal,group,0.7,,,,,
1287,Hungarian,linguistic,language,0.9,,,,,
1287,Indian,geographic,country,0.9,,,,,
1287,Iraqi,geographic,country,0.9,,,,,
1287,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1287,Italian,linguistic,language,0.9,,,,,
1287,Japanese,geographic,country,0.9,,,,,
1287,Jewish,religious,religion,0.9,,,,,
1287,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,,,
1287,Ladinian,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Ladinian' - may be archaic term, variant spelling, or highly specific local reference"
1287,Latvian,geographic,country,0.9,,,,,
1287,Lithuanian,geographic,country,0.9,,,,,
1287,Norwegian,linguistic,language,0.9,,,,,
1287,Pakistani,geographic,country,0.9,,,,,
1287,Polish,linguistic,language,0.9,,,,,
1287,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1287,Russian,geographic,country,0.9,,,,,
1287,Slovakian,geographic,country,0.9,,,,,
1287,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1287,Spanish,linguistic,language,0.9,,,,,
1287,Swedish,linguistic,language,0.9,,,,,
1287,Swiss,geographic,country,0.95,demonym_lookup,Switzerland,,,
1287,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1287,US-American,geographic,region,0.8,,,,,
1287,Walloon,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Walloon' - may be archaic term, variant spelling, or highly specific local reference"
1287,Yemenite,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Yemenite' - may be archaic term, variant spelling, or highly specific local reference"
1288,Bulgarian,geographic,country,0.9,,,,,
1288,Byelorussian,geographic,country,0.9,,,,,
1288,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1288,Chinese,linguistic,language,0.9,,,,,
1288,Danish,linguistic,language,0.9,,,,,
1288,Dutch,linguistic,language,0.9,,,,,
1288,Egyptian,geographic,country,0.9,,,,,
1288,Estonian,geographic,country,0.9,,,,,
1288,Finnish,linguistic,language,0.9,,,,,
1288,Flemish,geographic,country,0.95,demonym_lookup,Belgium/Flanders,,,
1288,French,linguistic,language,0.9,,,,,
1288,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1288,Georgian,geographic,country,0.9,,,,,
1288,German,linguistic,language,0.9,,,,,
1288,Greek,linguistic,language,0.9,,,,,
1288,Gypsy,ethnic_tribal,group,0.7,,,,,
1288,Hungarian,linguistic,language,0.9,,,,,
1288,Icelandic,geographic,country,0.9,,,,,
1288,Iraqi,geographic,country,0.9,,,,,
1288,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1288,Italian,linguistic,language,0.9,,,,,
1288,Japanese,geographic,country,0.9,,,,,
1288,Jewish,religious,religion,0.9,,,,,
1288,Karelian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Finland/Karelia,,,
1288,Libyan,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Libyan' - may be archaic term, variant spelling, or highly specific local reference"
1288,Lithuanian,geographic,country,0.9,,,,,
1288,Mexican,geographic,country,0.95,demonym_lookup,Mexico,,,
1288,Norwegian,linguistic,language,0.9,,,,,
1288,Polish,linguistic,language,0.9,,,,,
1288,Portuguese,linguistic,language,0.9,,,,,
1288,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1288,Russian,geographic,country,0.9,,,,,
1288,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1288,Spanish,linguistic,language,0.9,,,,,
1288,Swedish,linguistic,language,0.9,,,,,
1288,Turkish,linguistic,language,0.9,,,,,
1288,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
1288,US-American,geographic,region,0.8,,,,,
1288**,Dutch,linguistic,language,0.9,,,,,
1288**,English,linguistic,language,0.9,,,,,
1288**,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1288**,US-American,geographic,region,0.8,,,,,
1288A,Algerian,geographic,country,0.9,,,,,
1288A,Bulgarian,geographic,country,0.9,,,,,
1288A,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
1288A,Chinese,linguistic,language,0.9,,,,,
1288A,Danish,linguistic,language,0.9,,,,,
1288A,Dutch,linguistic,language,0.9,,,,,
1288A,English,linguistic,language,0.9,,,,,
1288A,French,linguistic,language,0.9,,,,,
1288A,Frisian,geographic,country,0.95,demonym_lookup,Netherlands/Frisia,,,
1288A,German,linguistic,language,0.9,,,,,
1288A,Greek,linguistic,language,0.9,,,,,
1288A,Hungarian,linguistic,language,0.9,,,,,
1288A,Indian,geographic,country,0.9,,,,,
1288A,Iranian,geographic,country,0.9,,,,,
1288A,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1288A,Italian,linguistic,language,0.9,,,,,
1288A,Jewish,religious,religion,0.9,,,,,
1288A,Kurdish,ethnic_tribal,group,0.7,,,,,
1288A,Latvian,geographic,country,0.9,,,,,
1288A,Lithuanian,geographic,country,0.9,,,,,
1288A,Macedonian,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Macedonian' - may be archaic term, variant spelling, or highly specific local reference"
1288A,Palestinian,geographic,disputed_territory,0.95,claude_geographic_knowledge,Palestine/Israel,Likely demonym/nationality,"(31.9, 35.2)",Country demonym for Palestine/Israel
1288A,Polish,linguistic,language,0.9,,,,,
1288A,Puerto Rican,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Puerto Rican' - may be archaic term, variant spelling, or highly specific local reference"
1288A,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1288A,Serbian,geographic,country,0.9,,,,,
1288A,Somalian,geographic,country,0.9,,,,,
1288A,South African,geographic,region,0.8,,,,,
1288A,Spanish,linguistic,language,0.9,,,,,
1288A,Syrian,geographic,country,0.9,,,,,
1288A,Tunisian,geographic,country,0.95,claude_geographic_knowledge,Tunisia,Likely demonym/nationality,"(33.9, 9.6)",Country demonym for Tunisia
1288B,Afghan,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Afghan' - may be archaic term, variant spelling, or highly specific local reference"
1288B,Iranian,geographic,country,0.9,,,,,
1288B,Turkish,linguistic,language,0.9,,,,,
1289,Cambodian,geographic,country,0.9,,,,,
1289,Finnish,linguistic,language,0.9,,,,,
1289,Greek,linguistic,language,0.9,,,,,
1289,Hungarian,linguistic,language,0.9,,,,,
1289,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1289,Jewish,religious,religion,0.9,,,,,
1289,Latvian,geographic,country,0.9,,,,,
1289,Polish,linguistic,language,0.9,,,,,
1289,Portuguese,linguistic,language,0.9,,,,,
1289,Russian,geographic,country,0.9,,,,,
1289,South African,geographic,region,0.8,,,,,
1289,Ukrainian,geographic,country,0.95,demonym_lookup,Ukraine,,,
129,Catalan,geographic,country,0.95,demonym_lookup,Spain/Catalonia,,,
129,Spanish,linguistic,language,0.9,,,,,
1290,Austrian,geographic,country,0.9,,,,,
1290,Byelorussian,geographic,country,0.9,,,,,
1290,Chinese,linguistic,language,0.9,,,,,
1290,Croatian,geographic,country,0.9,,,,,
1290,English,linguistic,language,0.9,,,,,
1290,Finnish,linguistic,language,0.9,,,,,
1290,French,linguistic,language,0.9,,,,,
1290,German,linguistic,language,0.9,,,,,
1290,Greek,linguistic,language,0.9,,,,,
1290,Hungarian,linguistic,language,0.9,,,,,
1290,Indian,geographic,country,0.9,,,,,
1290,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1290,Italian,linguistic,language,0.9,,,,,
1290,Jewish,religious,religion,0.9,,,,,
1290,Latvian,geographic,country,0.9,,,,,
1290,Lithuanian,geographic,country,0.9,,,,,
1290,Polish,linguistic,language,0.9,,,,,
1290,Rumanian,geographic,country,0.95,claude_geographic_knowledge,Romania,Likely demonym/nationality,"(45.9, 24.9)",Country demonym for Romania
1290,Slovakian,geographic,country,0.9,,,,,
1290,Slovene,geographic,country,0.95,claude_geographic_knowledge,Slovenia,No obvious patterns,"(46.1, 14.9)",Country demonym for Slovenia
1290,South African,geographic,region,0.8,,,,,
1290,Spanish,linguistic,language,0.9,,,,,
1290,Swedish,linguistic,language,0.9,,,,,
1290,US-American,geographic,region,0.8,,,,,
1290,Walloon,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Walloon' - may be archaic term, variant spelling, or highly specific local reference"
1291,Bulgarian,geographic,country,0.9,,,,,
1291,Dutch,linguistic,language,0.9,,,,,
1291,English,linguistic,language,0.9,,,,,
1291,Finnish,linguistic,language,0.9,,,,,
1291,French,linguistic,language,0.9,,,,,
1291,German,linguistic,language,0.9,,,,,
1291,Hungarian,linguistic,language,0.9,,,,,
1291,Icelandic,geographic,country,0.9,,,,,
1291,Irish,geographic,country,0.95,demonym_lookup,Ireland,,,
1291,Livonian,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Latvia/Estonia,,,
1291,Puerto Rican,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Puerto Rican' - may be archaic term, variant spelling, or highly specific local reference"
1291,Russian,geographic,country,0.9,,,,,
1291,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
1291,Sorbian,linguistic,slavic_minority,0.9,claude_linguistic_knowledge,Lusatia/Germany-Poland,Likely demonym/nationality,"(51.5, 14.3)",Language/linguistic group from Lusatia/Germany-Poland
1291,Walloon,unknown,unclassified,0.1,claude_analysis_inconclusive,,No obvious patterns,,"Could not definitively categorize 'Walloon' - may be archaic term, variant spelling, or highly specific local reference"
1291A,Chinese,linguistic,language,0.9,,,,,
1291A,Chuvash,ethnic_tribal,indigenous_group,0.85,indigenous_lookup,Russia/Chuvashia,,,
1291A,English,linguistic,language,0.9,,,,,
1291A,French,linguistic,language,0.9,,,,,
1291A,German,linguistic,language,0.9,,,,,
1291A,Indian,geographic,country,0.9,,,,,
1291A,Jewish,religious,religion,0.9,,,,,
1291A,Puerto Rican,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely demonym/nationality,,"Could not definitively categorize 'Puerto Rican' - may be archaic term, variant spelling, or highly specific local reference"
1291A,Scottish,unknown,unclassified,0.1,claude_analysis_inconclusive,,Likely language/ethnic group,,"Could not definitively categorize 'Scottish' - may be archaic term, variant spelling, or highly specific local reference"
