motif_id	text
D1365.2.	Drink causes magic forgetfulness,.
D1365.3.	Food causes magic forgetfulness.
D1365.6.	Magic cup causes forgetfulmess.
D1365.8.	Magic medicine sprinkled on head causes loss of memory.
D1366.2.	Lack of magic. Lack of magic necklace causes forgetfulness.
D1367.4.	Magic apple causes insanity.
D1368.1.	Magic snake-oil causes illusions.
D1368.2.	Magic forest seems to stretch farther as mortals travel within. Magic ring causes illusion.
D1375.1.1.2.	Magic peaches cause horns to grow on person,.
D1375.1.1.4.	Magic cherries cause horns to grow on person.
D1375.1.3.	Charm causes horns to grow on person,.
D1375.1.4.	Blossom causes horns to grow on person.
D1375.2.1.1.	Magic apple removes horns from person.
D1379.	MAGIC OBJECTS EFFECT CHANGES IN PERSONS. Magic object produces miscellaneous temporary changes in persons, animals, or objects.
D1380.	Magic circle protects.
D1380.11.	Magic jewel protects.
D1380.19.	Magic club protects ten men.
D1380.3.	Buried. Head of divinity as protection of land.
D1381.10.1.	Magic impenetrable breastplate.
D1381.11.1.	Magic circle protects from wild animals.
D1381.25.1.	Dextrorsum circuit around sacred stone insures victory.
D1381.3.2.	Magic unpierceable horn skin protects against attack.
D1381.3.3.	A protective garment which spears could not penetrate.
D1381.30.	Magic gate swallows axes trying to force it open. Rider on magic horse immune to harm or danger.
D1381.32.	Staff protects from attack,.
D1381.8.	Arms that protect from attack.
D1382.5.	Magic fire does not burn one.
D1382.7.1.1.	Runes magic writing protect from frost and cold.
D1383.2.	Charms protect against poison.
D1384.1.	Magic ring prevents discomfiture.
D1384.5.	Baughman. Song as protection on journey.
D1385.	Magic object protects from evil spirits demons.
D1385.1.	Earth from Saints's grave expels demons.
D1385.12.	Saint's bell disperses demons.
D1385.15.	Bread keeps off evil spirits. Holy water and mass prevent demons alighting on grave.
D1385.16.	Magic hymn protects against demons and evils.
D1385.18.	Magic thread protects against demons,.
D1385.19.1.	. Saint's hose protects woman from devil.
D1385.2.	Moly plant as antidote to spells and enchantments.
D1385.2.2.	Ash protects against spells and enchant. Irish. Rue, when burned, keeps evil spirits at a distance. ments.
D1385.2.3.	Hawthorn protects travelers.
D1385.2.6.	Mandrake protects from evil spirits.
D1385.2.7.	Mandrake protects from evil spirits.
D1385.21.	Ma. Magic stone makes demons despair.
D1385.25.	Magic book disperses demons,.
D1385.3.	Marriage ring protects against devil.
D1385.4.	Silver bullet protects against giants, ghosts, and witches. Silver bullet protects against giants, ghosts, etc.
D1385.4.1.	Witch shot dead with a bullet of salt.
D1385.5.	Copper as defense against ghosts and magic. Metal as defense against spirits.
D1385.5.1.	Copper as defense against ghosts and magic.
D1385.8.	Saint's bachall keeps off monsters and ghosts.
D1385.9.	Horseshoe hung up as protection against witches. Magic horseshoe keeps off devils, trolls, and witches.
D1386.2.	Baughman. Magic herb keeps off demon lover.
D1388.0.5.	By means of magic bag it is possible to stay as long on the bottom of the sea as one wants.
D1388.1.2.	Magic herb protects from storms at sea.
D1389.12.	Leek put under the tongue of supposed dead person prevents him from harm by the burial.
D1389.14.	Swor puts to flight five evil passions.
D1389.9.	Magic hymn protects against poverty, death, and dishonor.
D1390.	Magic object rescues person.
D1391.1.	Miraculous rain extinguishes fire used at stake.
D1393.4.	Tree points way to fugitive but mis directs enemy.
D1394.2.	Magic object enables one to withstand inquisitorial torture.
D1395.1.	Escape by playing sleep-bringing music. Escape from prison by use of magic fiddle.
D1395.2.	Escape from prison by use of magic tablecloth.
D1395.5.	Magic ring enables captive to escape.
D1396.	Magic object breaks spells.
D1400.1.1.	Hero spreads them in air and balls of fire fall from them on enemy. Magic trousers conquer enemy.
D1400.1.13.	Magic mirror kills enemy soldiers.
D1400.1.21.	Bull's tail becomes a stick that lashes hero's enemies and exterminates an army. Bull's tail becomes a stick.
D1400.1.23.1.	Magic wind sinks five pursuing demons in sea.
D1402.	Magic object kills. Magic shirt burns wearer up.
D1402.0.2.1.	Magic well causes person to be drowned.
D1402.1.	Magic plant kills. Rod from magic hazel tree kills snake immediately.
D1402.10.1.	Rod from magic hazel tree kills snake immediately. Stick becomes a sword, flies through air to kill ferocious animal-guardians of extraordinary lotus.
D1402.16.	Magic mustard seed causes man to turn to ashes.
D1402.19.	Magic statue kills. Weapons magically venomous.
D1402.25.	Magic pill kills.
D1402.27.	Magic dust kills snake.
D1402.28.	Handkerchief whirled against advancing army stretches them lifeless. Handkerchief whirled vs. advancing army stretches them lifeless.
D1402.7.1.2.	Magic sword always inflicts mortal wounds.
D1402.8.	Magic breath kills. Magic spear always inflicts mortal wounds.
D1404.1.	Magic rod pierces whatever directed against.
D1405.1.	Magic ring causes person to disappear. Sbillot Incidents.
D1407.	Magic object helps gambler win. NO. Wagers and gambling.
D1408.1.	By turning that part of the globe to the sun, one can make any place on earth burn up. Magic sphere burns up country.
D1408.1.1.	Magic bark sets a creek on fire and burns it up.
D141.0.2.	Men and women transformed to dogs by druidic spell.
D1410.	Magic object renders person helpless.
D1410.1.	Seeds cast on lions and tigers render them helpless.
D1410.3.	Fluid is to be sprinkled with a willow branch. Magic fluid takes away magic powers.
D1410.8.	Magic cloth renders girls helpless against lovers. When spying follower accidentally touches holy man's cloak he loses his eyesight and falls down senseless.
D1412.1.	Magic sack draws person into it,.
D1413.1.	Devil imprisoned in tree by smith by means of magic power. Tree from which one cannot descend.
D1413.11.	Magic medicine causes person to stick to seat pot.
D1413.14.	Magic cauldron cup to which one sticks.
D1413.17.	Magic adhesive stone. Makes all who poke in fire stick and say Fiddevav.
D1413.23.	Magic drinking-tube holds person fast. Vessel from which nothing can be drunk save through certain tube.
D1413.9.1.	Wallet sack from which one cannot escape.
D1414.3.	Magic wind causes arms to fall from warrior's hands.
D1415.1.	Water from magic well causes persons to dance.
D1415.2.	Magic musical instru. Magic musical instrument causes person to dance. ment causes person to dance.
D1415.2.5.	Magic fiddle causes dancing.
D142.	Sbillot Incidents. Transformation: man to cat.
D1420.3.	Guitar charming all who hear it.
D1421.0.3.	Magic hair when thrown into fire summons supernatural helper. helper.
D1421.4.1.	He gives hero some hairs from his own beard. Magic hair summons giant.
D1421.5.1.	Magic horn summons army for rescue.
D1421.6.1.	Flute to summon fairy to hero's aid. Magic flute summons fairy.
D1425.2.	Magic hair summons husband. Magic ring causes woman to come to man.
D1426.	Magic obiect draws woman to man.
D1426.3.	Magic pipe compels woman to come to man.
D1427.1.	Magic pipe compels one to follow. Pied Piper of Hamelin.
D1427.3.	Magic horse hairs when rubbed compel horse to follow.
D1427.5.	Magic harp compels one to follow.
D1431.	Magic object pursues. Rock pursues person.
D1431.4.	Pursuit by magic buckets.
D1432.1.	The seven grain sisters. Water gradually envelops girl filling pitcher and drowns her. Work of malevolent rice-spirit. lent rice spirit.
D1438.	Magic weapon pursues victim. Spell causes spear to pursue and slay man.
D1441.1.	Magic musical instrument calls animals together.
D1441.1.4.	Magic harp calls animals together.
D1442.	Magic object tames or restrains animals.
D1442.10.	Magic whip makes docile animal-guardians of wonderful birds.
D1444.2.	C rm to catch hare and monkey.
D1445.1.	Relevation of magic secret permits animal to be killed.
D1445.6.2.	Magic heavenly fire burns animals,.
D1446.	Magic object prevents animals from straying.
D1446.5.	Magic circle keeps herd within it.
D1447.1.	Charm protects against wild animals.
D1447.3.	Plant protects against snakes. White ash stick held before snakes causes them to flee.
D1450.	Abergl. Handwb. Magic object furnishes treasure. d. nishes treasure.
D1451.2.	Inexhaustible sack furnishes treasure.
D1452.4.	Magic conch shell furnishes money.
D1454.2.	Treasure falls from mouth,.
D1454.2.1.	Flowers fall from lips.
D1454.3.	Icelandic: Snorra Edda Skaldsk. Treasure from excrements. Treasure from spittle.
D1467.	Everything it touches turns to gold. Magic water furnishes treasure.
D1469.1.	Magic flower pot bears plants with gold letters and leaves.
D1469.2.	Excreta of gold. Magic doll furnishes treasure, Excreta of gold.
D1469.7.	Wealth from drawing. Wealth from drawing cow's feet over money box.
D1470.1.45.	Magic lake: whoever dies in it will have his desires fulfilled in future birth,.
D1472.	Alleged self-cooking kettle sold. Food and drink from magic objects.
D1472.1.11.	Magic cauldron supplies food,.
D1472.1.2.1.	Man strikes stone: wine flows. Stone provides food.
D1472.1.22.1.	Man compels food to enter magic sack. Saint's inexhaustible sack of wheat.
D1472.1.23.	Magic basket supplies food,. Rock produces wine.
D1472.1.24.1.	Magic drinking horn supplies drink.
D1472.1.26.	Magic apple satisfies hunger. Magic egg supplies food.
D1472.1.27.	Magic well supplies grain.
D1472.1.3.	Magic lime tree distills sustenance for saint. Magic tree supplies food.
D1472.1.33.	Magic bowl furnishes food.
D1472.1.6.	Magic kitchen supplies food and drink,.
D1472.1.8.	Magic table-cloth supplies food and drink.
D1472.2.1.	Magic wishing-girdle supplies food.
D1472.2.3.	Magic wishing-drum supplies food.
D1472.2.4.	Charm prepares feast. Magic wishing-pipe supplies game.
D1472.2.5.	Charm prepares feast. Magic song produces food.
D1476.1.	Magic calabash furnishes slaves,.
D1477.1.	Magic calabash furnishes livestock. nishes livestock.
D1486.1.	Magic stone makes rivers and lakes,.
D1487.1.	Magic ring makes sea-weeds grow.
D1500.	Magic object controls disease.. trols disease.
D1500.1.	Magic object heals diseases.
D1500.1.1.	Magic healing fountain. Saint causes pain of sick man to be transferred to himself.
D1500.1.1.1.	Magic healing water. Magic healing well dug by saint.
D1500.1.1.2.	The water of spring which a saint caused to flow has curative powers.
D1500.1.18.	French Canadian: Sister Marie Ursule. Magic healing water.
D1500.1.19.1.	Magic healing salve restores severed feet. Magic healing salve.
D1500.1.26.	Fragments of gibbet as cure.
D1500.1.33.	Magic healing milk. Parts or products of animal cure disease.
D1500.1.36.	Magic healing handkerchief. Sweat used in medicine.
D1500.1.38.	Flesh of white cow with red ears as only cure for mysterious illness. M. healing mountain.
D1500.1.7.2.1.	Healing power of saint's spittle.
D1500.1.8.	Cf. Magic amulet cures disease. cured.
D1500.1.9.	Magic healing blood. Magic jewel cures disease.
D1500.2.7.	Cross. Magic tree bears prophylactic fruit.
D1500.3.1.	Charm shifts diseases to another person.
D1501.1.1.	Frazer. Mistletoe used by druids to prevent barrenness.
D1501.6.	Amulet assists in childbearing.
D1501.8.	Medicine causes woman to bear twins,.
D1502.1.1.	Charm for headache. Hangman's noose cures headache.
D1502.3.1.	Charm for fever. Hangman's noose cures scrofula.
D1502.6.1.	Charm for urinary disease. Charm for wounds.
D1502.8.1.	. Magic-dog brain cures boils.
D1503.2.	Magic pigskin heals wounds.
D1504.	Kalevala rune 8. Magic object stanches blood.
D1505.12.	Man cured of blindness by touching book of St. Man who touches book of St. Oswin's life is cured of blindness. Oswin's life.
D1505.13.	Animal excreta cures blindness. Bird dung restores sight.
D1505.5.1.	Bird's tears restore sight. Cross. Spanish Boggs FFC XC 59.
D1505.5.2.	Dew falling on St. Dew restores sight. John's Night restores sight.
D1506.1.	Spittle restores hearing.
D151.6.	Loorits FFC. Transformation: man to titmouse.
D1515.	Horse advises hero not to wash in water as his false wife told him to or his eyes will pop out. Magic antidote for poison. Resuscitation by animals.
D1515.1.	Charms as antidote for poison. Remedies for poison.
D1515.3.	Bath in milk of white, hornless cows as antidote for poison.
D1515.4.2.	Snake stone applied to snake bite absorbs poison.
D1515.4.6.	Magic potion mixed with brains liver, etc. Magic potion mixed with brains of deceitful person as cure for snakebite. of deceitful person as remedy for snake bite.
D1519.1.1.	Magic bowl restores strength. Magic plant heals broken bone.
D1520.1.	Ma. Magic transportation by bough.
D1520.1.1.	The tree stretches and bends over so as to land hero in a distant country. Transportation by stretching and swaying tree.
D1520.15.	See also references to. Transportation in magic ship.
D1520.16.	Magic transportation by chair,.
D1520.17.1.	Magic transformation on flying bedstead.
D1520.19.	Magic transportation by carpet.
D1520.24.	Transportation by magic box,.
D1520.4.	Magic transportation by golden apple,.
D1520.5.	Magic transportation by skin of fish.
D1520.5.2.	Magic transportation by dog skin.
D1520.5.3.	Magic transportation by seal skin.
D1520.5.4.	Magic transportation by horse skin.
D1521.4.	Carriage as swift as thought.
D1523.2.6.	Boat guided by magic songs. Bundle of wood magically acts as riding-horse.
D1523.2.8.	Glis Le monde des automates 2 vols. Magic boat is rowed by two wooden figures as soon as it is put on water.
D1524.	Breton: Sbillot Incidents. Magic object enables person to cross water.
D1524.1.2.1.	Saint casts staff to distant island, Staff that reaches owner shall have island. Saint casts staffs to distant island. Staff that reaches owner shall have island.
D1524.11.	Magic betel-nut comes to one over water.
D1524.12.	Magic handaxe comes to one over water.
D1524.2.	Boots carry owner on sea. Clothes carry owner over water.
D1524.8.1.	Leaf serves as boat for saint.
D1525.	Magic submarine boat.
D1526.1.	Magic arrow flight. Man keeps ahead of arrow which he shoots.
D1526.2.	Magic ball flight. Man throws ball and is carried along with it.
D1531.1.	Mustard seeds give power of flying. cause man.
D1532.1.	Magic flying skin. Magic mouse-skin bears person aloft.
D1532.13.	Magic brick bears person to mioon.
D1532.8.	Magic head-dress bears person aloft. Magic headdress.
D1533.2.	Vehicle travels above and below ground.
D1539.3.	Magic staves enable man to gain precipitous height,.
D1540.	Magic object controls the elements.
D1541.1.6.	Magic writings raise storms.
D1541.1.9.	Magic spittle causes storm. Singing magic hymn raises storm.
D1541.4.	Magic fountain causes storm.
D1542.1.2.	Magic spittle controls rain. Makes rain on everyone but possessor of spittle himself.
D1542.1.6.	Ear of black dog brings rain. Oil poured in left. Oil poured in left ear of black dog brings rain.
D1542.3.3.	Branch which dries up water in great river so person can cross it.
D1543.1.	Fountain insures favorable wind when drained .
D1545.1.	Magic object controls tides.
D1546.1.	Hat which turns the sun. Magic object controls sun.
D1546.2.	Magic spell controls sun. Sun does not set for a year through power of saint.
D1549.10.	Waves answer roar of magic shield.
D1549.2.	Saint's girdle causes tree to fall in right direction,.
D1549.3.6.	Ring of hay thrown into empty lake fills it up with water,.
D1549.3.7.	Written charm causes river to flow quietly.
D1549.5.	Magic staff draws water from stone,.
D1549.5.1.	Fountain of clear water appear when spear is driven into earth. Rock beaten by sword provides water.
D1549.9.	Magic rod causes all waters to turn to blood. Magic spell dries up lake.
D1551.	Waters automatically divide and close.
D1551.0.1.	Water becomes shallow so man is able to cross the river.
D1551.2.	Magic iron rod causes waters to divide and close.
D1551.6.	Magic stick causes waters to divide,.
D1551.7.1.	Diamond in snake king's forehead in hero's pocket opens lake waters to reveal a pathway to underground palace.
D1552.2.	Mountain opens to magic formula Open Sesame. Open sesame.
D1552.4.	Mountain opens and lets ship on wheels out, permitting magician's escape.
D1552.9.	When enchanted deer touches rock with her muzzle it flies asunder and reveals entrance to caves.
D1553.	Rocks that clash together at intervals. Symplegades.
D1555.4.	Fairy music causes earth to open burst.
D1561.1.	Four-leaf clover brings good luck. Magic bird heart when eaten brings man to kingship. Magic object brings luck.
D1561.2.3.	Lost when chain is stolen. Magic power in chain. Magic power in chain, lost when chain is stolen.
D1563.	Magic object controls conditions of soil.
D1563.1.5.	Blood makes soil fertile,.
D1563.2.4.	Magic spell destroys crops,.
D1564.2.	Magic hair cuts down iron tree. Saint's spittle splits rocks.
D1565.1.	Magic feather causes chips from tree to return as fast as cut. Thus the tree remains uncut.
D1565.1.1.	Magic song causes chips from tree to return,.
D1566.1.4.	Saint's breath kindles lamps.
D1566.1.4.2.	Saint's breath makes icicles burn. Saint's breath makes snow melt.
D1566.1.5.	Shower of fire from magic anvil,.
D1566.2.4.	Runes quench fire.
D1567.2.	Saint's tears produce fountains.
D1567.6.	Stroke of staff brings water from rock,.
D1573.1.	Much butter made from little milk by power of Saint.
D1576.1.	Has moon and Great Bear in its branches. Magic song causes tree to rise to sky.
D1577.1.	Charm renders medicinal herbs efficacious,.
D1581.	Tasks performed by use of magic objects.
D1585.	Dead body incorruptible. Magic object saves corpse from corruption.
D1593.1.	Magic flower thrown down creates mountains.
D1600.	Automatic objects.
D1601.	Automatic objects. Deceiver falls into his own trap literally. Mill turned by water of Grace of God as a symbol of a saint. Object labors automatically.
D1601.27.	Automatic mill. Magic thorns make road through marsh.
D1601.4.	Automatic weapon. Magic fruit from Yggdrasil placed in fire makes childbirth easy.
D1601.7.	Lamp lights itself.
D1602.11.	Keeps coming back. Self returning magic coin.
D1602.12.	When head is cut off It returns to proper place without harm to owner.
D1602.17.	Deceptive sale of another as slave. Magic object when sold always returns to original owner.
D1602.2.	Felled tree raises itself again at night.
D1605.	Magic thieving object. Steals for master.
D1605.1.	Boy sells pot to neighbors and when they have put things into it the pot returns to the boy. Magic thieving pot.
D1605.2.	It is commanded by a witch. Magic bag sucks milk from COWS.
D1608.	Object automatically clothes nude person.
D161.	Lang. Review .XXI. Transformation: man to swan.
D161.1.	Transformation man to swan. grinsage.
D161.2.	Abergl. Transformation: man to goose. d.
D1610.0.1.	Magic powder makes objects speak what owner wants them to.
D1610.12.	Grateful stove. Speaking stove.
D1610.14.	Speaking hoe. Speaking implement.
D1610.16.	Blood speaks. Magic bloodSELIS e sacrificial blood. Sos Csecserwac sa fure of friend. T.
D1610.2.0.1.	Mrchens. Tree asks to be shaken. d.
D1610.21.1.	Image of the Virgin Mary speaks.
D1610.24.	Magic shield. Speaking armor.
D1610.3.	Speaking gourd. Speaking plant.
D1610.34.	Fiddle made from wood to which secret has been confided reveals it. Speaking musical instrument.
D1610.34.1.	Fiddle made from wood secret has been confided to reveals it.
D1610.4.	Speaking bean. Speaking flower.
D1610.5.	Retains life after being cut off. Speaking head.
D1610.6.	Man given advice by his private parts. Speaking private parts.
D1610.6.1.	Man has power to make vulvas speak. Speaking vulva. This is used as a chastity test.
D1610.9.	Speaking weapon.
D1611.	Left behind to impersonate fugitive and delay pursuit. Magic object answers for fugitives.
D1611.1.	Magic rosebush answers for fugitives.
D1611.14.	Magic apple answers for fugitives.
D1611.17.	Magic bone answers for fugitive. Magic human flesh.
D1611.5.	Magic spittle impersonates fugitives.
D1611.6.	Magic blood-drops impersonate fugitive.
D1612.1.	Give alarm when fugitive escapes. Magic object betrays fugitive.
D1615.2.	Magic musical branch. Singing head.
D1619.2.	Eaten object speaks from inside person's body.
D1619.3.	Fruits that laugh or cry.
D1620.	Magic automata. Statues or images that act as if alive.
D1620.1.5.1.	Magic statue of archer put into action by picking up precious object from ground.
D1620.2.1.	Automatic statue of horse. Pub.
D1639.2.	Image of Virgin saves painter. Stretches forth hand and keeps him from falling. Ward II.
D1639.3.	Done when abandoned woman or merman enters. Images at church turn backs as mark of disfavor. Merman marries maiden.
D1639.4.	Statue laughs and reveals crime,.
D1639.5.	Calf of gold moves,.
D1641.1.	Fountain removes itself. Stones remove themselves.
D1641.13.	Coffin moves itself. Well removes itself.
D1641.16.	Bananas run and hide when stone is thrown at them.
D1641.4.	Forest cleared by magic,.
D1645.3.	Magic castle shines from afar. Makes castle.
D1647.	Fountain magically dries up..
D1648.	Magic object bows before certain person. Tree bends to certain person.
D1648.1.	Tree bends to a certain person.
D1648.1.2.	Tree bows down to holy person,.
D1651.	Magic object obeys master alone. Unique exceptions.
D1651.11.	Only master able to bend bow. Stolen gun works only for master.
D1651.12.	Box can be opened only by right person,.
D1651.5.	Dead beggar's stick will not stay still until back in beggar's service,.
D1652.	Inexhaustible object. Keeps magically renewing itself or expanding. Sbillot Incidents.
D1652.1.10.	Inexhaustible wheat.
D1652.1.10.1.	Loaves and fishes, eaten at night, restored next morning through power of saint.
D1652.1.9.	Inexhaustible meat.
D1652.16.	Cross. Irish myth. Lime for building church miraculously renewed by power of saint.
D1652.3.	Cow with inexhaustible milk.
D1652.5.7.	Inexhaustible cooking pot.
D1652.9.	Monkey cut in two by magic sword becomes two monkeys,.
D1653.1.	Abergl. Infallible weapon. d.
D1653.1.4.	Always hits mark. Unerring bow.
D1654.17.	Throne of goddess's idol is lifted only after goat has been sacrificed.
D1654.2.	Horse magically becomes immovable. Immovable apples.
D1654.3.	Baughman. Indelible blood.
D1654.4.	Immovable weapon. Sword can be moved only by right person. i.
D1654.4.1.	Sword can be moved only by right person,.
D1654.4.2.	Arrow can be moved only by owner.
D1658.	Grateful objects. Littgsch.
D1658.1.5.	Apple-tree grateful for being shaken.
D1658.2.1.	Grateful stove.
D1661.1.	Talking statue, when destroyed, cannot be replaced for thirty thousand years.
D1663.1.	Ointment cures left cheek. Wands of life and death, Pointed with one end, kill; with the other, resuscitate. Wands of life and death. not right.
D1663.3.	Situated on one hand, kills; on the other, protects against disease. Well of life and death.
D1663.4.	Fountains poison and cure. One with bronze vessel, tastes sweet and poisons; other, with iron vessel, tastes bitter and cures.
D1663.6.	Magic tree gives money to good brother, poisonous animals to bad.
D1664.	Garden which blooms in winter. Summer and winter garden.
D1665.2.	"Cow whose milk ""tastes of honey and intoxicating wine and the satisfaction of good food. Cow whose milk tastes like honey and intoxicating wine."
D1665.3.	Fruit has any taste desired.
D1665.4.	Manna tastes bitter to gentiles.
D1666.	Sword leaves no trace of blow behind it.
D1667.	Magic garden grows at once.
D1667.1.	Magic tree shoots forth leaf, flower, and fruit at once.
D1667.2.	Magic acorns grow at once.
D1667.3.	Million-fold rice which ripens in one night.
D1667.4.	Garden that has not bloomed for twelve years does so when girl steps into it.
D1668.	Magic tree continually in fruit.
D1671.	Silver in chain increases in fire.
D1672.	Unquenchable fire.
D1672.0.1.	Magic fire burns for seven years.
D1672.1.	Flaming shield unguenchable.
D1673.	Magic staff blossoms.
D1673.1.	Tree grows from stick saint has used and thrown aside.
D1674.	Iron blessed by saint incapable of wounding.
D1675.	Garden wall that cannot be overleapt.
D1676.	Mill refuses to work on Sunday.
D1676.1.	Manna does not fall on Sabbath.
D1677.	Mill refuses to work when saint is ill-treated.
D1678.	Magic book, once used, compels person to do evil.
D1681.	Charm incorrectly uttered will not work. Religious services. VO.
D1682.	Magic jewel which outweighs many heavy objects in the scale.
D1683.	Hearth cleaned by angel always free of ashes.
D1684.	Dye blessed by saint colors animals, trees.
D1685.	DISAI . Interred body of saint performs signs and miracles.
D1686.	Magic object departs and returns at formulistic command.
D1687.	Object magically becomes heavy.
D1688.	Marvelous post wears down at top instead of rotting from bottom.
D169.	Transformation: man to bird
D169.1.	Transformation: woman to waterfowl.
D169.3.	Transformation: man to toucan.
D169.4.	Transformation: man to cassowary.
D1691.	Magic suspension of weight.
D1691.1.	Huge load easily carried by a saint.
D1692.	Cloak and shirt fit person of any size.
D1693.	Magic rod swallows other rods.
D1694.	Sword that cannot be magically dulled.
D1699.	Magic objects.
D17.1.2.3.	Transformed man as hostile dog.
D170.	Transformation: man to fish.
D1700.	Acquisition of magic power. Magic powers.
D171.	Transformation: man to carp.
D1710.	Possession of magic powers.
D1711.	Magician.
D1711.0.2.	Magician keeps magic power in tumor in back.
D1711.0.3.	Means of becoming magician.
D1711.1.	Biblical worthy as magician. Solomon as master of magicians.
D1711.1.1.	Solomon as master of magicians.
D1711.1.2.	Esau as magician.
D1711.1.3.	Baalam as master of magicians.
D1711.10.	People of certain place as magicians.
D1711.10.1.	Finns as magicians.
D1711.10.3.	Egyptians as magicians.
D1711.10.4.	People of Palmyra as magicians.
D1711.10.5.	Amonites as magicians.
D1711.10.6.	Amalekites as magicians.
D1711.11.	Family of magicians.
D1711.12.	People who come on ship with sickness accused as magicians.
D1711.13.	Reptile-men cure snake bites, and can summon together snakes or mice and lead them away anywhere.
D1711.2.	Virgil as magician.
D1711.3.	Sun as magician.
D1711.4.	Druid as magician.
D1711.5.	Fairy as magician.
D1711.6.	God or demigod as magician.
D1711.6.1.	Odin as magician.
D1711.6.2.	Aesculapius as magician.
D1711.7.	King as magician.
D1711.7.1.	Pharaoh as magician.
D1711.8.	Strong man as magician.
D1712.	Soothsayer.
D1712.1.	Soothsayer at work by various methods of divination.
D1712.2.	Blind man as soothsayer.
D1712.3.	Interpreter of dreams.
D1714.	Magic power of chaste woman. Magic power of person without sin.
D1714.1.	Magic power of chaste woman.
D1714.1.1.	Chaste maiden at prayer vanishes from would-be ravisher's embrace.
D1715.	Magic power of dying man's words. father.
D1715.1.	Magic last wish at death becomes a reality reincarnation.
D1715.2.	Dying peasant summons greedy bishop for heavenly funeral; the bishop dies hearing the message.
D1715.3.	Dying man commands cloud to bear message to man's wife.
D1716.	Magic power of the infirm.
D1716.1.	Magic power of the idiot.
D1716.2.	Magic power of the lame.
D1716.3.	Magic power of sterile woman.
D1717.	Magic power of children.
D1717.1.	Magic power of monster child.
D1718.	Special location of magic powers.
D1718.1.	Magic power contained in stick and water.
D1719.	Possession of magic powers-miscellaneous.
D1719.1.	Contest in magic.
D1719.1.1.	Contest in magic between druid and saint,.
D1719.1.2.	Contest between druid and fairy personage.
D1719.1.3.	Magic contest, magician and giant: magician would make a dog's tail crooked, the giant would straighten it and so on, ad infinitum.
D1719.1.4.	Contest between carpenter and son to race wooden horses they had both made.
D1719.10.	Magic power only under certain conditions.
D1719.10.1.	Magic power only when magician's feet touch ground.
D1719.11.	Limited amount of magic in world.
D1719.11.1.	Only ten measures of magic allotted to world.
D1719.2.	Magic wisdom possessed by wild man.
D1719.3.	Magic power of superhuman race.
D1719.4.	Magic wisdom possessed by extraordinary companion.
D1719.5.	Magic power of fairy.
D1719.6.	Magic power of holy cross.
D1719.7.	Magic power of mermaid.
D1719.8.	Man has magic servants who plow for him; he swallows them each day and keeps them secret.
D1719.9.	Magic power at certain time.
D1719.9.1.	Magic power only at night.
D1719.9.2.	Magic power at Passover.
D1720.	Acquisition of magic powers.
D1720.1.	Man given power of wishing.
D1720.1.1.	Devil gives man power of wishing.
D1721.	Magic power from magician.
D1721.0.1.	Magic power from donning magician's clothes.
D1721.0.2.	Magic power obtained secretly from magician's friends.
D1721.1.	Magic power from devil.
D1721.1.1.	Magic arts learned in hell.
D1721.1.2.	Magic power from demon.
D1721.1.3.	Spirit gives man the power of exorcising him out of anyone he possesses.
D1721.1.4.	Magic power from rakshasi.
D1721.2.	Magic power acquired by eating fish which have eaten dead magician's flesh.
D1721.3.	Magician blows magic into disciples' ears.
D1721.4.	Disciples drink magician's urine.
D1721.5.	Magician's disciples eat magic iron.
D1721.6.	Magician's disciples acquire magic powers by study.
D1722.	Magic power from saint.
D1722.1.	Magic power from prophet.
D1723.	3, Rotunda. I No. Magic power from fairies.
D1724.	Death as godfather. Magic power from Death.
D1725.	Magic power obtained from angels.
D1725.1.	Death as godfather.
D1726.	Magic power from deity.
D1726.0.1.	Soothsaying learned from a god.
D1726.1.	Magic power from celestial maiden.
D1726.2.	Magic power from stone idol.
D1727.	Icelandic: Brdar saga Snfellsss ch. 2 ed.
D1728.	Magic power from superhuman race.
D173.	Transformation: man to eel.
D173.1.	God assumes form of an eel.
D1731.	Magic power received in dream.
D1731.1.	Magic song received in dream. Song learned in dream.
D1731.2.	Marvels seen in dreams.
D1731.2.1.	Fairy seen in dream.
D1731.2.2.	All nature composed of food in vision.
D1732.	Magic power obtained by meditation.
D1733.	Acts producing magic power.
D1733.1.	Magic power by jumping into fire. Magic power by craviling through ear of magic horse.
D1733.3.	Magic power through ascetic practices.
D1733.3.1.	Magic power by fasting.
D1733.3.1.1.	Oracular twigs work only if man has fasted.
D1733.4.	Magic power by sitting in certain seat.
D1733.5.	Magic power from swooning.
D1733.6.	Magic power by magic songs.
D1734.	Magic power by crawling through ear of magic horse. Magic powers from rubbing.
D1734.1.	Magic power by rubbing talisman.
D1735.	Magic powers from swallowing.
D1735.1.	Magic power by fasting. Magic powers from swallowing a straw.
D1735.2.	Language acquired by swallowing its written characters.
D1735.3.	Magic powers from swallowing magic drink.
D1735.4.	Possession of magic knowledge and witchcraft from having eaten of father-of-man's corpse.
D1736.	Magic power from great piety.
D1736.1.	Magic power acquired by sacrificing.
D1737.	Magic power inherited.
D1737.1.	Magic power from mother.
D1738.	Magic arts learned in hell,. Magic arts studied.
D1739.	Acquisition of magic power-miscellaneous.
D1739.1.	Magic power from overheard talk of spirits.
D1739.2.	Magic power from heavenly voice.
D174.	Transformation: man to cuttlefish.
